,tested_combination,combination_played_order,score_prediction_0,score_prediction_1,score_prediction_2
320,13 RED - 3 BLUE,13 RED - 3 BLUE,-14.0,6.0,-2.0
321,13 RED - 3 BLUE,3 BLUE - 13 RED,-12.0,22.0,0.0
322,13 RED - 4 BLUE,13 RED - 4 BLUE,-18.0,-2.0,0.0
323,13 RED - 4 BLUE,4 BLUE - 13 RED,-12.0,22.0,0.0
324,13 RED - 4 RED,13 RED - 4 RED,-20.0,-10.0,40.0
325,13 RED - 4 RED,4 RED - 13 RED,-18.0,-2.0,30.0
326,13 RED - 5 BLUE,13 RED - 5 BLUE,-20.0,-10.0,10.0
327,13 RED - 5 BLUE,5 BLUE - 13 RED,-14.0,14.0,10.0
328,13 RED - 5 RED,13 RED - 5 RED,-20.0,-10.0,40.0
329,13 RED - 5 RED,5 RED - 13 RED,-20.0,-10.0,40.0
330,13 RED - 6 BLUE,13 RED - 6 BLUE,-18.0,-2.0,10.0
331,13 RED - 6 BLUE,6 BLUE - 13 RED,-14.0,14.0,10.0
332,13 RED - 7 BLUE,13 RED - 7 BLUE,-18.0,-10.0,18.0
333,13 RED - 7 BLUE,7 BLUE - 13 RED,-18.0,-10.0,18.0
334,13 RED - 7 RED,13 RED - 7 RED,-16.0,6.0,20.0
335,13 RED - 7 RED,7 RED - 13 RED,-14.0,14.0,10.0
336,13 RED - 8 BLUE,13 RED - 8 BLUE,-18.0,-10.0,28.0
337,13 RED - 8 BLUE,8 BLUE - 13 RED,-12.0,-10.0,8.0
338,13 RED - 9 BLUE,13 RED - 9 BLUE,-20.0,-10.0,40.0
339,13 RED - 9 BLUE,9 BLUE - 13 RED,-20.0,-10.0,30.0
340,13 RED - 9 RED,13 RED - 9 RED,-18.0,-2.0,30.0
341,13 RED - 9 RED,9 RED - 13 RED,-18.0,-2.0,30.0
342,13 RED - Magician,13 RED - Magician,-20.0,-10.0,40.0
343,13 RED - Magician,Magician - 13 RED,-20.0,-10.0,40.0
344,2 BLUE - 1 GREEN,1 GREEN - 2 BLUE,0.0,-10.0,-18.0
345,2 BLUE - 1 GREEN,2 BLUE - 1 GREEN,6.0,-10.0,-18.0
346,2 BLUE - 10 BLUE,10 BLUE - 2 BLUE,-2.0,-10.0,4.0
347,2 BLUE - 10 BLUE,2 BLUE - 10 BLUE,14.0,-10.0,-20.0
348,2 BLUE - 11 BLUE,11 BLUE - 2 BLUE,-4.0,-10.0,-20.0
349,2 BLUE - 11 BLUE,2 BLUE - 11 BLUE,2.0,-10.0,-20.0
350,2 BLUE - 2 GREEN,2 BLUE - 2 GREEN,20.0,-10.0,-20.0
351,2 BLUE - 2 GREEN,2 GREEN - 2 BLUE,12.0,-10.0,-18.0
352,2 BLUE - 3 BLUE,2 BLUE - 3 BLUE,12.0,-10.0,-8.0
353,2 BLUE - 3 BLUE,3 BLUE - 2 BLUE,12.0,-10.0,-8.0
354,2 BLUE - 4 BLUE,2 BLUE - 4 BLUE,6.0,-10.0,-8.0
355,2 BLUE - 4 BLUE,4 BLUE - 2 BLUE,6.0,-10.0,-8.0
356,2 BLUE - 8 BLUE,2 BLUE - 8 BLUE,14.0,-10.0,-20.0
357,2 BLUE - 8 BLUE,8 BLUE - 2 BLUE,14.0,-10.0,-20.0
358,2 BLUE - 9 BLUE,2 BLUE - 9 BLUE,12.0,-10.0,-8.0
359,2 BLUE - 9 BLUE,9 BLUE - 2 BLUE,-2.0,-10.0,4.0
360,2 RED - 1 BLUE,1 BLUE - 2 RED,-6.0,14.0,-2.0
361,2 RED - 1 BLUE,2 RED - 1 BLUE,-10.0,-10.0,-4.0
362,2 RED - 1 RED,1 RED - 2 RED,-8.0,6.0,8.0
363,2 RED - 1 RED,2 RED - 1 RED,-8.0,6.0,8.0
364,2 RED - 10 BLUE,10 BLUE - 2 RED,-10.0,-2.0,18.0
365,2 RED - 10 BLUE,2 RED - 10 BLUE,-16.0,-2.0,18.0
366,2 RED - 10 RED,10 RED - 2 RED,-18.0,-2.0,30.0
367,2 RED - 10 RED,2 RED - 10 RED,-16.0,6.0,20.0
368,2 RED - 11 BLUE,11 BLUE - 2 RED,-14.0,6.0,8.0
369,2 RED - 11 BLUE,2 RED - 11 BLUE,-8.0,-2.0,6.0
370,2 RED - 11 RED,11 RED - 2 RED,-20.0,-10.0,40.0
371,2 RED - 11 RED,2 RED - 11 RED,-18.0,-2.0,30.0
372,2 RED - 12 BLUE,12 BLUE - 2 RED,-14.0,14.0,10.0
373,2 RED - 12 BLUE,2 RED - 12 BLUE,-8.0,-2.0,6.0
374,2 RED - 13 BLUE,13 BLUE - 2 RED,-16.0,6.0,20.0
375,2 RED - 13 BLUE,2 RED - 13 BLUE,-16.0,-2.0,18.0
376,2 RED - 2 BLUE,2 BLUE - 2 RED,2.0,6.0,-16.0
377,2 RED - 2 BLUE,2 RED - 2 BLUE,4.0,-10.0,-16.0
378,2 RED - 3 BLUE,2 RED - 3 BLUE,-10.0,-2.0,-12.0
379,2 RED - 3 BLUE,3 BLUE - 2 RED,-10.0,22.0,-12.0
380,2 RED - 4 BLUE,2 RED - 4 BLUE,-2.0,-10.0,-16.0
381,2 RED - 4 BLUE,4 BLUE - 2 RED,-4.0,14.0,-14.0
382,2 RED - 4 RED,2 RED - 4 RED,-10.0,-2.0,18.0
383,2 RED - 4 RED,4 RED - 2 RED,-10.0,-2.0,18.0
384,2 RED - 5 BLUE,2 RED - 5 BLUE,-10.0,-2.0,-2.0
385,2 RED - 5 BLUE,5 BLUE - 2 RED,-14.0,6.0,-2.0
386,2 RED - 6 BLUE,2 RED - 6 BLUE,4.0,-10.0,4.0
387,2 RED - 6 BLUE,6 BLUE - 2 RED,-14.0,6.0,8.0
388,2 RED - 7 BLUE,2 RED - 7 BLUE,-2.0,-10.0,-16.0
389,2 RED - 7 BLUE,7 BLUE - 2 RED,-10.0,6.0,-16.0
390,2 RED - 8 BLUE,2 RED - 8 BLUE,-6.0,-10.0,-8.0
391,2 RED - 8 BLUE,8 BLUE - 2 RED,-6.0,6.0,-4.0
392,2 RED - 9 BLUE,2 RED - 9 BLUE,-18.0,-10.0,18.0
393,2 RED - 9 BLUE,9 BLUE - 2 RED,-16.0,6.0,10.0
394,2 RED - 9 RED,2 RED - 9 RED,-16.0,6.0,20.0
395,2 RED - 9 RED,9 RED - 2 RED,-16.0,6.0,20.0
396,2 RED - Magician,2 RED - Magician,-18.0,-2.0,30.0
397,2 RED - Magician,Magician - 2 RED,-20.0,-10.0,30.0
398,3 BLUE - 1 GREEN,1 GREEN - 3 BLUE,6.0,-2.0,-16.0
399,3 BLUE - 1 GREEN,3 BLUE - 1 GREEN,12.0,-10.0,-18.0
400,3 BLUE - 10 BLUE,10 BLUE - 3 BLUE,-2.0,-10.0,-6.0
401,3 BLUE - 10 BLUE,3 BLUE - 10 BLUE,4.0,-10.0,-6.0
402,3 BLUE - 11 BLUE,11 BLUE - 3 BLUE,-18.0,-10.0,28.0
403,3 BLUE - 11 BLUE,3 BLUE - 11 BLUE,-10.0,-10.0,16.0
404,3 BLUE - 2 GREEN,2 GREEN - 3 BLUE,8.0,-10.0,-20.0
405,3 BLUE - 2 GREEN,3 BLUE - 2 GREEN,8.0,-10.0,-20.0
406,3 BLUE - 3 GREEN,3 BLUE - 3 GREEN,20.0,-10.0,-20.0
407,3 BLUE - 3 GREEN,3 GREEN - 3 BLUE,20.0,-10.0,-20.0
408,3 BLUE - 4 BLUE,3 BLUE - 4 BLUE,-4.0,-10.0,16.0
409,3 BLUE - 4 BLUE,4 BLUE - 3 BLUE,-4.0,-10.0,16.0
410,3 BLUE - 8 BLUE,3 BLUE - 8 BLUE,-4.0,-10.0,16.0
411,3 BLUE - 8 BLUE,8 BLUE - 3 BLUE,-12.0,-10.0,28.0
412,3 BLUE - 9 BLUE,3 BLUE - 9 BLUE,2.0,-10.0,-20.0
413,3 BLUE - 9 BLUE,9 BLUE - 3 BLUE,-4.0,-2.0,-18.0
414,3 RED - 1 BLUE,1 BLUE - 3 RED,0.0,6.0,-4.0
415,3 RED - 1 BLUE,3 RED - 1 BLUE,0.0,-2.0,-6.0
416,3 RED - 1 RED,1 RED - 3 RED,-6.0,14.0,-2.0
417,3 RED - 1 RED,3 RED - 1 RED,-6.0,14.0,-2.0
418,3 RED - 10 BLUE,10 BLUE - 3 RED,-16.0,-2.0,18.0
419,3 RED - 10 BLUE,3 RED - 10 BLUE,-12.0,-10.0,18.0
420,3 RED - 10 RED,10 RED - 3 RED,-18.0,-2.0,30.0
421,3 RED - 10 RED,3 RED - 10 RED,-14.0,14.0,10.0
422,3 RED - 11 BLUE,11 BLUE - 3 RED,-16.0,6.0,10.0
423,3 RED - 11 BLUE,3 RED - 11 BLUE,-18.0,-2.0,10.0
424,3 RED - 11 RED,11 RED - 3 RED,-18.0,-2.0,30.0
425,3 RED - 11 RED,3 RED - 11 RED,-16.0,6.0,20.0
426,3 RED - 12 BLUE,12 BLUE - 3 RED,-14.0,14.0,10.0
427,3 RED - 12 BLUE,3 RED - 12 BLUE,-10.0,-10.0,6.0
428,3 RED - 13 BLUE,13 BLUE - 3 RED,-10.0,-2.0,18.0
429,3 RED - 13 BLUE,3 RED - 13 BLUE,-10.0,-2.0,18.0
430,3 RED - 13 RED,13 RED - 3 RED,-20.0,-10.0,40.0
431,3 RED - 13 RED,3 RED - 13 RED,-18.0,-2.0,30.0
432,3 RED - 2 BLUE,2 BLUE - 3 RED,-6.0,14.0,-12.0
433,3 RED - 2 BLUE,3 RED - 2 BLUE,-8.0,-2.0,-4.0
434,3 RED - 2 RED,2 RED - 3 RED,-18.0,-2.0,30.0
435,3 RED - 2 RED,3 RED - 2 RED,-18.0,-2.0,30.0
436,3 RED - 3 BLUE,3 BLUE - 3 RED,-12.0,6.0,-4.0
437,3 RED - 3 BLUE,3 RED - 3 BLUE,-10.0,-10.0,-4.0
438,3 RED - 4 BLUE,3 RED - 4 BLUE,-16.0,-2.0,-2.0
439,3 RED - 4 BLUE,4 BLUE - 3 RED,-14.0,6.0,-12.0
440,3 RED - 4 RED,3 RED - 4 RED,-16.0,6.0,20.0
441,3 RED - 4 RED,4 RED - 3 RED,-16.0,6.0,20.0
442,3 RED - 5 BLUE,3 RED - 5 BLUE,-2.0,-2.0,6.0
443,3 RED - 5 BLUE,5 BLUE - 3 RED,-14.0,6.0,8.0
444,3 RED - 5 RED,3 RED - 5 RED,-20.0,-10.0,40.0
445,3 RED - 5 RED,5 RED - 3 RED,-20.0,-10.0,40.0
446,3 RED - 6 BLUE,3 RED - 6 BLUE,-2.0,-10.0,-6.0
447,3 RED - 6 BLUE,6 BLUE - 3 RED,-14.0,6.0,-2.0
448,3 RED - 6 RED,3 RED - 6 RED,-20.0,-10.0,40.0
449,3 RED - 6 RED,6 RED - 3 RED,-20.0,-10.0,40.0
450,3 RED - 7 BLUE,3 RED - 7 BLUE,-18.0,-10.0,8.0
451,3 RED - 7 BLUE,7 BLUE - 3 RED,-10.0,-2.0,8.0
452,3 RED - 7 RED,3 RED - 7 RED,-16.0,6.0,20.0
453,3 RED - 7 RED,7 RED - 3 RED,-18.0,-2.0,30.0
454,3 RED - 8 BLUE,3 RED - 8 BLUE,-8.0,-2.0,-4.0
455,3 RED - 8 BLUE,8 BLUE - 3 RED,-12.0,14.0,-2.0
456,3 RED - 8 RED,3 RED - 8 RED,-18.0,-2.0,30.0
457,3 RED - 8 RED,8 RED - 3 RED,-18.0,-2.0,30.0
458,3 RED - 9 BLUE,3 RED - 9 BLUE,-2.0,-10.0,4.0
459,3 RED - 9 BLUE,9 BLUE - 3 RED,-8.0,-2.0,6.0
460,3 RED - 9 RED,3 RED - 9 RED,-18.0,-2.0,30.0
461,3 RED - 9 RED,9 RED - 3 RED,-18.0,-2.0,30.0
462,3 RED - Jester,3 RED - Jester,-4.0,22.0,-12.0
463,3 RED - Jester,Jester - 3 RED,-4.0,22.0,-12.0
464,3 RED - Magician,3 RED - Magician,-14.0,14.0,-10.0
465,3 RED - Magician,Magician - 3 RED,-18.0,-2.0,-10.0
466,4 BLUE - 1 GREEN,1 GREEN - 4 BLUE,14.0,-10.0,-20.0
467,4 BLUE - 1 GREEN,4 BLUE - 1 GREEN,2.0,-2.0,-18.0
468,4 BLUE - 2 GREEN,2 GREEN - 4 BLUE,8.0,-2.0,-18.0
469,4 BLUE - 2 GREEN,4 BLUE - 2 GREEN,8.0,-2.0,-18.0
470,4 BLUE - 3 GREEN,3 GREEN - 4 BLUE,20.0,-10.0,-20.0
471,4 BLUE - 3 GREEN,4 BLUE - 3 GREEN,14.0,-10.0,-20.0
472,4 BLUE - 4 GREEN,4 BLUE - 4 GREEN,6.0,-10.0,-18.0
473,4 BLUE - 4 GREEN,4 GREEN - 4 BLUE,12.0,-10.0,-20.0
474,4 RED - 1 BLUE,1 BLUE - 4 RED,-4.0,22.0,-12.0
475,4 RED - 1 BLUE,4 RED - 1 BLUE,-8.0,6.0,-12.0
476,4 RED - 1 RED,1 RED - 4 RED,-18.0,-2.0,30.0
477,4 RED - 1 RED,4 RED - 1 RED,-18.0,-2.0,30.0
478,4 RED - 10 BLUE,10 BLUE - 4 RED,-14.0,14.0,10.0
479,4 RED - 10 BLUE,4 RED - 10 BLUE,-16.0,6.0,10.0
480,4 RED - 10 RED,10 RED - 4 RED,-18.0,-2.0,30.0
481,4 RED - 10 RED,4 RED - 10 RED,-12.0,22.0,0.0
482,4 RED - 11 BLUE,11 BLUE - 4 RED,-18.0,-2.0,30.0
483,4 RED - 11 BLUE,4 RED - 11 BLUE,-20.0,-10.0,30.0
484,4 RED - 11 RED,11 RED - 4 RED,-18.0,-2.0,30.0
485,4 RED - 11 RED,4 RED - 11 RED,-16.0,6.0,20.0
486,4 RED - 12 BLUE,12 BLUE - 4 RED,-18.0,-2.0,30.0
487,4 RED - 12 BLUE,4 RED - 12 BLUE,-18.0,-2.0,30.0
488,4 RED - 13 BLUE,13 BLUE - 4 RED,-16.0,6.0,10.0
489,4 RED - 13 BLUE,4 RED - 13 BLUE,-10.0,-2.0,18.0
490,4 RED - 2 BLUE,2 BLUE - 4 RED,-4.0,14.0,-14.0
491,4 RED - 2 BLUE,4 RED - 2 BLUE,-4.0,-10.0,-14.0
492,4 RED - 3 BLUE,3 BLUE - 4 RED,-12.0,22.0,0.0
493,4 RED - 3 BLUE,4 RED - 3 BLUE,-6.0,6.0,-4.0
494,4 RED - 4 BLUE,4 BLUE - 4 RED,-6.0,14.0,-2.0
495,4 RED - 4 BLUE,4 RED - 4 BLUE,-8.0,-10.0,-6.0
496,4 RED - 5 BLUE,4 RED - 5 BLUE,-2.0,-10.0,4.0
497,4 RED - 5 BLUE,5 BLUE - 4 RED,-2.0,-2.0,6.0
498,4 RED - 6 BLUE,4 RED - 6 BLUE,-6.0,-2.0,-6.0
499,4 RED - 6 BLUE,6 BLUE - 4 RED,-6.0,6.0,-4.0
500,4 RED - 7 BLUE,4 RED - 7 BLUE,-8.0,6.0,-12.0
501,4 RED - 7 BLUE,7 BLUE - 4 RED,-10.0,22.0,-12.0
502,4 RED - 8 BLUE,4 RED - 8 BLUE,-10.0,-10.0,16.0
503,4 RED - 8 BLUE,8 BLUE - 4 RED,-10.0,-2.0,18.0
504,4 RED - 9 BLUE,4 RED - 9 BLUE,4.0,-10.0,-6.0
505,4 RED - 9 BLUE,9 BLUE - 4 RED,0.0,-2.0,-6.0
506,4 RED - 9 RED,4 RED - 9 RED,-16.0,6.0,20.0
507,4 RED - 9 RED,9 RED - 4 RED,-16.0,6.0,20.0
508,4 RED - Magician,4 RED - Magician,-18.0,-2.0,20.0
509,4 RED - Magician,Magician - 4 RED,-20.0,-10.0,20.0
510,5 BLUE - 1 GREEN,1 GREEN - 5 BLUE,20.0,-10.0,-20.0
511,5 BLUE - 1 GREEN,5 BLUE - 1 GREEN,2.0,-10.0,-20.0
512,5 BLUE - 10 BLUE,10 BLUE - 5 BLUE,-18.0,-10.0,28.0
513,5 BLUE - 10 BLUE,5 BLUE - 10 BLUE,-10.0,-10.0,16.0
514,5 BLUE - 11 BLUE,11 BLUE - 5 BLUE,-6.0,-2.0,-6.0
515,5 BLUE - 11 BLUE,5 BLUE - 11 BLUE,6.0,-10.0,-8.0
516,5 BLUE - 12 BLUE,12 BLUE - 5 BLUE,-10.0,-2.0,18.0
517,5 BLUE - 12 BLUE,5 BLUE - 12 BLUE,12.0,-10.0,-8.0
518,5 BLUE - 13 BLUE,13 BLUE - 5 BLUE,-16.0,-10.0,6.0
519,5 BLUE - 13 BLUE,5 BLUE - 13 BLUE,-8.0,-10.0,-6.0
520,5 BLUE - 2 BLUE,2 BLUE - 5 BLUE,-8.0,-10.0,4.0
521,5 BLUE - 2 BLUE,5 BLUE - 2 BLUE,-2.0,-10.0,4.0
522,5 BLUE - 2 GREEN,2 GREEN - 5 BLUE,0.0,-10.0,-8.0
523,5 BLUE - 2 GREEN,5 BLUE - 2 GREEN,-2.0,-2.0,-4.0
524,5 BLUE - 3 BLUE,3 BLUE - 5 BLUE,0.0,-2.0,-6.0
525,5 BLUE - 3 BLUE,5 BLUE - 3 BLUE,0.0,-2.0,-6.0
526,5 BLUE - 3 GREEN,3 GREEN - 5 BLUE,-2.0,-10.0,-6.0
527,5 BLUE - 3 GREEN,5 BLUE - 3 GREEN,-2.0,-10.0,-8.0
528,5 BLUE - 4 BLUE,4 BLUE - 5 BLUE,2.0,-10.0,-20.0
529,5 BLUE - 4 BLUE,5 BLUE - 4 BLUE,2.0,-10.0,-20.0
530,5 BLUE - 4 GREEN,4 GREEN - 5 BLUE,12.0,-10.0,-20.0
531,5 BLUE - 4 GREEN,5 BLUE - 4 GREEN,6.0,-2.0,-16.0
532,5 BLUE - 5 GREEN,5 BLUE - 5 GREEN,-6.0,-10.0,-18.0
533,5 BLUE - 5 GREEN,5 GREEN - 5 BLUE,20.0,-10.0,-20.0
534,5 BLUE - 6 BLUE,5 BLUE - 6 BLUE,20.0,-10.0,-20.0
535,5 BLUE - 6 BLUE,6 BLUE - 5 BLUE,20.0,-10.0,-20.0
536,5 BLUE - 7 BLUE,5 BLUE - 7 BLUE,0.0,-2.0,-6.0
537,5 BLUE - 7 BLUE,7 BLUE - 5 BLUE,-8.0,-2.0,6.0
538,5 BLUE - 8 BLUE,5 BLUE - 8 BLUE,0.0,-2.0,-16.0
539,5 BLUE - 8 BLUE,8 BLUE - 5 BLUE,0.0,-2.0,-16.0
540,5 BLUE - 9 BLUE,5 BLUE - 9 BLUE,-8.0,-10.0,4.0
541,5 BLUE - 9 BLUE,9 BLUE - 5 BLUE,-14.0,-2.0,6.0
542,5 RED - 1 BLUE,1 BLUE - 5 RED,-10.0,30.0,-10.0
543,5 RED - 1 BLUE,5 RED - 1 BLUE,-20.0,-10.0,-10.0
544,5 RED - 1 RED,1 RED - 5 RED,-10.0,-2.0,18.0
545,5 RED - 1 RED,5 RED - 1 RED,-10.0,-2.0,18.0
546,5 RED - 10 BLUE,10 BLUE - 5 RED,-14.0,6.0,-2.0
547,5 RED - 10 BLUE,5 RED - 10 BLUE,-16.0,6.0,10.0
548,5 RED - 10 RED,10 RED - 5 RED,-16.0,6.0,20.0
549,5 RED - 10 RED,5 RED - 10 RED,-16.0,6.0,20.0
550,5 RED - 11 BLUE,11 BLUE - 5 RED,-10.0,-10.0,16.0
551,5 RED - 11 BLUE,5 RED - 11 BLUE,-10.0,-10.0,16.0
552,5 RED - 11 RED,11 RED - 5 RED,-16.0,6.0,20.0
553,5 RED - 11 RED,5 RED - 11 RED,-16.0,6.0,20.0
554,5 RED - 12 BLUE,12 BLUE - 5 RED,-12.0,6.0,-4.0
555,5 RED - 12 BLUE,5 RED - 12 BLUE,-6.0,-2.0,-6.0
556,5 RED - 13 BLUE,13 BLUE - 5 RED,-16.0,6.0,20.0
557,5 RED - 13 BLUE,5 RED - 13 BLUE,-16.0,-2.0,18.0
558,5 RED - 2 BLUE,2 BLUE - 5 RED,-12.0,22.0,0.0
559,5 RED - 2 BLUE,5 RED - 2 BLUE,-8.0,6.0,-2.0
560,5 RED - 2 RED,2 RED - 5 RED,-18.0,-2.0,30.0
561,5 RED - 2 RED,5 RED - 2 RED,-18.0,-2.0,30.0
562,5 RED - 3 BLUE,3 BLUE - 5 RED,-8.0,6.0,8.0
563,5 RED - 3 BLUE,5 RED - 3 BLUE,-12.0,-10.0,8.0
564,5 RED - 4 BLUE,4 BLUE - 5 RED,-18.0,-2.0,30.0
565,5 RED - 4 BLUE,5 RED - 4 BLUE,-20.0,-10.0,30.0
566,5 RED - 4 RED,4 RED - 5 RED,-16.0,6.0,20.0
567,5 RED - 4 RED,5 RED - 4 RED,-16.0,6.0,20.0
568,5 RED - 5 BLUE,5 BLUE - 5 RED,-12.0,22.0,0.0
569,5 RED - 5 BLUE,5 RED - 5 BLUE,-16.0,-2.0,-2.0
570,5 RED - 6 BLUE,5 RED - 6 BLUE,-2.0,-10.0,-6.0
571,5 RED - 6 BLUE,6 BLUE - 5 RED,0.0,-2.0,-6.0
572,5 RED - 7 BLUE,5 RED - 7 BLUE,-8.0,6.0,-2.0
573,5 RED - 7 BLUE,7 BLUE - 5 RED,-6.0,14.0,-12.0
574,5 RED - 8 BLUE,5 RED - 8 BLUE,-10.0,-2.0,18.0
575,5 RED - 8 BLUE,8 BLUE - 5 RED,-16.0,-2.0,18.0
576,5 RED - 9 BLUE,5 RED - 9 BLUE,0.0,-10.0,-8.0
577,5 RED - 9 BLUE,9 BLUE - 5 RED,-6.0,6.0,-4.0
578,5 RED - 9 RED,5 RED - 9 RED,-16.0,6.0,20.0
579,5 RED - 9 RED,9 RED - 5 RED,-16.0,6.0,20.0
580,5 RED - Magician,5 RED - Magician,-20.0,-10.0,40.0
581,5 RED - Magician,Magician - 5 RED,-20.0,-10.0,30.0
582,6 BLUE - 1 GREEN,1 GREEN - 6 BLUE,14.0,-10.0,-20.0
583,6 BLUE - 1 GREEN,6 BLUE - 1 GREEN,2.0,6.0,-16.0
584,6 BLUE - 10 BLUE,10 BLUE - 6 BLUE,0.0,-2.0,-6.0
585,6 BLUE - 10 BLUE,6 BLUE - 10 BLUE,6.0,-2.0,-6.0
586,6 BLUE - 11 BLUE,11 BLUE - 6 BLUE,-8.0,-10.0,4.0
587,6 BLUE - 11 BLUE,6 BLUE - 11 BLUE,0.0,-10.0,-8.0
588,6 BLUE - 13 BLUE,13 BLUE - 6 BLUE,-12.0,6.0,-4.0
589,6 BLUE - 13 BLUE,6 BLUE - 13 BLUE,6.0,-10.0,-8.0
590,6 BLUE - 2 BLUE,2 BLUE - 6 BLUE,6.0,-2.0,-6.0
591,6 BLUE - 2 BLUE,6 BLUE - 2 BLUE,6.0,-2.0,-6.0
592,6 BLUE - 2 GREEN,2 GREEN - 6 BLUE,8.0,-10.0,-20.0
593,6 BLUE - 2 GREEN,6 BLUE - 2 GREEN,-2.0,-2.0,-14.0
594,6 BLUE - 3 BLUE,3 BLUE - 6 BLUE,8.0,-10.0,-20.0
595,6 BLUE - 3 BLUE,6 BLUE - 3 BLUE,8.0,-10.0,-20.0
596,6 BLUE - 3 GREEN,3 GREEN - 6 BLUE,6.0,-2.0,-6.0
597,6 BLUE - 3 GREEN,6 BLUE - 3 GREEN,0.0,-2.0,-6.0
598,6 BLUE - 4 BLUE,4 BLUE - 6 BLUE,-4.0,-2.0,-18.0
599,6 BLUE - 4 BLUE,6 BLUE - 4 BLUE,-4.0,-2.0,-18.0
600,6 BLUE - 4 GREEN,4 GREEN - 6 BLUE,-6.0,-2.0,-18.0
601,6 BLUE - 4 GREEN,6 BLUE - 4 GREEN,0.0,-2.0,-18.0
602,6 BLUE - 5 GREEN,5 GREEN - 6 BLUE,-14.0,-2.0,-16.0
603,6 BLUE - 5 GREEN,6 BLUE - 5 GREEN,-6.0,-2.0,-16.0
604,6 BLUE - 6 GREEN,6 BLUE - 6 GREEN,0.0,-2.0,-6.0
605,6 BLUE - 6 GREEN,6 GREEN - 6 BLUE,-14.0,-2.0,-4.0
606,6 BLUE - 8 BLUE,6 BLUE - 8 BLUE,6.0,-10.0,-8.0
607,6 BLUE - 8 BLUE,8 BLUE - 6 BLUE,6.0,-10.0,-8.0
608,6 BLUE - 9 BLUE,6 BLUE - 9 BLUE,12.0,-10.0,-8.0
609,6 BLUE - 9 BLUE,9 BLUE - 6 BLUE,4.0,-10.0,4.0
610,6 RED - 1 BLUE,1 BLUE - 6 RED,-8.0,6.0,8.0
611,6 RED - 1 BLUE,6 RED - 1 BLUE,-18.0,-10.0,8.0
612,6 RED - 1 RED,1 RED - 6 RED,-16.0,6.0,20.0
613,6 RED - 1 RED,6 RED - 1 RED,-18.0,-2.0,30.0
614,6 RED - 10 BLUE,10 BLUE - 6 RED,-10.0,-2.0,18.0
615,6 RED - 10 BLUE,6 RED - 10 BLUE,-10.0,-10.0,16.0
616,6 RED - 10 RED,10 RED - 6 RED,-20.0,-10.0,40.0
617,6 RED - 10 RED,6 RED - 10 RED,-18.0,-2.0,30.0
618,6 RED - 11 BLUE,11 BLUE - 6 RED,-14.0,14.0,10.0
619,6 RED - 11 BLUE,6 RED - 11 BLUE,-10.0,-10.0,6.0
620,6 RED - 11 RED,11 RED - 6 RED,-16.0,6.0,20.0
621,6 RED - 11 RED,6 RED - 11 RED,-16.0,6.0,20.0
622,6 RED - 12 BLUE,12 BLUE - 6 RED,-18.0,-2.0,10.0
623,6 RED - 12 BLUE,6 RED - 12 BLUE,-12.0,-10.0,18.0
624,6 RED - 13 BLUE,13 BLUE - 6 RED,-16.0,-2.0,18.0
625,6 RED - 13 BLUE,6 RED - 13 BLUE,-10.0,-2.0,18.0
626,6 RED - 13 RED,13 RED - 6 RED,-18.0,-2.0,30.0
627,6 RED - 13 RED,6 RED - 13 RED,-16.0,6.0,20.0
628,6 RED - 2 BLUE,2 BLUE - 6 RED,-14.0,6.0,-2.0
629,6 RED - 2 BLUE,6 RED - 2 BLUE,-12.0,-10.0,-2.0
630,6 RED - 2 RED,2 RED - 6 RED,-12.0,22.0,0.0
631,6 RED - 2 RED,6 RED - 2 RED,-14.0,14.0,10.0
632,6 RED - 3 BLUE,3 BLUE - 6 RED,-12.0,22.0,0.0
633,6 RED - 3 BLUE,6 RED - 3 BLUE,-18.0,-2.0,0.0
634,6 RED - 4 BLUE,4 BLUE - 6 RED,-10.0,22.0,-12.0
635,6 RED - 4 BLUE,6 RED - 4 BLUE,-10.0,-10.0,-14.0
636,6 RED - 4 RED,4 RED - 6 RED,-18.0,-2.0,30.0
637,6 RED - 4 RED,6 RED - 4 RED,-18.0,-2.0,30.0
638,6 RED - 5 BLUE,5 BLUE - 6 RED,-8.0,-2.0,-4.0
639,6 RED - 5 BLUE,6 RED - 5 BLUE,-10.0,-10.0,6.0
640,6 RED - 5 RED,5 RED - 6 RED,-18.0,-2.0,30.0
641,6 RED - 5 RED,6 RED - 5 RED,-18.0,-2.0,30.0
642,6 RED - 6 BLUE,6 BLUE - 6 RED,-6.0,14.0,-12.0
643,6 RED - 6 BLUE,6 RED - 6 BLUE,-6.0,-2.0,-6.0
644,6 RED - 7 BLUE,6 RED - 7 BLUE,-8.0,6.0,8.0
645,6 RED - 7 BLUE,7 BLUE - 6 RED,-14.0,14.0,10.0
646,6 RED - 7 RED,6 RED - 7 RED,-16.0,6.0,20.0
647,6 RED - 7 RED,7 RED - 6 RED,-16.0,6.0,20.0
648,6 RED - 8 BLUE,6 RED - 8 BLUE,-16.0,-10.0,6.0
649,6 RED - 8 BLUE,8 BLUE - 6 RED,-14.0,6.0,8.0
650,6 RED - 9 BLUE,6 RED - 9 BLUE,-18.0,-2.0,20.0
651,6 RED - 9 BLUE,9 BLUE - 6 RED,-16.0,6.0,20.0
652,6 RED - 9 RED,6 RED - 9 RED,-18.0,-2.0,30.0
