,tested_combination,combination_played_order,score_prediction_0,score_prediction_1,score_prediction_2
96,10 RED - 4 BLUE,10 RED - 4 BLUE,-18.0,-2.0,20.0
97,10 RED - 4 BLUE,4 BLUE - 10 RED,-16.0,6.0,0.0
98,10 RED - 5 BLUE,10 RED - 5 BLUE,-12.0,-10.0,-2.0
99,10 RED - 5 BLUE,5 BLUE - 10 RED,-12.0,22.0,-10.0
100,10 RED - 6 BLUE,10 RED - 6 BLUE,-18.0,-2.0,30.0
101,10 RED - 6 BLUE,6 BLUE - 10 RED,-18.0,-2.0,30.0
102,10 RED - 7 BLUE,10 RED - 7 BLUE,-16.0,-2.0,8.0
103,10 RED - 7 BLUE,7 BLUE - 10 RED,-8.0,6.0,-2.0
104,10 RED - 8 BLUE,10 RED - 8 BLUE,-18.0,-10.0,18.0
105,10 RED - 8 BLUE,8 BLUE - 10 RED,-16.0,6.0,20.0
106,10 RED - 9 BLUE,10 RED - 9 BLUE,-18.0,-10.0,8.0
107,10 RED - 9 BLUE,9 BLUE - 10 RED,-14.0,14.0,0.0
108,11 BLUE - 1 GREEN,1 GREEN - 11 BLUE,-6.0,6.0,-4.0
109,11 BLUE - 1 GREEN,11 BLUE - 1 GREEN,-14.0,6.0,-2.0
110,11 BLUE - 10 GREEN,10 GREEN - 11 BLUE,-12.0,6.0,-4.0
111,11 BLUE - 10 GREEN,11 BLUE - 10 GREEN,-6.0,6.0,-4.0
112,11 BLUE - 11 GREEN,11 BLUE - 11 GREEN,-16.0,-2.0,8.0
113,11 BLUE - 11 GREEN,11 GREEN - 11 BLUE,-8.0,-2.0,6.0
114,11 BLUE - 2 GREEN,11 BLUE - 2 GREEN,-16.0,-2.0,-12.0
115,11 BLUE - 2 GREEN,2 GREEN - 11 BLUE,14.0,-2.0,-18.0
116,11 BLUE - 3 GREEN,11 BLUE - 3 GREEN,-2.0,-2.0,-4.0
117,11 BLUE - 3 GREEN,3 GREEN - 11 BLUE,6.0,-2.0,-6.0
118,11 BLUE - 4 BLUE,11 BLUE - 4 BLUE,-14.0,-10.0,4.0
119,11 BLUE - 4 BLUE,4 BLUE - 11 BLUE,2.0,-10.0,-20.0
120,11 BLUE - 4 GREEN,11 BLUE - 4 GREEN,-8.0,-2.0,-16.0
121,11 BLUE - 4 GREEN,4 GREEN - 11 BLUE,-8.0,-10.0,-18.0
122,11 BLUE - 5 GREEN,11 BLUE - 5 GREEN,-16.0,6.0,10.0
123,11 BLUE - 5 GREEN,5 GREEN - 11 BLUE,-8.0,6.0,8.0
124,11 BLUE - 6 GREEN,11 BLUE - 6 GREEN,-10.0,-10.0,6.0
125,11 BLUE - 6 GREEN,6 GREEN - 11 BLUE,-2.0,-2.0,6.0
126,11 BLUE - 7 GREEN,11 BLUE - 7 GREEN,-10.0,6.0,-16.0
127,11 BLUE - 7 GREEN,7 GREEN - 11 BLUE,2.0,6.0,-16.0
128,11 BLUE - 8 GREEN,11 BLUE - 8 GREEN,-8.0,6.0,-2.0
129,11 BLUE - 8 GREEN,8 GREEN - 11 BLUE,0.0,6.0,-4.0
130,11 BLUE - 9 BLUE,11 BLUE - 9 BLUE,-8.0,-2.0,6.0
131,11 BLUE - 9 BLUE,9 BLUE - 11 BLUE,0.0,-2.0,-6.0
132,11 BLUE - 9 GREEN,11 BLUE - 9 GREEN,-8.0,-2.0,6.0
133,11 BLUE - 9 GREEN,9 GREEN - 11 BLUE,-14.0,-2.0,6.0
134,11 RED - 1 BLUE,1 BLUE - 11 RED,-10.0,30.0,-10.0
135,11 RED - 1 BLUE,11 RED - 1 BLUE,-16.0,-2.0,-12.0
136,11 RED - 1 RED,1 RED - 11 RED,-14.0,14.0,10.0
137,11 RED - 1 RED,11 RED - 1 RED,-20.0,-10.0,40.0
138,11 RED - 10 BLUE,10 BLUE - 11 RED,-10.0,-10.0,6.0
139,11 RED - 10 BLUE,11 RED - 10 BLUE,-16.0,-10.0,6.0
140,11 RED - 10 RED,10 RED - 11 RED,-18.0,-2.0,30.0
141,11 RED - 10 RED,11 RED - 10 RED,-18.0,-2.0,30.0
142,11 RED - 11 BLUE,11 BLUE - 11 RED,-12.0,-10.0,28.0
143,11 RED - 11 BLUE,11 RED - 11 BLUE,-12.0,-10.0,28.0
144,11 RED - 12 BLUE,11 RED - 12 BLUE,-16.0,-2.0,18.0
145,11 RED - 12 BLUE,12 BLUE - 11 RED,-16.0,-2.0,18.0
146,11 RED - 13 BLUE,11 RED - 13 BLUE,-18.0,-2.0,30.0
147,11 RED - 13 BLUE,13 BLUE - 11 RED,-18.0,-2.0,20.0
148,11 RED - 2 BLUE,11 RED - 2 BLUE,-14.0,-2.0,-4.0
149,11 RED - 2 BLUE,2 BLUE - 11 RED,-12.0,14.0,-2.0
150,11 RED - 3 BLUE,11 RED - 3 BLUE,-10.0,-10.0,-4.0
151,11 RED - 3 BLUE,3 BLUE - 11 RED,-12.0,14.0,-12.0
152,11 RED - 4 BLUE,11 RED - 4 BLUE,-2.0,-2.0,-4.0
153,11 RED - 4 BLUE,4 BLUE - 11 RED,-6.0,14.0,-2.0
154,11 RED - 5 BLUE,11 RED - 5 BLUE,-10.0,-2.0,8.0
155,11 RED - 5 BLUE,5 BLUE - 11 RED,-14.0,6.0,-2.0
156,11 RED - 6 BLUE,11 RED - 6 BLUE,-20.0,-10.0,0.0
157,11 RED - 6 BLUE,6 BLUE - 11 RED,-14.0,14.0,-10.0
158,11 RED - 7 BLUE,11 RED - 7 BLUE,-16.0,-2.0,-2.0
159,11 RED - 7 BLUE,7 BLUE - 11 RED,-12.0,14.0,-12.0
160,11 RED - 8 BLUE,11 RED - 8 BLUE,-10.0,-2.0,-12.0
161,11 RED - 8 BLUE,8 BLUE - 11 RED,-14.0,14.0,-10.0
162,11 RED - 9 BLUE,11 RED - 9 BLUE,-20.0,-10.0,20.0
163,11 RED - 9 BLUE,9 BLUE - 11 RED,-16.0,6.0,20.0
164,12 BLUE - 1 GREEN,1 GREEN - 12 BLUE,6.0,-10.0,-8.0
165,12 BLUE - 1 GREEN,12 BLUE - 1 GREEN,-12.0,-2.0,-6.0
166,12 BLUE - 10 BLUE,10 BLUE - 12 BLUE,-4.0,-10.0,16.0
167,12 BLUE - 10 BLUE,12 BLUE - 10 BLUE,-10.0,-10.0,16.0
168,12 BLUE - 10 GREEN,10 GREEN - 12 BLUE,-14.0,6.0,8.0
169,12 BLUE - 10 GREEN,12 BLUE - 10 GREEN,-14.0,6.0,8.0
170,12 BLUE - 11 BLUE,11 BLUE - 12 BLUE,-8.0,-10.0,4.0
171,12 BLUE - 11 BLUE,12 BLUE - 11 BLUE,-8.0,-10.0,4.0
172,12 BLUE - 11 GREEN,11 GREEN - 12 BLUE,-14.0,6.0,8.0
173,12 BLUE - 11 GREEN,12 BLUE - 11 GREEN,-8.0,6.0,8.0
174,12 BLUE - 12 GREEN,12 BLUE - 12 GREEN,-14.0,-2.0,6.0
175,12 BLUE - 12 GREEN,12 GREEN - 12 BLUE,-14.0,6.0,8.0
176,12 BLUE - 13 BLUE,12 BLUE - 13 BLUE,-16.0,-10.0,16.0
177,12 BLUE - 13 BLUE,13 BLUE - 12 BLUE,-16.0,-10.0,16.0
178,12 BLUE - 2 BLUE,12 BLUE - 2 BLUE,-12.0,-10.0,28.0
179,12 BLUE - 2 BLUE,2 BLUE - 12 BLUE,-4.0,-10.0,16.0
180,12 BLUE - 2 GREEN,12 BLUE - 2 GREEN,-10.0,14.0,-14.0
181,12 BLUE - 2 GREEN,2 GREEN - 12 BLUE,2.0,6.0,-16.0
182,12 BLUE - 3 BLUE,12 BLUE - 3 BLUE,-18.0,-10.0,28.0
183,12 BLUE - 3 BLUE,3 BLUE - 12 BLUE,-2.0,-10.0,4.0
184,12 BLUE - 3 GREEN,12 BLUE - 3 GREEN,-14.0,6.0,8.0
185,12 BLUE - 3 GREEN,3 GREEN - 12 BLUE,-8.0,6.0,8.0
186,12 BLUE - 4 BLUE,12 BLUE - 4 BLUE,-16.0,-10.0,16.0
187,12 BLUE - 4 BLUE,4 BLUE - 12 BLUE,-2.0,-10.0,4.0
188,12 BLUE - 4 GREEN,12 BLUE - 4 GREEN,-16.0,-2.0,-2.0
189,12 BLUE - 4 GREEN,4 GREEN - 12 BLUE,-6.0,-2.0,-6.0
190,12 BLUE - 5 GREEN,12 BLUE - 5 GREEN,-12.0,22.0,0.0
191,12 BLUE - 5 GREEN,5 GREEN - 12 BLUE,-6.0,14.0,-2.0
192,12 BLUE - 6 BLUE,12 BLUE - 6 BLUE,-8.0,-10.0,4.0
193,12 BLUE - 6 BLUE,6 BLUE - 12 BLUE,0.0,-10.0,-8.0
194,12 BLUE - 6 GREEN,12 BLUE - 6 GREEN,-10.0,-2.0,8.0
195,12 BLUE - 6 GREEN,6 GREEN - 12 BLUE,-10.0,-10.0,4.0
196,12 BLUE - 7 GREEN,12 BLUE - 7 GREEN,-12.0,14.0,-12.0
197,12 BLUE - 7 GREEN,7 GREEN - 12 BLUE,-12.0,14.0,-14.0
198,12 BLUE - 8 BLUE,12 BLUE - 8 BLUE,-16.0,-10.0,16.0
199,12 BLUE - 8 BLUE,8 BLUE - 12 BLUE,0.0,-10.0,-8.0
200,12 BLUE - 8 GREEN,12 BLUE - 8 GREEN,-14.0,6.0,-2.0
201,12 BLUE - 8 GREEN,8 GREEN - 12 BLUE,-8.0,-10.0,-8.0
202,12 BLUE - 9 BLUE,12 BLUE - 9 BLUE,-2.0,-2.0,6.0
203,12 BLUE - 9 BLUE,9 BLUE - 12 BLUE,-2.0,-2.0,6.0
204,12 BLUE - 9 GREEN,12 BLUE - 9 GREEN,-14.0,6.0,-4.0
205,12 BLUE - 9 GREEN,9 GREEN - 12 BLUE,-8.0,6.0,-2.0
206,12 RED - 1 BLUE,1 BLUE - 12 RED,-12.0,14.0,-2.0
207,12 RED - 1 BLUE,12 RED - 1 BLUE,-16.0,-2.0,-2.0
208,12 RED - 1 RED,1 RED - 12 RED,-14.0,14.0,10.0
209,12 RED - 1 RED,12 RED - 1 RED,-16.0,6.0,20.0
210,12 RED - 10 BLUE,10 BLUE - 12 RED,-18.0,-2.0,10.0
211,12 RED - 10 BLUE,12 RED - 10 BLUE,-20.0,-10.0,30.0
212,12 RED - 10 RED,10 RED - 12 RED,-20.0,-10.0,40.0
213,12 RED - 10 RED,12 RED - 10 RED,-20.0,-10.0,40.0
214,12 RED - 11 BLUE,11 BLUE - 12 RED,-20.0,-10.0,40.0
215,12 RED - 11 BLUE,12 RED - 11 BLUE,-20.0,-10.0,40.0
216,12 RED - 11 RED,11 RED - 12 RED,-18.0,-2.0,30.0
217,12 RED - 11 RED,12 RED - 11 RED,-18.0,-2.0,30.0
218,12 RED - 12 BLUE,12 BLUE - 12 RED,-14.0,6.0,8.0
219,12 RED - 12 BLUE,12 RED - 12 BLUE,-16.0,6.0,10.0
220,12 RED - 13 BLUE,12 RED - 13 BLUE,-16.0,6.0,20.0
221,12 RED - 13 BLUE,13 BLUE - 12 RED,-16.0,-2.0,8.0
222,12 RED - 13 RED,12 RED - 13 RED,-20.0,-10.0,40.0
223,12 RED - 13 RED,13 RED - 12 RED,-20.0,-10.0,40.0
224,12 RED - 2 BLUE,12 RED - 2 BLUE,-12.0,-10.0,8.0
225,12 RED - 2 BLUE,2 BLUE - 12 RED,-8.0,6.0,-2.0
226,12 RED - 2 RED,12 RED - 2 RED,-18.0,-2.0,30.0
227,12 RED - 2 RED,2 RED - 12 RED,-10.0,30.0,-10.0
228,12 RED - 3 BLUE,12 RED - 3 BLUE,-20.0,-10.0,10.0
229,12 RED - 3 BLUE,3 BLUE - 12 RED,-14.0,14.0,0.0
230,12 RED - 3 RED,12 RED - 3 RED,-16.0,6.0,20.0
231,12 RED - 3 RED,3 RED - 12 RED,-10.0,-2.0,18.0
232,12 RED - 4 BLUE,12 RED - 4 BLUE,-20.0,-10.0,10.0
233,12 RED - 4 BLUE,4 BLUE - 12 RED,-14.0,14.0,10.0
234,12 RED - 4 RED,12 RED - 4 RED,-20.0,-10.0,40.0
235,12 RED - 4 RED,4 RED - 12 RED,-18.0,-2.0,30.0
236,12 RED - 5 BLUE,12 RED - 5 BLUE,-18.0,-2.0,20.0
237,12 RED - 5 BLUE,5 BLUE - 12 RED,-16.0,6.0,0.0
238,12 RED - 5 RED,12 RED - 5 RED,-18.0,-2.0,30.0
239,12 RED - 5 RED,5 RED - 12 RED,-16.0,6.0,20.0
240,12 RED - 6 BLUE,12 RED - 6 BLUE,-10.0,-10.0,-4.0
241,12 RED - 6 BLUE,6 BLUE - 12 RED,-6.0,6.0,-4.0
242,12 RED - 6 RED,12 RED - 6 RED,-18.0,-2.0,30.0
243,12 RED - 6 RED,6 RED - 12 RED,-14.0,14.0,10.0
244,12 RED - 7 BLUE,12 RED - 7 BLUE,-20.0,-10.0,10.0
245,12 RED - 7 BLUE,7 BLUE - 12 RED,-18.0,-2.0,10.0
246,12 RED - 7 RED,12 RED - 7 RED,-18.0,-2.0,30.0
247,12 RED - 7 RED,7 RED - 12 RED,-18.0,-2.0,30.0
248,12 RED - 8 BLUE,12 RED - 8 BLUE,-18.0,-2.0,20.0
249,12 RED - 8 BLUE,8 BLUE - 12 RED,-16.0,6.0,10.0
250,12 RED - 8 RED,12 RED - 8 RED,-16.0,6.0,20.0
251,12 RED - 8 RED,8 RED - 12 RED,-16.0,6.0,20.0
252,12 RED - 9 BLUE,12 RED - 9 BLUE,-20.0,-10.0,40.0
253,12 RED - 9 BLUE,9 BLUE - 12 RED,-20.0,-10.0,30.0
254,12 RED - 9 RED,12 RED - 9 RED,-20.0,-10.0,40.0
255,12 RED - 9 RED,9 RED - 12 RED,-20.0,-10.0,40.0
256,12 RED - Jester,12 RED - Jester,-10.0,22.0,-12.0
257,12 RED - Jester,Jester - 12 RED,-10.0,22.0,-12.0
258,12 RED - Magician,12 RED - Magician,-16.0,6.0,20.0
259,12 RED - Magician,Magician - 12 RED,-20.0,-10.0,20.0
260,13 BLUE - 1 GREEN,1 GREEN - 13 BLUE,-4.0,-2.0,-18.0
261,13 BLUE - 1 GREEN,13 BLUE - 1 GREEN,-10.0,22.0,-12.0
262,13 BLUE - 10 BLUE,10 BLUE - 13 BLUE,-2.0,-10.0,4.0
263,13 BLUE - 10 BLUE,13 BLUE - 10 BLUE,-16.0,-2.0,18.0
264,13 BLUE - 10 GREEN,10 GREEN - 13 BLUE,-8.0,6.0,-4.0
265,13 BLUE - 10 GREEN,13 BLUE - 10 GREEN,-14.0,6.0,-2.0
266,13 BLUE - 11 BLUE,11 BLUE - 13 BLUE,-10.0,-2.0,8.0
267,13 BLUE - 11 BLUE,13 BLUE - 11 BLUE,-18.0,-2.0,20.0
268,13 BLUE - 11 GREEN,11 GREEN - 13 BLUE,-18.0,-10.0,28.0
269,13 BLUE - 11 GREEN,13 BLUE - 11 GREEN,-18.0,-10.0,28.0
270,13 BLUE - 12 GREEN,12 GREEN - 13 BLUE,-16.0,-10.0,16.0
271,13 BLUE - 12 GREEN,13 BLUE - 12 GREEN,-16.0,-10.0,16.0
272,13 BLUE - 13 GREEN,13 BLUE - 13 GREEN,-16.0,6.0,20.0
273,13 BLUE - 13 GREEN,13 GREEN - 13 BLUE,-16.0,6.0,20.0
274,13 BLUE - 2 BLUE,13 BLUE - 2 BLUE,-6.0,6.0,-4.0
275,13 BLUE - 2 BLUE,2 BLUE - 13 BLUE,2.0,-2.0,-18.0
276,13 BLUE - 2 GREEN,13 BLUE - 2 GREEN,-14.0,14.0,10.0
277,13 BLUE - 2 GREEN,2 GREEN - 13 BLUE,-14.0,6.0,8.0
278,13 BLUE - 3 BLUE,13 BLUE - 3 BLUE,-18.0,-2.0,30.0
279,13 BLUE - 3 BLUE,3 BLUE - 13 BLUE,-2.0,-2.0,6.0
280,13 BLUE - 3 GREEN,13 BLUE - 3 GREEN,0.0,-2.0,-16.0
281,13 BLUE - 3 GREEN,3 GREEN - 13 BLUE,14.0,-2.0,-18.0
282,13 BLUE - 4 BLUE,13 BLUE - 4 BLUE,-18.0,-10.0,18.0
283,13 BLUE - 4 BLUE,4 BLUE - 13 BLUE,-8.0,-10.0,4.0
284,13 BLUE - 4 GREEN,13 BLUE - 4 GREEN,-10.0,-2.0,-2.0
285,13 BLUE - 4 GREEN,4 GREEN - 13 BLUE,-2.0,-2.0,-6.0
286,13 BLUE - 5 GREEN,13 BLUE - 5 GREEN,-12.0,-2.0,-16.0
287,13 BLUE - 5 GREEN,5 GREEN - 13 BLUE,14.0,-2.0,-18.0
288,13 BLUE - 6 GREEN,13 BLUE - 6 GREEN,-16.0,-2.0,8.0
289,13 BLUE - 6 GREEN,6 GREEN - 13 BLUE,-16.0,-10.0,4.0
290,13 BLUE - 7 GREEN,13 BLUE - 7 GREEN,-14.0,6.0,8.0
291,13 BLUE - 7 GREEN,7 GREEN - 13 BLUE,-2.0,-2.0,6.0
292,13 BLUE - 8 BLUE,13 BLUE - 8 BLUE,-18.0,-10.0,28.0
293,13 BLUE - 8 BLUE,8 BLUE - 13 BLUE,-2.0,-10.0,4.0
294,13 BLUE - 8 GREEN,13 BLUE - 8 GREEN,-12.0,-2.0,-6.0
295,13 BLUE - 8 GREEN,8 GREEN - 13 BLUE,-12.0,-10.0,-8.0
296,13 BLUE - 9 BLUE,13 BLUE - 9 BLUE,-14.0,-10.0,4.0
297,13 BLUE - 9 BLUE,9 BLUE - 13 BLUE,-14.0,-10.0,4.0
298,13 BLUE - 9 GREEN,13 BLUE - 9 GREEN,-16.0,-2.0,8.0
299,13 BLUE - 9 GREEN,9 GREEN - 13 BLUE,-2.0,-2.0,6.0
300,13 RED - 1 BLUE,1 BLUE - 13 RED,-14.0,14.0,0.0
301,13 RED - 1 BLUE,13 RED - 1 BLUE,-14.0,6.0,8.0
302,13 RED - 1 RED,1 RED - 13 RED,-6.0,6.0,-4.0
303,13 RED - 1 RED,13 RED - 1 RED,-16.0,6.0,20.0
304,13 RED - 10 BLUE,10 BLUE - 13 RED,-8.0,-2.0,6.0
305,13 RED - 10 BLUE,13 RED - 10 BLUE,-14.0,-10.0,4.0
306,13 RED - 10 RED,10 RED - 13 RED,-20.0,-10.0,40.0
307,13 RED - 10 RED,13 RED - 10 RED,-20.0,-10.0,40.0
308,13 RED - 11 BLUE,11 BLUE - 13 RED,-16.0,6.0,10.0
309,13 RED - 11 BLUE,13 RED - 11 BLUE,-18.0,-10.0,18.0
310,13 RED - 11 RED,11 RED - 13 RED,-20.0,-10.0,40.0
311,13 RED - 11 RED,13 RED - 11 RED,-20.0,-10.0,40.0
312,13 RED - 12 BLUE,12 BLUE - 13 RED,-20.0,-10.0,40.0
313,13 RED - 12 BLUE,13 RED - 12 BLUE,-20.0,-10.0,40.0
314,13 RED - 13 BLUE,13 BLUE - 13 RED,-16.0,6.0,0.0
315,13 RED - 13 BLUE,13 RED - 13 BLUE,-16.0,-10.0,16.0
316,13 RED - 2 BLUE,13 RED - 2 BLUE,-12.0,6.0,-14.0
317,13 RED - 2 BLUE,2 BLUE - 13 RED,-10.0,14.0,-14.0
318,13 RED - 2 RED,13 RED - 2 RED,-18.0,-2.0,30.0
319,13 RED - 2 RED,2 RED - 13 RED,-16.0,6.0,20.0
