,tested_combination,combination_played_order,score_prediction_0,score_prediction_1,score_prediction_2
156,11 RED - 10 RED,10 RED - 11 RED,-17.6,-0.8,27.9
157,11 RED - 10 RED,11 RED - 10 RED,-17.6,-0.8,27.9
193,11 RED - 9 RED,9 RED - 11 RED,-17.6,-2.1333333333333333,29.366666666666667
192,11 RED - 9 RED,11 RED - 9 RED,-17.8,-2.2666666666666666,29.933333333333334
738,8 RED - 11 RED,11 RED - 8 RED,-18.033333333333335,-2.933333333333333,30.566666666666666
739,8 RED - 11 RED,8 RED - 11 RED,-17.466666666666665,-1.8666666666666667,28.633333333333333
186,11 RED - 7 RED,11 RED - 7 RED,-18.333333333333332,-3.466666666666667,31.3
187,11 RED - 7 RED,7 RED - 11 RED,-17.8,-1.8666666666666667,29.1
183,11 RED - 6 RED,6 RED - 11 RED,-16.6,1.4666666666666666,23.933333333333334
182,11 RED - 6 RED,11 RED - 6 RED,-17.666666666666668,-1.4666666666666666,28.4
179,11 RED - 5 RED,5 RED - 11 RED,-16.9,0.8,24.366666666666667
178,11 RED - 5 RED,11 RED - 5 RED,-17.933333333333334,-2.8,29.666666666666668
174,11 RED - 4 RED,11 RED - 4 RED,-17.933333333333334,-2.533333333333333,29.566666666666666
175,11 RED - 4 RED,4 RED - 11 RED,-16.566666666666666,1.3333333333333333,23.7
170,11 RED - 3 RED,11 RED - 3 RED,-17.566666666666666,-1.2,27.533333333333335
171,11 RED - 3 RED,3 RED - 11 RED,-15.633333333333333,3.2,20.033333333333335
383,2 RED - 11 RED,2 RED - 11 RED,-15.6,3.3333333333333335,20.533333333333335
382,2 RED - 11 RED,11 RED - 2 RED,-17.7,-1.8666666666666667,28.666666666666668
25,1 RED - 11 RED,11 RED - 1 RED,-17.7,-1.4666666666666666,28.333333333333332
24,1 RED - 11 RED,1 RED - 11 RED,-15.8,4.0,19.5
163,11 RED - 13 BLUE,13 BLUE - 11 RED,-17.266666666666666,-1.6,19.8
162,11 RED - 13 BLUE,11 RED - 13 BLUE,-16.366666666666667,-5.866666666666666,25.233333333333334
160,11 RED - 12 BLUE,11 RED - 12 BLUE,-16.033333333333335,-5.333333333333333,21.566666666666666
161,11 RED - 12 BLUE,12 BLUE - 11 RED,-16.266666666666666,-0.4,14.166666666666666
158,11 RED - 11 BLUE,11 BLUE - 11 RED,-15.866666666666667,2.1333333333333333,12.433333333333334
159,11 RED - 11 BLUE,11 RED - 11 BLUE,-15.233333333333333,-6.4,17.6
155,11 RED - 10 BLUE,11 RED - 10 BLUE,-17.166666666666668,-6.266666666666667,17.633333333333333
154,11 RED - 10 BLUE,10 BLUE - 11 RED,-15.7,2.1333333333333333,12.166666666666666
190,11 RED - 9 BLUE,11 RED - 9 BLUE,-15.133333333333333,-5.333333333333333,13.5
191,11 RED - 9 BLUE,9 BLUE - 11 RED,-14.633333333333333,2.8,7.333333333333333
188,11 RED - 8 BLUE,11 RED - 8 BLUE,-16.233333333333334,-7.6,14.3
189,11 RED - 8 BLUE,8 BLUE - 11 RED,-14.633333333333333,3.7333333333333334,8.966666666666667
184,11 RED - 7 BLUE,11 RED - 7 BLUE,-15.233333333333333,-4.666666666666667,8.333333333333334
185,11 RED - 7 BLUE,7 BLUE - 11 RED,-12.933333333333334,7.066666666666666,4.1
180,11 RED - 6 BLUE,11 RED - 6 BLUE,-15.666666666666666,-4.133333333333334,6.666666666666667
181,11 RED - 6 BLUE,6 BLUE - 11 RED,-12.266666666666667,9.2,2.6
176,11 RED - 5 BLUE,11 RED - 5 BLUE,-15.166666666666666,-4.266666666666667,5.166666666666667
177,11 RED - 5 BLUE,5 BLUE - 11 RED,-11.966666666666667,9.2,0.16666666666666666
172,11 RED - 4 BLUE,11 RED - 4 BLUE,-15.5,-2.533333333333333,4.066666666666666
173,11 RED - 4 BLUE,4 BLUE - 11 RED,-11.9,11.733333333333333,-0.9333333333333333
169,11 RED - 3 BLUE,3 BLUE - 11 RED,-10.6,11.6,-2.2
168,11 RED - 3 BLUE,11 RED - 3 BLUE,-15.1,-3.6,0.9
167,11 RED - 2 BLUE,2 BLUE - 11 RED,-10.566666666666666,13.6,-3.966666666666667
166,11 RED - 2 BLUE,11 RED - 2 BLUE,-15.133333333333333,-2.1333333333333333,0.16666666666666666
153,11 RED - 1 BLUE,11 RED - 1 BLUE,-14.333333333333334,-3.6,-2.5
152,11 RED - 1 BLUE,1 BLUE - 11 RED,-10.133333333333333,15.333333333333334,-5.066666666666666
863,Jester - 11 RED,Jester - 11 RED,-9.6,20.933333333333334,-12.266666666666667
862,Jester - 11 RED,11 RED - Jester,-7.7,21.6,-12.1
119,10 RED - 9 RED,9 RED - 10 RED,-16.966666666666665,-0.5333333333333333,27.166666666666668
118,10 RED - 9 RED,10 RED - 9 RED,-16.966666666666665,-0.5333333333333333,27.166666666666668
735,8 RED - 10 RED,8 RED - 10 RED,-17.266666666666666,-0.4,26.6
734,8 RED - 10 RED,10 RED - 8 RED,-17.433333333333334,-0.8,27.5
665,7 RED - 10 RED,7 RED - 10 RED,-16.933333333333334,-0.26666666666666666,25.833333333333332
664,7 RED - 10 RED,10 RED - 7 RED,-17.533333333333335,-1.6,27.9
111,10 RED - 6 RED,6 RED - 10 RED,-16.366666666666667,0.8,24.333333333333332
110,10 RED - 6 RED,10 RED - 6 RED,-17.0,-1.4666666666666666,27.566666666666666
548,5 RED - 10 RED,10 RED - 5 RED,-17.3,-0.4,26.8
549,5 RED - 10 RED,5 RED - 10 RED,-16.4,2.8,22.2
105,10 RED - 4 RED,4 RED - 10 RED,-16.2,1.6,22.766666666666666
104,10 RED - 4 RED,10 RED - 4 RED,-17.366666666666667,-1.8666666666666667,27.7
434,3 RED - 10 RED,10 RED - 3 RED,-16.933333333333334,0.5333333333333333,25.1
435,3 RED - 10 RED,3 RED - 10 RED,-15.533333333333333,4.133333333333334,20.0
379,2 RED - 10 RED,2 RED - 10 RED,-16.4,2.533333333333333,22.733333333333334
378,2 RED - 10 RED,10 RED - 2 RED,-17.433333333333334,-1.4666666666666666,28.533333333333335
21,1 RED - 10 RED,10 RED - 1 RED,-17.333333333333332,0.0,26.5
20,1 RED - 10 RED,1 RED - 10 RED,-15.5,4.266666666666667,19.566666666666666
94,10 RED - 13 BLUE,10 RED - 13 BLUE,-15.466666666666667,-5.466666666666667,25.933333333333334
95,10 RED - 13 BLUE,13 BLUE - 10 RED,-17.266666666666666,-2.4,18.866666666666667
93,10 RED - 12 BLUE,12 BLUE - 10 RED,-16.933333333333334,-2.1333333333333333,19.366666666666667
92,10 RED - 12 BLUE,10 RED - 12 BLUE,-16.666666666666668,-6.133333333333334,23.566666666666666
91,10 RED - 11 BLUE,11 BLUE - 10 RED,-15.233333333333333,-0.4,13.2
90,10 RED - 11 BLUE,10 RED - 11 BLUE,-15.166666666666666,-7.466666666666667,19.166666666666668
89,10 RED - 10 BLUE,10 RED - 10 BLUE,-15.233333333333333,-7.2,14.266666666666667
88,10 RED - 10 BLUE,10 BLUE - 10 RED,-14.733333333333333,2.8,9.766666666666667
116,10 RED - 9 BLUE,10 RED - 9 BLUE,-15.233333333333333,-6.666666666666667,12.7
117,10 RED - 9 BLUE,9 BLUE - 10 RED,-13.8,4.133333333333334,8.233333333333333
114,10 RED - 8 BLUE,10 RED - 8 BLUE,-14.533333333333333,-6.266666666666667,8.133333333333333
115,10 RED - 8 BLUE,8 BLUE - 10 RED,-12.766666666666667,7.066666666666666,4.0
113,10 RED - 7 BLUE,7 BLUE - 10 RED,-12.6,8.933333333333334,3.1666666666666665
112,10 RED - 7 BLUE,10 RED - 7 BLUE,-14.9,-4.666666666666667,5.7
109,10 RED - 6 BLUE,6 BLUE - 10 RED,-13.066666666666666,8.933333333333334,2.9
108,10 RED - 6 BLUE,10 RED - 6 BLUE,-15.9,-5.466666666666667,6.933333333333334
106,10 RED - 5 BLUE,10 RED - 5 BLUE,-14.133333333333333,-5.066666666666666,3.1333333333333333
107,10 RED - 5 BLUE,5 BLUE - 10 RED,-11.433333333333334,8.133333333333333,0.16666666666666666
103,10 RED - 4 BLUE,4 BLUE - 10 RED,-11.933333333333334,9.2,0.9333333333333333
102,10 RED - 4 BLUE,10 RED - 4 BLUE,-14.733333333333333,-5.066666666666666,3.533333333333333
100,10 RED - 3 BLUE,10 RED - 3 BLUE,-14.166666666666666,-4.4,0.0
101,10 RED - 3 BLUE,3 BLUE - 10 RED,-10.066666666666666,11.066666666666666,-3.6333333333333333
99,10 RED - 2 BLUE,2 BLUE - 10 RED,-10.433333333333334,13.066666666666666,-2.933333333333333
98,10 RED - 2 BLUE,10 RED - 2 BLUE,-14.4,-5.066666666666666,0.8333333333333334
86,10 RED - 1 BLUE,1 BLUE - 10 RED,-9.5,16.266666666666666,-6.566666666666666
87,10 RED - 1 BLUE,10 RED - 1 BLUE,-13.666666666666666,-1.4666666666666666,-3.8
858,Jester - 10 RED,10 RED - Jester,-7.8,21.2,-12.2
859,Jester - 10 RED,Jester - 10 RED,-9.8,20.533333333333335,-12.366666666666667
774,8 RED - 9 RED,8 RED - 9 RED,-17.4,-0.9333333333333333,26.666666666666668
775,8 RED - 9 RED,9 RED - 8 RED,-17.4,-0.9333333333333333,26.666666666666668
694,7 RED - 9 RED,7 RED - 9 RED,-16.666666666666668,-0.5333333333333333,25.966666666666665
695,7 RED - 9 RED,9 RED - 7 RED,-16.966666666666665,-1.7333333333333334,27.466666666666665
845,9 RED - 6 RED,9 RED - 6 RED,-16.733333333333334,0.5333333333333333,25.1
844,9 RED - 6 RED,6 RED - 9 RED,-16.133333333333333,1.8666666666666667,23.2
581,5 RED - 9 RED,9 RED - 5 RED,-17.3,-0.8,27.133333333333333
580,5 RED - 9 RED,5 RED - 9 RED,-16.666666666666668,1.0666666666666667,24.4
838,9 RED - 4 RED,4 RED - 9 RED,-16.266666666666666,2.6666666666666665,22.4
839,9 RED - 4 RED,9 RED - 4 RED,-17.166666666666668,-0.26666666666666666,26.466666666666665
468,3 RED - 9 RED,3 RED - 9 RED,-15.766666666666667,1.8666666666666667,22.366666666666667
469,3 RED - 9 RED,9 RED - 3 RED,-16.633333333333333,-0.5333333333333333,25.766666666666666
416,2 RED - 9 RED,2 RED - 9 RED,-15.8,3.7333333333333334,20.633333333333333
417,2 RED - 9 RED,9 RED - 2 RED,-16.8,0.0,25.7
58,1 RED - 9 RED,1 RED - 9 RED,-15.666666666666666,4.133333333333334,19.933333333333334
59,1 RED - 9 RED,9 RED - 1 RED,-17.033333333333335,-0.9333333333333333,26.866666666666667
829,9 RED - 13 BLUE,9 RED - 13 BLUE,-14.533333333333333,-6.266666666666667,23.133333333333333
828,9 RED - 13 BLUE,13 BLUE - 9 RED,-16.733333333333334,-1.3333333333333333,19.033333333333335
826,9 RED - 12 BLUE,12 BLUE - 9 RED,-16.0,1.4666666666666666,13.766666666666667
827,9 RED - 12 BLUE,9 RED - 12 BLUE,-15.366666666666667,-5.466666666666667,19.2
824,9 RED - 11 BLUE,11 BLUE - 9 RED,-15.433333333333334,1.2,12.466666666666667
825,9 RED - 11 BLUE,9 RED - 11 BLUE,-15.633333333333333,-7.466666666666667,17.166666666666668
823,9 RED - 10 BLUE,9 RED - 10 BLUE,-14.7,-6.133333333333334,14.8
822,9 RED - 10 BLUE,10 BLUE - 9 RED,-13.933333333333334,2.533333333333333,10.7
850,9 RED - 9 BLUE,9 BLUE - 9 RED,-14.533333333333333,2.533333333333333,8.333333333333334
851,9 RED - 9 BLUE,9 RED - 9 BLUE,-13.7,-6.8,11.933333333333334
848,9 RED - 8 BLUE,8 BLUE - 9 RED,-13.766666666666667,7.066666666666666,6.7
849,9 RED - 8 BLUE,9 RED - 8 BLUE,-15.066666666666666,-5.066666666666666,9.7
847,9 RED - 7 BLUE,9 RED - 7 BLUE,-14.566666666666666,-6.266666666666667,7.766666666666667
846,9 RED - 7 BLUE,7 BLUE - 9 RED,-12.966666666666667,6.8,4.466666666666667
843,9 RED - 6 BLUE,9 RED - 6 BLUE,-13.6,-6.133333333333334,2.8
842,9 RED - 6 BLUE,6 BLUE - 9 RED,-11.8,9.2,-0.8
841,9 RED - 5 BLUE,9 RED - 5 BLUE,-14.666666666666666,-5.466666666666667,3.966666666666667
840,9 RED - 5 BLUE,5 BLUE - 9 RED,-12.166666666666666,9.066666666666666,0.36666666666666664
837,9 RED - 4 BLUE,9 RED - 4 BLUE,-13.6,-5.733333333333333,0.7333333333333333
836,9 RED - 4 BLUE,4 BLUE - 9 RED,-11.2,9.866666666666667,-1.7666666666666666
834,9 RED - 3 BLUE,3 BLUE - 9 RED,-9.833333333333334,9.6,-4.666666666666667
835,9 RED - 3 BLUE,9 RED - 3 BLUE,-12.633333333333333,-4.4,-2.066666666666667
832,9 RED - 2 BLUE,2 BLUE - 9 RED,-9.766666666666667,13.066666666666666,-4.8
833,9 RED - 2 BLUE,9 RED - 2 BLUE,-13.133333333333333,-2.6666666666666665,-1.7666666666666666
820,9 RED - 1 BLUE,1 BLUE - 9 RED,-9.566666666666666,15.066666666666666,-5.966666666666667
821,9 RED - 1 BLUE,9 RED - 1 BLUE,-12.433333333333334,-2.4,-3.8333333333333335
