,tested_combination,combination_played_order,score_prediction_0,score_prediction_1,score_prediction_2
897,Jester - 9 RED,Jester - 9 RED,-9.4,19.066666666666666,-12.733333333333333
896,Jester - 9 RED,9 RED - Jester,-6.9,19.2,-12.7
769,8 RED - 7 RED,8 RED - 7 RED,-16.333333333333332,1.7333333333333334,23.933333333333334
768,8 RED - 7 RED,7 RED - 8 RED,-16.333333333333332,1.7333333333333334,23.933333333333334
765,8 RED - 6 RED,8 RED - 6 RED,-16.133333333333333,0.8,24.3
764,8 RED - 6 RED,6 RED - 8 RED,-15.833333333333334,1.3333333333333333,23.233333333333334
761,8 RED - 5 RED,8 RED - 5 RED,-16.433333333333334,0.26666666666666666,24.6
760,8 RED - 5 RED,5 RED - 8 RED,-16.0,1.8666666666666667,21.8
756,8 RED - 4 RED,4 RED - 8 RED,-16.366666666666667,2.6666666666666665,22.566666666666666
757,8 RED - 4 RED,8 RED - 4 RED,-17.1,-0.13333333333333333,26.266666666666666
753,8 RED - 3 RED,8 RED - 3 RED,-15.833333333333334,1.7333333333333334,22.733333333333334
752,8 RED - 3 RED,3 RED - 8 RED,-15.3,3.6,20.0
749,8 RED - 2 RED,8 RED - 2 RED,-16.4,-0.13333333333333333,24.9
748,8 RED - 2 RED,2 RED - 8 RED,-15.433333333333334,3.2,20.533333333333335
730,8 RED - 1 RED,1 RED - 8 RED,-15.1,5.333333333333333,16.833333333333332
731,8 RED - 1 RED,8 RED - 1 RED,-16.466666666666665,0.4,23.8
743,8 RED - 13 BLUE,8 RED - 13 BLUE,-15.4,-6.533333333333333,25.866666666666667
742,8 RED - 13 BLUE,13 BLUE - 8 RED,-17.2,-1.7333333333333334,22.566666666666666
741,8 RED - 12 BLUE,8 RED - 12 BLUE,-13.266666666666667,-7.066666666666666,19.1
740,8 RED - 12 BLUE,12 BLUE - 8 RED,-15.533333333333333,-0.13333333333333333,16.6
736,8 RED - 11 BLUE,11 BLUE - 8 RED,-15.066666666666666,1.3333333333333333,12.633333333333333
737,8 RED - 11 BLUE,8 RED - 11 BLUE,-12.533333333333333,-7.066666666666666,15.4
733,8 RED - 10 BLUE,8 RED - 10 BLUE,-13.3,-6.533333333333333,12.833333333333334
732,8 RED - 10 BLUE,10 BLUE - 8 RED,-13.666666666666666,3.466666666666667,9.4
772,8 RED - 9 BLUE,8 RED - 9 BLUE,-12.5,-6.266666666666667,9.666666666666666
773,8 RED - 9 BLUE,9 BLUE - 8 RED,-13.166666666666666,4.933333333333334,6.766666666666667
771,8 RED - 8 BLUE,8 RED - 8 BLUE,-11.733333333333333,-7.2,5.5
770,8 RED - 8 BLUE,8 BLUE - 8 RED,-11.7,5.866666666666666,4.0
767,8 RED - 7 BLUE,8 RED - 7 BLUE,-12.266666666666667,-5.866666666666666,6.166666666666667
766,8 RED - 7 BLUE,7 BLUE - 8 RED,-12.333333333333334,6.533333333333333,2.933333333333333
763,8 RED - 6 BLUE,8 RED - 6 BLUE,-12.666666666666666,-6.4,3.533333333333333
762,8 RED - 6 BLUE,6 BLUE - 8 RED,-11.066666666666666,9.066666666666666,0.8333333333333334
759,8 RED - 5 BLUE,8 RED - 5 BLUE,-13.0,-4.666666666666667,1.7
758,8 RED - 5 BLUE,5 BLUE - 8 RED,-11.266666666666667,10.4,-0.6333333333333333
755,8 RED - 4 BLUE,8 RED - 4 BLUE,-10.966666666666667,-5.6,-1.3666666666666667
754,8 RED - 4 BLUE,4 BLUE - 8 RED,-10.1,11.466666666666667,-2.1333333333333333
751,8 RED - 3 BLUE,8 RED - 3 BLUE,-12.2,-6.266666666666667,-0.5333333333333333
750,8 RED - 3 BLUE,3 BLUE - 8 RED,-9.766666666666667,11.466666666666667,-2.8
747,8 RED - 2 BLUE,8 RED - 2 BLUE,-11.2,-3.6,-2.1666666666666665
746,8 RED - 2 BLUE,2 BLUE - 8 RED,-9.866666666666667,10.933333333333334,-3.8333333333333335
728,8 RED - 1 BLUE,1 BLUE - 8 RED,-8.533333333333333,12.0,-6.266666666666667
729,8 RED - 1 BLUE,8 RED - 1 BLUE,-11.866666666666667,-3.8666666666666667,-4.433333333333334
777,8 RED - Jester,Jester - 8 RED,-8.9,17.733333333333334,-13.066666666666666
776,8 RED - Jester,8 RED - Jester,-5.8,18.266666666666666,-12.933333333333334
687,7 RED - 6 RED,7 RED - 6 RED,-16.5,0.9333333333333333,24.133333333333333
686,7 RED - 6 RED,6 RED - 7 RED,-16.5,0.9333333333333333,24.133333333333333
575,5 RED - 7 RED,7 RED - 5 RED,-16.9,0.4,25.8
574,5 RED - 7 RED,5 RED - 7 RED,-16.766666666666666,0.9333333333333333,25.133333333333333
681,7 RED - 4 RED,7 RED - 4 RED,-16.1,0.6666666666666666,24.066666666666666
680,7 RED - 4 RED,4 RED - 7 RED,-15.7,2.0,22.0
462,3 RED - 7 RED,3 RED - 7 RED,-15.466666666666667,3.2,20.733333333333334
463,3 RED - 7 RED,7 RED - 3 RED,-15.833333333333334,1.8666666666666667,22.6
410,2 RED - 7 RED,2 RED - 7 RED,-15.7,2.933333333333333,20.433333333333334
411,2 RED - 7 RED,7 RED - 2 RED,-16.133333333333333,1.4666666666666666,22.666666666666668
52,1 RED - 7 RED,1 RED - 7 RED,-14.866666666666667,4.133333333333334,17.533333333333335
53,1 RED - 7 RED,7 RED - 1 RED,-16.066666666666666,0.6666666666666666,23.266666666666666
670,7 RED - 13 BLUE,13 BLUE - 7 RED,-16.0,-2.2666666666666666,21.366666666666667
671,7 RED - 13 BLUE,7 RED - 13 BLUE,-14.3,-6.266666666666667,23.533333333333335
669,7 RED - 12 BLUE,7 RED - 12 BLUE,-12.466666666666667,-6.533333333333333,16.5
668,7 RED - 12 BLUE,12 BLUE - 7 RED,-14.733333333333333,1.0666666666666667,14.466666666666667
667,7 RED - 11 BLUE,7 RED - 11 BLUE,-14.033333333333333,-7.333333333333333,17.566666666666666
666,7 RED - 11 BLUE,11 BLUE - 7 RED,-15.2,0.8,15.666666666666666
663,7 RED - 10 BLUE,7 RED - 10 BLUE,-11.7,-6.666666666666667,10.3
662,7 RED - 10 BLUE,10 BLUE - 7 RED,-13.2,4.266666666666667,9.3
693,7 RED - 9 BLUE,9 BLUE - 7 RED,-13.833333333333334,2.533333333333333,9.133333333333333
692,7 RED - 9 BLUE,7 RED - 9 BLUE,-13.9,-6.8,11.266666666666667
690,7 RED - 8 BLUE,7 RED - 8 BLUE,-9.566666666666666,-7.866666666666666,3.4
691,7 RED - 8 BLUE,8 BLUE - 7 RED,-11.666666666666666,5.466666666666667,2.3666666666666667
688,7 RED - 7 BLUE,7 BLUE - 7 RED,-12.133333333333333,6.133333333333334,4.1
689,7 RED - 7 BLUE,7 RED - 7 BLUE,-12.366666666666667,-7.733333333333333,6.233333333333333
684,7 RED - 6 BLUE,6 BLUE - 7 RED,-10.1,8.666666666666666,-0.6333333333333333
685,7 RED - 6 BLUE,7 RED - 6 BLUE,-10.666666666666666,-6.666666666666667,0.7
682,7 RED - 5 BLUE,5 BLUE - 7 RED,-10.6,8.0,1.2666666666666666
683,7 RED - 5 BLUE,7 RED - 5 BLUE,-12.266666666666667,-6.666666666666667,3.4
678,7 RED - 4 BLUE,4 BLUE - 7 RED,-10.1,10.266666666666667,-0.9666666666666667
679,7 RED - 4 BLUE,7 RED - 4 BLUE,-12.366666666666667,-4.933333333333334,-0.36666666666666664
676,7 RED - 3 BLUE,3 BLUE - 7 RED,-9.566666666666666,12.4,-3.3666666666666667
677,7 RED - 3 BLUE,7 RED - 3 BLUE,-11.533333333333333,-4.0,-2.1333333333333333
674,7 RED - 2 BLUE,2 BLUE - 7 RED,-8.633333333333333,13.466666666666667,-4.433333333333334
675,7 RED - 2 BLUE,7 RED - 2 BLUE,-10.733333333333333,-5.6,-3.7333333333333334
660,7 RED - 1 BLUE,1 BLUE - 7 RED,-7.9,13.066666666666666,-6.133333333333334
661,7 RED - 1 BLUE,7 RED - 1 BLUE,-10.166666666666666,-3.8666666666666667,-5.1
891,Jester - 7 RED,Jester - 7 RED,-9.2,15.866666666666667,-13.533333333333333
890,Jester - 7 RED,7 RED - Jester,-4.5,16.0,-13.5
570,5 RED - 6 RED,5 RED - 6 RED,-16.6,2.4,23.3
571,5 RED - 6 RED,6 RED - 5 RED,-16.6,2.4,23.3
503,4 RED - 6 RED,6 RED - 4 RED,-15.766666666666667,2.0,21.8
502,4 RED - 6 RED,4 RED - 6 RED,-15.666666666666666,2.4,21.3
458,3 RED - 6 RED,3 RED - 6 RED,-14.866666666666667,5.066666666666666,17.766666666666666
459,3 RED - 6 RED,6 RED - 3 RED,-15.366666666666667,3.2,20.3
406,2 RED - 6 RED,2 RED - 6 RED,-15.666666666666666,2.6666666666666665,20.6
407,2 RED - 6 RED,6 RED - 2 RED,-16.266666666666666,0.8,23.133333333333333
48,1 RED - 6 RED,1 RED - 6 RED,-14.533333333333333,7.066666666666666,16.266666666666666
49,1 RED - 6 RED,6 RED - 1 RED,-15.633333333333333,3.7333333333333334,20.833333333333332
622,6 RED - 13 BLUE,13 BLUE - 6 RED,-16.2,-0.13333333333333333,19.6
623,6 RED - 13 BLUE,6 RED - 13 BLUE,-12.2,-6.4,21.7
620,6 RED - 12 BLUE,12 BLUE - 6 RED,-14.533333333333333,1.7333333333333334,14.1
621,6 RED - 12 BLUE,6 RED - 12 BLUE,-11.133333333333333,-6.266666666666667,16.0
618,6 RED - 11 BLUE,11 BLUE - 6 RED,-14.3,0.6666666666666666,14.066666666666666
619,6 RED - 11 BLUE,6 RED - 11 BLUE,-12.966666666666667,-5.866666666666666,16.0
616,6 RED - 10 BLUE,10 BLUE - 6 RED,-12.833333333333334,3.7333333333333334,7.433333333333334
617,6 RED - 10 BLUE,6 RED - 10 BLUE,-11.333333333333334,-5.866666666666666,9.233333333333333
638,6 RED - 9 BLUE,6 RED - 9 BLUE,-11.9,-5.866666666666666,7.5
639,6 RED - 9 BLUE,9 BLUE - 6 RED,-12.766666666666667,3.7333333333333334,6.266666666666667
636,6 RED - 8 BLUE,6 RED - 8 BLUE,-11.8,-7.333333333333333,6.466666666666667
637,6 RED - 8 BLUE,8 BLUE - 6 RED,-12.333333333333334,4.4,4.633333333333334
635,6 RED - 7 BLUE,7 BLUE - 6 RED,-11.033333333333333,7.6,2.2
634,6 RED - 7 BLUE,6 RED - 7 BLUE,-12.233333333333333,-7.733333333333333,3.4
633,6 RED - 6 BLUE,6 RED - 6 BLUE,-11.833333333333334,-5.2,4.5
632,6 RED - 6 BLUE,6 BLUE - 6 RED,-11.4,7.866666666666666,3.3666666666666667
630,6 RED - 5 BLUE,5 BLUE - 6 RED,-10.8,7.6,-0.4666666666666667
631,6 RED - 5 BLUE,6 RED - 5 BLUE,-11.266666666666667,-7.2,1.7
629,6 RED - 4 BLUE,6 RED - 4 BLUE,-10.066666666666666,-6.933333333333334,-1.6333333333333333
628,6 RED - 4 BLUE,4 BLUE - 6 RED,-8.666666666666666,10.266666666666667,-2.1
627,6 RED - 3 BLUE,6 RED - 3 BLUE,-10.333333333333334,-4.8,-4.233333333333333
626,6 RED - 3 BLUE,3 BLUE - 6 RED,-8.566666666666666,12.8,-4.5
625,6 RED - 2 BLUE,6 RED - 2 BLUE,-10.8,-4.133333333333334,-5.033333333333333
624,6 RED - 2 BLUE,2 BLUE - 6 RED,-7.766666666666667,13.866666666666667,-6.033333333333333
614,6 RED - 1 BLUE,1 BLUE - 6 RED,-7.766666666666667,14.266666666666667,-7.066666666666666
615,6 RED - 1 BLUE,6 RED - 1 BLUE,-9.866666666666667,-4.266666666666667,-6.266666666666667
887,Jester - 6 RED,Jester - 6 RED,-8.8,16.8,-13.3
886,Jester - 6 RED,6 RED - Jester,-4.3,17.466666666666665,-13.133333333333333
565,5 RED - 4 RED,5 RED - 4 RED,-15.0,3.2,19.9
564,5 RED - 4 RED,4 RED - 5 RED,-15.0,3.2,19.9
455,3 RED - 5 RED,5 RED - 3 RED,-16.466666666666665,0.8,24.5
454,3 RED - 5 RED,3 RED - 5 RED,-16.266666666666666,1.2,23.4
403,2 RED - 5 RED,5 RED - 2 RED,-15.166666666666666,3.6,19.8
402,2 RED - 5 RED,2 RED - 5 RED,-14.966666666666667,4.133333333333334,18.733333333333334
45,1 RED - 5 RED,5 RED - 1 RED,-15.733333333333333,1.3333333333333333,22.633333333333333
44,1 RED - 5 RED,1 RED - 5 RED,-15.066666666666666,3.3333333333333335,19.733333333333334
554,5 RED - 13 BLUE,13 BLUE - 5 RED,-16.133333333333333,-0.4,21.066666666666666
555,5 RED - 13 BLUE,5 RED - 13 BLUE,-13.833333333333334,-4.666666666666667,22.333333333333332
553,5 RED - 12 BLUE,5 RED - 12 BLUE,-11.033333333333333,-5.466666666666667,14.166666666666666
552,5 RED - 12 BLUE,12 BLUE - 5 RED,-14.9,4.4,13.7
550,5 RED - 11 BLUE,11 BLUE - 5 RED,-14.933333333333334,1.7333333333333334,12.666666666666666
551,5 RED - 11 BLUE,5 RED - 11 BLUE,-12.533333333333333,-6.0,14.0
547,5 RED - 10 BLUE,5 RED - 10 BLUE,-11.6,-5.733333333333333,11.933333333333334
546,5 RED - 10 BLUE,10 BLUE - 5 RED,-13.666666666666666,2.1333333333333333,11.733333333333333
578,5 RED - 9 BLUE,5 RED - 9 BLUE,-11.366666666666667,-6.8,7.0
579,5 RED - 9 BLUE,9 BLUE - 5 RED,-12.133333333333333,6.0,5.766666666666667
576,5 RED - 8 BLUE,5 RED - 8 BLUE,-12.5,-6.933333333333334,4.5
577,5 RED - 8 BLUE,8 BLUE - 5 RED,-12.566666666666666,7.866666666666666,5.3
573,5 RED - 7 BLUE,7 BLUE - 5 RED,-10.9,7.2,4.133333333333334
572,5 RED - 7 BLUE,5 RED - 7 BLUE,-10.633333333333333,-7.2,4.933333333333334
568,5 RED - 6 BLUE,5 RED - 6 BLUE,-10.166666666666666,-6.8,1.4333333333333333
569,5 RED - 6 BLUE,6 BLUE - 5 RED,-10.366666666666667,8.8,0.7
566,5 RED - 5 BLUE,5 BLUE - 5 RED,-9.366666666666667,10.266666666666667,-1.9333333333333333
567,5 RED - 5 BLUE,5 RED - 5 BLUE,-10.633333333333333,-6.533333333333333,-1.2
562,5 RED - 4 BLUE,4 BLUE - 5 RED,-8.833333333333334,8.933333333333334,-1.8
563,5 RED - 4 BLUE,5 RED - 4 BLUE,-10.033333333333333,-5.733333333333333,-1.3
561,5 RED - 3 BLUE,5 RED - 3 BLUE,-8.266666666666667,-4.666666666666667,-5.3
560,5 RED - 3 BLUE,3 BLUE - 5 RED,-7.633333333333334,10.133333333333333,-5.7
559,5 RED - 2 BLUE,5 RED - 2 BLUE,-9.7,-6.4,-5.533333333333333
558,5 RED - 2 BLUE,2 BLUE - 5 RED,-8.266666666666667,14.4,-5.833333333333333
544,5 RED - 1 BLUE,1 BLUE - 5 RED,-7.933333333333334,14.8,-6.8
545,5 RED - 1 BLUE,5 RED - 1 BLUE,-9.666666666666666,-5.066666666666666,-6.833333333333333
882,Jester - 5 RED,5 RED - Jester,-4.3,15.333333333333334,-13.666666666666666
883,Jester - 5 RED,Jester - 5 RED,-9.3,14.933333333333334,-13.766666666666667
450,3 RED - 4 RED,3 RED - 4 RED,-15.1,5.2,18.0
451,3 RED - 4 RED,4 RED - 3 RED,-15.1,5.2,18.0
399,2 RED - 4 RED,4 RED - 2 RED,-15.8,0.5333333333333333,22.833333333333332
398,2 RED - 4 RED,2 RED - 4 RED,-15.833333333333334,0.26666666666666666,22.366666666666667
41,1 RED - 4 RED,4 RED - 1 RED,-15.333333333333334,3.3333333333333335,20.733333333333334
40,1 RED - 4 RED,1 RED - 4 RED,-14.7,4.933333333333334,17.933333333333334
488,4 RED - 13 BLUE,13 BLUE - 4 RED,-15.066666666666666,1.8666666666666667,16.2
489,4 RED - 13 BLUE,4 RED - 13 BLUE,-11.266666666666667,-5.733333333333333,17.466666666666665
486,4 RED - 12 BLUE,12 BLUE - 4 RED,-14.6,1.6,16.133333333333333
487,4 RED - 12 BLUE,4 RED - 12 BLUE,-10.933333333333334,-6.933333333333334,15.7
484,4 RED - 11 BLUE,11 BLUE - 4 RED,-13.266666666666667,3.466666666666667,12.1
485,4 RED - 11 BLUE,4 RED - 11 BLUE,-9.7,-7.2,11.133333333333333
483,4 RED - 10 BLUE,4 RED - 10 BLUE,-11.166666666666666,-6.8,9.5
482,4 RED - 10 BLUE,10 BLUE - 4 RED,-13.2,5.466666666666667,9.333333333333334
508,4 RED - 9 BLUE,4 RED - 9 BLUE,-10.966666666666667,-6.8,8.4
509,4 RED - 9 BLUE,9 BLUE - 4 RED,-12.866666666666667,2.6666666666666665,7.266666666666667
506,4 RED - 8 BLUE,4 RED - 8 BLUE,-10.266666666666667,-6.4,3.966666666666667
507,4 RED - 8 BLUE,8 BLUE - 4 RED,-11.5,8.266666666666667,4.566666666666666
504,4 RED - 7 BLUE,4 RED - 7 BLUE,-11.7,-6.266666666666667,4.066666666666666
505,4 RED - 7 BLUE,7 BLUE - 4 RED,-11.433333333333334,9.2,3.8666666666666667
500,4 RED - 6 BLUE,4 RED - 6 BLUE,-9.633333333333333,-6.533333333333333,-0.26666666666666666
501,4 RED - 6 BLUE,6 BLUE - 4 RED,-9.733333333333333,8.133333333333333,-0.5
498,4 RED - 5 BLUE,4 RED - 5 BLUE,-8.566666666666666,-6.133333333333334,-1.7666666666666666
499,4 RED - 5 BLUE,5 BLUE - 4 RED,-9.766666666666667,9.866666666666667,-1.5333333333333334
497,4 RED - 4 BLUE,4 RED - 4 BLUE,-9.333333333333334,-5.866666666666666,-1.7666666666666666
496,4 RED - 4 BLUE,4 BLUE - 4 RED,-9.166666666666666,9.466666666666667,-2.066666666666667
495,4 RED - 3 BLUE,4 RED - 3 BLUE,-8.6,-6.133333333333334,-4.166666666666667
494,4 RED - 3 BLUE,3 BLUE - 4 RED,-8.766666666666667,10.133333333333333,-4.466666666666667
493,4 RED - 2 BLUE,4 RED - 2 BLUE,-9.366666666666667,-6.0,-5.533333333333333
492,4 RED - 2 BLUE,2 BLUE - 4 RED,-8.766666666666667,13.333333333333334,-5.233333333333333
481,4 RED - 1 BLUE,4 RED - 1 BLUE,-8.2,-6.0,-5.866666666666666
480,4 RED - 1 BLUE,1 BLUE - 4 RED,-7.066666666666666,13.2,-5.466666666666667
878,Jester - 4 RED,4 RED - Jester,-3.3,14.666666666666666,-13.833333333333334
879,Jester - 4 RED,Jester - 4 RED,-8.3,14.4,-13.9
395,2 RED - 3 RED,3 RED - 2 RED,-14.6,4.8,17.3
394,2 RED - 3 RED,2 RED - 3 RED,-14.6,4.8,17.3
37,1 RED - 3 RED,3 RED - 1 RED,-15.833333333333334,3.466666666666667,20.766666666666666
36,1 RED - 3 RED,1 RED - 3 RED,-15.6,4.266666666666667,19.566666666666666
441,3 RED - 13 BLUE,3 RED - 13 BLUE,-11.7,-5.333333333333333,18.966666666666665
440,3 RED - 13 BLUE,13 BLUE - 3 RED,-15.3,1.3333333333333333,18.466666666666665
439,3 RED - 12 BLUE,3 RED - 12 BLUE,-10.533333333333333,-6.666666666666667,14.2
438,3 RED - 12 BLUE,12 BLUE - 3 RED,-13.933333333333334,3.066666666666667,15.4
436,3 RED - 11 BLUE,11 BLUE - 3 RED,-13.566666666666666,3.8666666666666667,13.333333333333334
437,3 RED - 11 BLUE,3 RED - 11 BLUE,-9.5,-6.666666666666667,12.7
433,3 RED - 10 BLUE,3 RED - 10 BLUE,-8.8,-6.666666666666667,7.533333333333333
432,3 RED - 10 BLUE,10 BLUE - 3 RED,-12.133333333333333,4.266666666666667,8.666666666666666
467,3 RED - 9 BLUE,9 BLUE - 3 RED,-11.066666666666666,4.8,4.966666666666667
466,3 RED - 9 BLUE,3 RED - 9 BLUE,-8.766666666666667,-7.6,4.866666666666666
465,3 RED - 8 BLUE,8 BLUE - 3 RED,-11.633333333333333,7.333333333333333,5.3
464,3 RED - 8 BLUE,3 RED - 8 BLUE,-10.8,-6.533333333333333,4.766666666666667
461,3 RED - 7 BLUE,7 BLUE - 3 RED,-9.366666666666667,6.933333333333334,1.2666666666666666
460,3 RED - 7 BLUE,3 RED - 7 BLUE,-9.366666666666667,-7.066666666666666,1.1333333333333333
456,3 RED - 6 BLUE,3 RED - 6 BLUE,-8.833333333333334,-7.466666666666667,-0.9666666666666667
457,3 RED - 6 BLUE,6 BLUE - 3 RED,-10.266666666666667,9.866666666666667,-0.23333333333333334
453,3 RED - 5 BLUE,5 BLUE - 3 RED,-9.633333333333333,9.066666666666666,-0.4
452,3 RED - 5 BLUE,3 RED - 5 BLUE,-9.5,-7.733333333333333,-0.9666666666666667
449,3 RED - 4 BLUE,4 BLUE - 3 RED,-8.266666666666667,9.333333333333334,-3.4
448,3 RED - 4 BLUE,3 RED - 4 BLUE,-7.8,-7.866666666666666,-3.9
447,3 RED - 3 BLUE,3 RED - 3 BLUE,-8.333333333333334,-7.466666666666667,-3.066666666666667
446,3 RED - 3 BLUE,3 BLUE - 3 RED,-8.1,9.733333333333333,-2.5
445,3 RED - 2 BLUE,3 RED - 2 BLUE,-6.033333333333333,-6.666666666666667,-6.833333333333333
444,3 RED - 2 BLUE,2 BLUE - 3 RED,-6.033333333333333,9.866666666666667,-6.833333333333333
431,3 RED - 1 BLUE,3 RED - 1 BLUE,-7.9,-5.733333333333333,-8.0
430,3 RED - 1 BLUE,1 BLUE - 3 RED,-7.466666666666667,14.266666666666667,-7.6
875,Jester - 3 RED,Jester - 3 RED,-8.7,13.866666666666667,-14.033333333333333
874,Jester - 3 RED,3 RED - Jester,-2.6,13.866666666666667,-14.033333333333333
375,2 RED - 1 RED,2 RED - 1 RED,-15.533333333333333,2.8,21.2
374,2 RED - 1 RED,1 RED - 2 RED,-15.533333333333333,2.8,21.2
387,2 RED - 13 BLUE,2 RED - 13 BLUE,-9.6,-3.466666666666667,14.633333333333333
386,2 RED - 13 BLUE,13 BLUE - 2 RED,-14.6,5.2,16.3
385,2 RED - 12 BLUE,2 RED - 12 BLUE,-9.8,-5.866666666666666,14.8
384,2 RED - 12 BLUE,12 BLUE - 2 RED,-14.266666666666667,2.8,15.7
380,2 RED - 11 BLUE,11 BLUE - 2 RED,-13.766666666666667,5.466666666666667,10.9
381,2 RED - 11 BLUE,2 RED - 11 BLUE,-9.9,-5.2,9.466666666666667
376,2 RED - 10 BLUE,10 BLUE - 2 RED,-12.033333333333333,5.2,8.733333333333333
377,2 RED - 10 BLUE,2 RED - 10 BLUE,-7.6,-7.333333333333333,6.766666666666667
414,2 RED - 9 BLUE,2 RED - 9 BLUE,-8.066666666666666,-7.333333333333333,3.7333333333333334
415,2 RED - 9 BLUE,9 BLUE - 2 RED,-10.4,6.666666666666667,5.133333333333334
413,2 RED - 8 BLUE,8 BLUE - 2 RED,-10.1,7.2,3.466666666666667
412,2 RED - 8 BLUE,2 RED - 8 BLUE,-7.533333333333333,-7.6,1.7
408,2 RED - 7 BLUE,2 RED - 7 BLUE,-9.133333333333333,-6.8,2.3666666666666667
409,2 RED - 7 BLUE,7 BLUE - 2 RED,-10.866666666666667,7.066666666666666,3.1666666666666665
405,2 RED - 6 BLUE,6 BLUE - 2 RED,-10.4,8.133333333333333,2.3666666666666667
404,2 RED - 6 BLUE,2 RED - 6 BLUE,-9.533333333333333,-6.933333333333334,1.2
401,2 RED - 5 BLUE,5 BLUE - 2 RED,-9.966666666666667,9.466666666666667,0.0
400,2 RED - 5 BLUE,2 RED - 5 BLUE,-8.933333333333334,-6.666666666666667,-0.9666666666666667
396,2 RED - 4 BLUE,2 RED - 4 BLUE,-7.066666666666666,-6.4,-4.366666666666666
397,2 RED - 4 BLUE,4 BLUE - 2 RED,-8.8,10.933333333333334,-3.7333333333333334
392,2 RED - 3 BLUE,2 RED - 3 BLUE,-7.366666666666666,-6.133333333333334,-4.366666666666666
393,2 RED - 3 BLUE,3 BLUE - 2 RED,-8.133333333333333,11.066666666666666,-3.966666666666667
391,2 RED - 2 BLUE,2 RED - 2 BLUE,-4.633333333333334,-6.666666666666667,-7.233333333333333
390,2 RED - 2 BLUE,2 BLUE - 2 RED,-6.4,10.0,-6.233333333333333
372,2 RED - 1 BLUE,1 BLUE - 2 RED,-6.966666666666667,10.666666666666666,-6.1
373,2 RED - 1 BLUE,2 RED - 1 BLUE,-7.266666666666667,-5.6,-6.4
418,2 RED - Jester,2 RED - Jester,-1.2,11.733333333333333,-14.566666666666666
419,2 RED - Jester,Jester - 2 RED,-8.7,11.733333333333333,-14.566666666666666
29,1 RED - 13 BLUE,13 BLUE - 1 RED,-14.7,2.8,19.2
28,1 RED - 13 BLUE,1 RED - 13 BLUE,-10.1,-5.733333333333333,17.066666666666666
27,1 RED - 12 BLUE,12 BLUE - 1 RED,-13.0,3.7333333333333334,14.466666666666667
26,1 RED - 12 BLUE,1 RED - 12 BLUE,-8.033333333333333,-6.0,12.266666666666667
23,1 RED - 11 BLUE,11 BLUE - 1 RED,-11.233333333333333,4.8,8.633333333333333
22,1 RED - 11 BLUE,1 RED - 11 BLUE,-7.1,-5.866666666666666,6.633333333333334
18,1 RED - 10 BLUE,1 RED - 10 BLUE,-8.633333333333333,-6.8,7.933333333333334
19,1 RED - 10 BLUE,10 BLUE - 1 RED,-11.566666666666666,3.8666666666666667,9.633333333333333
56,1 RED - 9 BLUE,1 RED - 9 BLUE,-7.666666666666667,-6.8,5.266666666666667
57,1 RED - 9 BLUE,9 BLUE - 1 RED,-11.1,5.2,7.0
54,1 RED - 8 BLUE,1 RED - 8 BLUE,-10.633333333333333,-5.866666666666666,4.9
55,1 RED - 8 BLUE,8 BLUE - 1 RED,-11.466666666666667,6.933333333333334,6.133333333333334
51,1 RED - 7 BLUE,7 BLUE - 1 RED,-9.333333333333334,6.666666666666667,2.933333333333333
50,1 RED - 7 BLUE,1 RED - 7 BLUE,-7.466666666666667,-7.2,1.4
47,1 RED - 6 BLUE,6 BLUE - 1 RED,-9.1,10.133333333333333,-0.3333333333333333
46,1 RED - 6 BLUE,1 RED - 6 BLUE,-7.566666666666666,-7.466666666666667,-1.9666666666666666
43,1 RED - 5 BLUE,5 BLUE - 1 RED,-7.033333333333333,9.066666666666666,-4.0
42,1 RED - 5 BLUE,1 RED - 5 BLUE,-5.833333333333333,-7.2,-5.266666666666667
39,1 RED - 4 BLUE,4 BLUE - 1 RED,-7.366666666666666,10.266666666666667,-3.433333333333333
38,1 RED - 4 BLUE,1 RED - 4 BLUE,-8.8,-6.4,-4.166666666666667
35,1 RED - 3 BLUE,3 BLUE - 1 RED,-7.0,10.266666666666667,-5.033333333333333
34,1 RED - 3 BLUE,1 RED - 3 BLUE,-5.833333333333333,-6.4,-6.366666666666666
33,1 RED - 2 BLUE,2 BLUE - 1 RED,-6.766666666666667,10.533333333333333,-6.566666666666666
32,1 RED - 2 BLUE,1 RED - 2 BLUE,-6.066666666666666,-6.0,-7.4
16,1 RED - 1 BLUE,1 BLUE - 1 RED,-7.966666666666667,12.0,-4.5
17,1 RED - 1 BLUE,1 RED - 1 BLUE,-7.466666666666667,-6.0,-5.3
854,Jester - 1 RED,1 RED - Jester,-2.5,14.8,-13.8
855,Jester - 1 RED,Jester - 1 RED,-8.4,14.8,-13.8
210,12 BLUE - 13 BLUE,12 BLUE - 13 BLUE,-12.9,-7.6,13.0
211,12 BLUE - 13 BLUE,13 BLUE - 12 BLUE,-12.9,-7.6,13.0
128,11 BLUE - 13 BLUE,11 BLUE - 13 BLUE,-11.5,-6.8,10.133333333333333
129,11 BLUE - 13 BLUE,13 BLUE - 11 BLUE,-14.1,-6.266666666666667,13.266666666666667
296,13 BLUE - 10 BLUE,10 BLUE - 13 BLUE,-8.833333333333334,-4.8,4.933333333333334
