,tested_combination,combination_played_order,score_prediction_0,score_prediction_1,score_prediction_2
832,9 RED - 6 BLUE,6 BLUE - 9 RED,-4.0,22.0,-12.0
833,9 RED - 6 BLUE,9 RED - 6 BLUE,-6.0,-2.0,-16.0
834,9 RED - 6 RED,6 RED - 9 RED,-18.0,-2.0,30.0
835,9 RED - 6 RED,9 RED - 6 RED,-18.0,-2.0,30.0
836,9 RED - 7 BLUE,7 BLUE - 9 RED,-16.0,6.0,20.0
837,9 RED - 7 BLUE,9 RED - 7 BLUE,-18.0,-2.0,20.0
838,9 RED - 7 RED,7 RED - 9 RED,-16.0,6.0,20.0
839,9 RED - 7 RED,9 RED - 7 RED,-18.0,-2.0,30.0
840,9 RED - 8 BLUE,8 BLUE - 9 RED,-16.0,6.0,20.0
841,9 RED - 8 BLUE,9 RED - 8 BLUE,-12.0,-10.0,18.0
842,9 RED - 8 RED,8 RED - 9 RED,-18.0,-2.0,30.0
843,9 RED - 8 RED,9 RED - 8 RED,-18.0,-2.0,30.0
844,9 RED - 9 BLUE,9 BLUE - 9 RED,-16.0,6.0,20.0
845,9 RED - 9 BLUE,9 RED - 9 BLUE,-12.0,-10.0,18.0
846,9 RED - Jester,9 RED - Jester,-10.0,30.0,-10.0
847,9 RED - Jester,Jester - 9 RED,-10.0,22.0,-12.0
848,9 RED - Magician,9 RED - Magician,-16.0,6.0,20.0
849,9 RED - Magician,Magician - 9 RED,-20.0,-10.0,20.0
850,Jester - 1 BLUE,1 BLUE - Jester,14.0,-10.0,-20.0
851,Jester - 1 BLUE,Jester - 1 BLUE,20.0,-10.0,-20.0
852,Jester - 1 RED,1 RED - Jester,2.0,14.0,-14.0
853,Jester - 1 RED,Jester - 1 RED,-10.0,14.0,-14.0
854,Jester - 10 BLUE,10 BLUE - Jester,-10.0,14.0,-14.0
855,Jester - 10 BLUE,Jester - 10 BLUE,14.0,-10.0,-20.0
856,Jester - 10 RED,10 RED - Jester,-10.0,22.0,-12.0
857,Jester - 10 RED,Jester - 10 RED,-10.0,22.0,-12.0
858,Jester - 11 BLUE,11 BLUE - Jester,-10.0,14.0,-14.0
859,Jester - 11 BLUE,Jester - 11 BLUE,-4.0,-10.0,-20.0
860,Jester - 11 RED,11 RED - Jester,-10.0,22.0,-12.0
861,Jester - 11 RED,Jester - 11 RED,-10.0,22.0,-12.0
862,Jester - 12 BLUE,12 BLUE - Jester,-10.0,6.0,-16.0
863,Jester - 12 BLUE,Jester - 12 BLUE,8.0,-10.0,-20.0
864,Jester - 12 RED,12 RED - Jester,-10.0,30.0,-10.0
865,Jester - 12 RED,Jester - 12 RED,-10.0,30.0,-10.0
866,Jester - 13 BLUE,13 BLUE - Jester,-10.0,14.0,-14.0
867,Jester - 13 BLUE,Jester - 13 BLUE,8.0,-2.0,-18.0
868,Jester - 2 BLUE,2 BLUE - Jester,8.0,-2.0,-18.0
869,Jester - 2 BLUE,Jester - 2 BLUE,20.0,-10.0,-20.0
870,Jester - 3 BLUE,3 BLUE - Jester,2.0,6.0,-16.0
871,Jester - 3 BLUE,Jester - 3 BLUE,20.0,-10.0,-20.0
872,Jester - 4 BLUE,4 BLUE - Jester,8.0,-2.0,-18.0
873,Jester - 4 BLUE,Jester - 4 BLUE,20.0,-10.0,-20.0
874,Jester - 5 BLUE,5 BLUE - Jester,8.0,-2.0,-18.0
875,Jester - 5 BLUE,Jester - 5 BLUE,14.0,-10.0,-20.0
876,Jester - 5 RED,5 RED - Jester,-10.0,22.0,-12.0
877,Jester - 5 RED,Jester - 5 RED,-10.0,22.0,-12.0
878,Jester - 6 BLUE,6 BLUE - Jester,14.0,-10.0,-20.0
879,Jester - 6 BLUE,Jester - 6 BLUE,20.0,-10.0,-20.0
880,Jester - 7 BLUE,7 BLUE - Jester,14.0,-2.0,-18.0
881,Jester - 7 BLUE,Jester - 7 BLUE,14.0,-10.0,-20.0
882,Jester - 7 RED,7 RED - Jester,-10.0,14.0,-14.0
883,Jester - 7 RED,Jester - 7 RED,-10.0,14.0,-14.0
884,Jester - 8 BLUE,8 BLUE - Jester,2.0,-2.0,-18.0
885,Jester - 8 BLUE,Jester - 8 BLUE,20.0,-10.0,-20.0
886,Jester - 9 BLUE,9 BLUE - Jester,-10.0,6.0,-16.0
887,Jester - 9 BLUE,Jester - 9 BLUE,14.0,-10.0,-20.0
888,Jester - Jester,Jester - Jester,20.0,-10.0,-20.0
889,Magician - 1 BLUE,1 BLUE - Magician,-16.0,6.0,10.0
890,Magician - 1 BLUE,Magician - 1 BLUE,-18.0,-2.0,10.0
891,Magician - 1 RED,1 RED - Magician,-18.0,-2.0,20.0
892,Magician - 1 RED,Magician - 1 RED,-20.0,-10.0,20.0
893,Magician - 10 BLUE,10 BLUE - Magician,-18.0,-2.0,10.0
894,Magician - 10 BLUE,Magician - 10 BLUE,-18.0,-2.0,-10.0
895,Magician - 10 RED,10 RED - Magician,-12.0,-10.0,28.0
896,Magician - 10 RED,Magician - 10 RED,-18.0,-2.0,30.0
897,Magician - 11 BLUE,11 BLUE - Magician,-20.0,-10.0,40.0
898,Magician - 11 BLUE,Magician - 11 BLUE,-20.0,-10.0,40.0
899,Magician - 11 RED,11 RED - Magician,-20.0,-10.0,40.0
900,Magician - 11 RED,Magician - 11 RED,-20.0,-10.0,40.0
901,Magician - 12 BLUE,12 BLUE - Magician,-20.0,-10.0,20.0
902,Magician - 12 BLUE,Magician - 12 BLUE,-20.0,-10.0,20.0
903,Magician - 12 RED,12 RED - Magician,-20.0,-10.0,30.0
904,Magician - 12 RED,Magician - 12 RED,-20.0,-10.0,30.0
905,Magician - 13 BLUE,13 BLUE - Magician,-20.0,-10.0,40.0
906,Magician - 13 BLUE,Magician - 13 BLUE,-20.0,-10.0,30.0
907,Magician - 2 BLUE,2 BLUE - Magician,-14.0,14.0,10.0
908,Magician - 2 BLUE,Magician - 2 BLUE,-16.0,6.0,10.0
909,Magician - 2 RED,2 RED - Magician,-18.0,-2.0,20.0
910,Magician - 2 RED,Magician - 2 RED,-20.0,-10.0,20.0
911,Magician - 3 BLUE,3 BLUE - Magician,-12.0,22.0,0.0
912,Magician - 3 BLUE,Magician - 3 BLUE,-18.0,-2.0,0.0
913,Magician - 3 RED,3 RED - Magician,-18.0,-2.0,20.0
914,Magician - 3 RED,Magician - 3 RED,-20.0,-10.0,20.0
915,Magician - 4 BLUE,4 BLUE - Magician,-12.0,22.0,-10.0
916,Magician - 4 BLUE,Magician - 4 BLUE,-20.0,-10.0,-10.0
917,Magician - 4 RED,4 RED - Magician,-18.0,-2.0,20.0
918,Magician - 4 RED,Magician - 4 RED,-20.0,-10.0,20.0
919,Magician - 5 BLUE,5 BLUE - Magician,-16.0,6.0,-10.0
920,Magician - 5 BLUE,Magician - 5 BLUE,-20.0,-10.0,-10.0
921,Magician - 5 RED,5 RED - Magician,-16.0,6.0,20.0
922,Magician - 5 RED,Magician - 5 RED,-20.0,-10.0,20.0
923,Magician - 6 BLUE,6 BLUE - Magician,-18.0,-2.0,10.0
924,Magician - 6 BLUE,Magician - 6 BLUE,-18.0,-2.0,10.0
925,Magician - 6 RED,6 RED - Magician,-18.0,-2.0,30.0
926,Magician - 6 RED,Magician - 6 RED,-20.0,-10.0,30.0
927,Magician - 7 BLUE,7 BLUE - Magician,-18.0,-2.0,20.0
928,Magician - 7 BLUE,Magician - 7 BLUE,-18.0,-2.0,20.0
929,Magician - 7 RED,7 RED - Magician,-16.0,6.0,20.0
930,Magician - 7 RED,Magician - 7 RED,-20.0,-10.0,20.0
931,Magician - 8 BLUE,8 BLUE - Magician,-18.0,-2.0,30.0
932,Magician - 8 BLUE,Magician - 8 BLUE,-20.0,-10.0,30.0
933,Magician - 8 RED,8 RED - Magician,-16.0,6.0,20.0
934,Magician - 8 RED,Magician - 8 RED,-20.0,-10.0,20.0
935,Magician - 9 BLUE,9 BLUE - Magician,-16.0,6.0,0.0
936,Magician - 9 BLUE,Magician - 9 BLUE,-18.0,-2.0,0.0
937,Magician - Jester,Jester - Magician,-10.0,30.0,-10.0
938,Magician - Jester,Magician - Jester,-10.0,30.0,-10.0
939,Magician - Magician,Magician - Magician,-20.0,-10.0,40.0
