,tested_combination,combination_played_order,score_prediction_0,score_prediction_1,score_prediction_2
507,4 RED - Jester,Jester - 4 RED,-10.0,6.0,-16.0
508,5 BLUE - 1 BLUE,1 BLUE - 5 BLUE,12.0,-10.0,-8.0
509,5 BLUE - 1 BLUE,5 BLUE - 1 BLUE,4.0,-10.0,4.0
510,5 BLUE - 1 GREEN,1 GREEN - 5 BLUE,20.0,-10.0,-20.0
511,5 BLUE - 1 GREEN,5 BLUE - 1 GREEN,14.0,-2.0,-18.0
512,5 BLUE - 11 BLUE,11 BLUE - 5 BLUE,-8.0,-2.0,6.0
513,5 BLUE - 11 BLUE,5 BLUE - 11 BLUE,0.0,-2.0,-6.0
514,5 BLUE - 12 BLUE,12 BLUE - 5 BLUE,-8.0,-10.0,4.0
515,5 BLUE - 12 BLUE,5 BLUE - 12 BLUE,-2.0,-10.0,4.0
516,5 BLUE - 13 BLUE,13 BLUE - 5 BLUE,-14.0,-10.0,4.0
517,5 BLUE - 13 BLUE,5 BLUE - 13 BLUE,0.0,-10.0,-8.0
518,5 BLUE - 2 BLUE,2 BLUE - 5 BLUE,-6.0,-2.0,-6.0
519,5 BLUE - 2 BLUE,5 BLUE - 2 BLUE,-12.0,-2.0,-6.0
520,5 BLUE - 2 GREEN,2 GREEN - 5 BLUE,6.0,-10.0,-18.0
521,5 BLUE - 2 GREEN,5 BLUE - 2 GREEN,6.0,-10.0,-18.0
522,5 BLUE - 3 GREEN,3 GREEN - 5 BLUE,6.0,-10.0,-18.0
523,5 BLUE - 3 GREEN,5 BLUE - 3 GREEN,6.0,-10.0,-18.0
524,5 BLUE - 4 GREEN,4 GREEN - 5 BLUE,20.0,-10.0,-20.0
525,5 BLUE - 4 GREEN,5 BLUE - 4 GREEN,-8.0,-10.0,-16.0
526,5 BLUE - 5 GREEN,5 BLUE - 5 GREEN,-6.0,14.0,-2.0
527,5 BLUE - 5 GREEN,5 GREEN - 5 BLUE,4.0,-10.0,-6.0
528,5 BLUE - 8 BLUE,5 BLUE - 8 BLUE,4.0,-10.0,4.0
529,5 BLUE - 8 BLUE,8 BLUE - 5 BLUE,4.0,-10.0,4.0
530,5 BLUE - 9 BLUE,5 BLUE - 9 BLUE,8.0,-10.0,-20.0
531,5 BLUE - 9 BLUE,9 BLUE - 5 BLUE,0.0,-10.0,-8.0
532,5 RED - 1 BLUE,1 BLUE - 5 RED,-12.0,6.0,-4.0
533,5 RED - 1 BLUE,5 RED - 1 BLUE,-10.0,-10.0,-4.0
534,5 RED - 1 RED,1 RED - 5 RED,-12.0,22.0,0.0
535,5 RED - 1 RED,5 RED - 1 RED,-12.0,22.0,0.0
536,5 RED - 10 BLUE,10 BLUE - 5 RED,-14.0,14.0,10.0
537,5 RED - 10 BLUE,5 RED - 10 BLUE,-10.0,-10.0,6.0
538,5 RED - 10 RED,10 RED - 5 RED,-16.0,-2.0,18.0
539,5 RED - 10 RED,5 RED - 10 RED,-16.0,-2.0,18.0
540,5 RED - 11 BLUE,11 BLUE - 5 RED,-10.0,-2.0,8.0
541,5 RED - 11 BLUE,5 RED - 11 BLUE,-10.0,-2.0,18.0
542,5 RED - 11 RED,11 RED - 5 RED,-16.0,6.0,20.0
543,5 RED - 11 RED,5 RED - 11 RED,-16.0,6.0,20.0
544,5 RED - 12 BLUE,12 BLUE - 5 RED,-4.0,-10.0,16.0
545,5 RED - 12 BLUE,5 RED - 12 BLUE,-4.0,-10.0,16.0
546,5 RED - 13 BLUE,13 BLUE - 5 RED,-18.0,-10.0,28.0
547,5 RED - 13 BLUE,5 RED - 13 BLUE,-12.0,-10.0,28.0
548,5 RED - 2 BLUE,2 BLUE - 5 RED,-12.0,6.0,-4.0
549,5 RED - 2 BLUE,5 RED - 2 BLUE,-10.0,-10.0,-4.0
550,5 RED - 3 BLUE,3 BLUE - 5 RED,-6.0,14.0,-2.0
551,5 RED - 3 BLUE,5 RED - 3 BLUE,-10.0,-2.0,-2.0
552,5 RED - 4 BLUE,4 BLUE - 5 RED,-12.0,6.0,-4.0
553,5 RED - 4 BLUE,5 RED - 4 BLUE,-8.0,-10.0,-6.0
554,5 RED - 5 BLUE,5 BLUE - 5 RED,-6.0,6.0,-4.0
555,5 RED - 5 BLUE,5 RED - 5 BLUE,-16.0,-10.0,-4.0
556,5 RED - 6 BLUE,5 RED - 6 BLUE,-16.0,-10.0,6.0
557,5 RED - 6 BLUE,6 BLUE - 5 RED,-8.0,6.0,8.0
558,5 RED - 7 BLUE,5 RED - 7 BLUE,-8.0,6.0,-2.0
559,5 RED - 7 BLUE,7 BLUE - 5 RED,-8.0,6.0,-2.0
560,5 RED - 7 RED,5 RED - 7 RED,-16.0,-2.0,18.0
561,5 RED - 7 RED,7 RED - 5 RED,-18.0,-10.0,28.0
562,5 RED - 8 BLUE,5 RED - 8 BLUE,-20.0,-10.0,10.0
563,5 RED - 8 BLUE,8 BLUE - 5 RED,-16.0,6.0,10.0
564,5 RED - 9 BLUE,5 RED - 9 BLUE,-12.0,-10.0,8.0
565,5 RED - 9 BLUE,9 BLUE - 5 RED,-14.0,14.0,10.0
566,6 BLUE - 1 BLUE,1 BLUE - 6 BLUE,-10.0,-10.0,16.0
567,6 BLUE - 1 BLUE,6 BLUE - 1 BLUE,-18.0,-10.0,28.0
568,6 BLUE - 1 GREEN,1 GREEN - 6 BLUE,-2.0,-2.0,-14.0
569,6 BLUE - 1 GREEN,6 BLUE - 1 GREEN,14.0,-2.0,-18.0
570,6 BLUE - 10 BLUE,10 BLUE - 6 BLUE,14.0,-10.0,-20.0
571,6 BLUE - 10 BLUE,6 BLUE - 10 BLUE,14.0,-10.0,-20.0
572,6 BLUE - 11 BLUE,11 BLUE - 6 BLUE,-14.0,-10.0,4.0
573,6 BLUE - 11 BLUE,6 BLUE - 11 BLUE,8.0,-10.0,-20.0
574,6 BLUE - 12 BLUE,12 BLUE - 6 BLUE,2.0,-10.0,-20.0
575,6 BLUE - 12 BLUE,6 BLUE - 12 BLUE,2.0,-10.0,-20.0
576,6 BLUE - 13 BLUE,13 BLUE - 6 BLUE,-16.0,-10.0,16.0
577,6 BLUE - 13 BLUE,6 BLUE - 13 BLUE,14.0,-10.0,-20.0
578,6 BLUE - 2 BLUE,2 BLUE - 6 BLUE,6.0,-10.0,-8.0
579,6 BLUE - 2 BLUE,6 BLUE - 2 BLUE,0.0,-10.0,-8.0
580,6 BLUE - 2 GREEN,2 GREEN - 6 BLUE,-10.0,-10.0,-14.0
581,6 BLUE - 2 GREEN,6 BLUE - 2 GREEN,-2.0,-10.0,-20.0
582,6 BLUE - 3 BLUE,3 BLUE - 6 BLUE,14.0,-10.0,-20.0
583,6 BLUE - 3 BLUE,6 BLUE - 3 BLUE,6.0,-10.0,-8.0
584,6 BLUE - 3 GREEN,3 GREEN - 6 BLUE,4.0,-10.0,-16.0
585,6 BLUE - 3 GREEN,6 BLUE - 3 GREEN,12.0,-10.0,-20.0
586,6 BLUE - 4 BLUE,4 BLUE - 6 BLUE,-2.0,-10.0,4.0
587,6 BLUE - 4 BLUE,6 BLUE - 4 BLUE,-2.0,-10.0,4.0
588,6 BLUE - 4 GREEN,4 GREEN - 6 BLUE,14.0,-10.0,-20.0
589,6 BLUE - 4 GREEN,6 BLUE - 4 GREEN,-4.0,-10.0,-20.0
590,6 BLUE - 5 BLUE,5 BLUE - 6 BLUE,2.0,6.0,-16.0
591,6 BLUE - 5 BLUE,6 BLUE - 5 BLUE,2.0,6.0,-16.0
592,6 BLUE - 5 GREEN,5 GREEN - 6 BLUE,0.0,-2.0,-16.0
593,6 BLUE - 5 GREEN,6 BLUE - 5 GREEN,0.0,-2.0,-18.0
594,6 BLUE - 6 GREEN,6 BLUE - 6 GREEN,0.0,6.0,-14.0
595,6 BLUE - 6 GREEN,6 GREEN - 6 BLUE,-8.0,6.0,-14.0
596,6 BLUE - 7 BLUE,6 BLUE - 7 BLUE,-2.0,-2.0,6.0
597,6 BLUE - 7 BLUE,7 BLUE - 6 BLUE,-2.0,-2.0,6.0
598,6 BLUE - 8 BLUE,6 BLUE - 8 BLUE,-2.0,-10.0,4.0
599,6 BLUE - 8 BLUE,8 BLUE - 6 BLUE,-2.0,-10.0,4.0
600,6 BLUE - 9 BLUE,6 BLUE - 9 BLUE,6.0,-2.0,-6.0
601,6 BLUE - 9 BLUE,9 BLUE - 6 BLUE,-2.0,-2.0,6.0
602,6 RED - 1 BLUE,1 BLUE - 6 RED,-18.0,-2.0,10.0
603,6 RED - 1 BLUE,6 RED - 1 BLUE,-20.0,-10.0,30.0
604,6 RED - 1 RED,1 RED - 6 RED,-18.0,-2.0,30.0
605,6 RED - 1 RED,6 RED - 1 RED,-18.0,-2.0,30.0
606,6 RED - 10 BLUE,10 BLUE - 6 RED,-14.0,14.0,10.0
607,6 RED - 10 BLUE,6 RED - 10 BLUE,-14.0,6.0,8.0
608,6 RED - 10 RED,10 RED - 6 RED,-18.0,-10.0,28.0
609,6 RED - 10 RED,6 RED - 10 RED,-18.0,-10.0,28.0
610,6 RED - 11 BLUE,11 BLUE - 6 RED,-14.0,6.0,8.0
611,6 RED - 11 BLUE,6 RED - 11 BLUE,-8.0,-2.0,6.0
612,6 RED - 11 RED,11 RED - 6 RED,-20.0,-10.0,40.0
613,6 RED - 11 RED,6 RED - 11 RED,-20.0,-10.0,40.0
614,6 RED - 12 BLUE,12 BLUE - 6 RED,0.0,6.0,-4.0
615,6 RED - 12 BLUE,6 RED - 12 BLUE,0.0,-2.0,-6.0
616,6 RED - 12 RED,12 RED - 6 RED,-20.0,-10.0,40.0
617,6 RED - 12 RED,6 RED - 12 RED,-20.0,-10.0,40.0
618,6 RED - 13 BLUE,13 BLUE - 6 RED,-16.0,6.0,10.0
619,6 RED - 13 BLUE,6 RED - 13 BLUE,-10.0,-2.0,18.0
620,6 RED - 2 BLUE,2 BLUE - 6 RED,-6.0,6.0,-4.0
621,6 RED - 2 BLUE,6 RED - 2 BLUE,-8.0,-10.0,-6.0
622,6 RED - 2 RED,2 RED - 6 RED,-16.0,6.0,20.0
623,6 RED - 2 RED,6 RED - 2 RED,-16.0,6.0,20.0
624,6 RED - 3 BLUE,3 BLUE - 6 RED,-6.0,6.0,-4.0
625,6 RED - 3 BLUE,6 RED - 3 BLUE,-8.0,-2.0,-4.0
626,6 RED - 4 BLUE,4 BLUE - 6 RED,-16.0,6.0,10.0
627,6 RED - 4 BLUE,6 RED - 4 BLUE,-12.0,-10.0,8.0
628,6 RED - 4 RED,4 RED - 6 RED,-10.0,-10.0,16.0
629,6 RED - 4 RED,6 RED - 4 RED,-10.0,-10.0,16.0
630,6 RED - 5 BLUE,5 BLUE - 6 RED,-6.0,14.0,-2.0
631,6 RED - 5 BLUE,6 RED - 5 BLUE,-8.0,-10.0,-6.0
632,6 RED - 5 RED,5 RED - 6 RED,-16.0,6.0,20.0
633,6 RED - 5 RED,6 RED - 5 RED,-16.0,6.0,20.0
634,6 RED - 6 BLUE,6 BLUE - 6 RED,-12.0,22.0,0.0
635,6 RED - 6 BLUE,6 RED - 6 BLUE,-14.0,14.0,0.0
636,6 RED - 7 BLUE,6 RED - 7 BLUE,-12.0,-10.0,-12.0
637,6 RED - 7 BLUE,7 BLUE - 6 RED,-14.0,14.0,-10.0
638,6 RED - 7 RED,6 RED - 7 RED,-18.0,-2.0,30.0
639,6 RED - 7 RED,7 RED - 6 RED,-18.0,-2.0,30.0
640,6 RED - 8 BLUE,6 RED - 8 BLUE,-16.0,-10.0,16.0
641,6 RED - 8 BLUE,8 BLUE - 6 RED,-16.0,-2.0,18.0
642,6 RED - 8 RED,6 RED - 8 RED,-20.0,-10.0,40.0
643,6 RED - 8 RED,8 RED - 6 RED,-20.0,-10.0,40.0
644,6 RED - 9 BLUE,6 RED - 9 BLUE,-12.0,-10.0,18.0
645,6 RED - 9 BLUE,9 BLUE - 6 RED,-16.0,-2.0,18.0
646,6 RED - Jester,6 RED - Jester,-4.0,14.0,-14.0
647,6 RED - Jester,Jester - 6 RED,-10.0,14.0,-14.0
648,7 BLUE - 1 BLUE,1 BLUE - 7 BLUE,14.0,-10.0,-20.0
649,7 BLUE - 1 BLUE,7 BLUE - 1 BLUE,8.0,-10.0,-20.0
650,7 BLUE - 1 GREEN,1 GREEN - 7 BLUE,2.0,-2.0,-18.0
651,7 BLUE - 1 GREEN,7 BLUE - 1 GREEN,-6.0,-2.0,-16.0
652,7 BLUE - 11 BLUE,11 BLUE - 7 BLUE,0.0,6.0,-4.0
653,7 BLUE - 11 BLUE,7 BLUE - 11 BLUE,0.0,6.0,-4.0
654,7 BLUE - 12 BLUE,12 BLUE - 7 BLUE,-10.0,-10.0,16.0
655,7 BLUE - 12 BLUE,7 BLUE - 12 BLUE,4.0,-10.0,4.0
656,7 BLUE - 13 BLUE,13 BLUE - 7 BLUE,-20.0,-10.0,40.0
657,7 BLUE - 13 BLUE,7 BLUE - 13 BLUE,-18.0,-2.0,30.0
658,7 BLUE - 2 BLUE,2 BLUE - 7 BLUE,-4.0,-10.0,6.0
659,7 BLUE - 2 BLUE,7 BLUE - 2 BLUE,-10.0,-10.0,6.0
660,7 BLUE - 2 GREEN,2 GREEN - 7 BLUE,12.0,-10.0,-18.0
661,7 BLUE - 2 GREEN,7 BLUE - 2 GREEN,-6.0,-10.0,-18.0
662,7 BLUE - 3 BLUE,3 BLUE - 7 BLUE,0.0,-10.0,-8.0
663,7 BLUE - 3 BLUE,7 BLUE - 3 BLUE,-6.0,-10.0,-8.0
664,7 BLUE - 3 GREEN,3 GREEN - 7 BLUE,2.0,-2.0,-18.0
665,7 BLUE - 3 GREEN,7 BLUE - 3 GREEN,2.0,6.0,-16.0
666,7 BLUE - 4 BLUE,4 BLUE - 7 BLUE,0.0,-10.0,-8.0
667,7 BLUE - 4 BLUE,7 BLUE - 4 BLUE,0.0,-10.0,-8.0
668,7 BLUE - 4 GREEN,4 GREEN - 7 BLUE,0.0,-2.0,-16.0
669,7 BLUE - 4 GREEN,7 BLUE - 4 GREEN,2.0,-2.0,-18.0
670,7 BLUE - 5 BLUE,5 BLUE - 7 BLUE,-2.0,-10.0,4.0
671,7 BLUE - 5 BLUE,7 BLUE - 5 BLUE,-2.0,-10.0,4.0
672,7 BLUE - 5 GREEN,5 GREEN - 7 BLUE,2.0,-2.0,-18.0
673,7 BLUE - 5 GREEN,7 BLUE - 5 GREEN,-4.0,-2.0,-18.0
674,7 BLUE - 6 GREEN,6 GREEN - 7 BLUE,14.0,-10.0,-20.0
675,7 BLUE - 6 GREEN,7 BLUE - 6 GREEN,6.0,-10.0,-18.0
676,7 BLUE - 7 GREEN,7 BLUE - 7 GREEN,8.0,-10.0,-20.0
677,7 BLUE - 7 GREEN,7 GREEN - 7 BLUE,0.0,-10.0,-18.0
678,7 BLUE - 8 BLUE,7 BLUE - 8 BLUE,6.0,-10.0,-8.0
679,7 BLUE - 8 BLUE,8 BLUE - 7 BLUE,6.0,-10.0,-8.0
680,7 BLUE - 9 BLUE,7 BLUE - 9 BLUE,-8.0,-10.0,4.0
681,7 BLUE - 9 BLUE,9 BLUE - 7 BLUE,-8.0,-10.0,4.0
682,7 RED - 1 BLUE,1 BLUE - 7 RED,-10.0,14.0,-14.0
683,7 RED - 1 BLUE,7 RED - 1 BLUE,-8.0,-2.0,-14.0
684,7 RED - 10 BLUE,10 BLUE - 7 RED,-12.0,14.0,-12.0
685,7 RED - 10 BLUE,7 RED - 10 BLUE,-6.0,-10.0,-18.0
686,7 RED - 11 BLUE,11 BLUE - 7 RED,-18.0,-2.0,10.0
687,7 RED - 11 BLUE,7 RED - 11 BLUE,-12.0,-10.0,28.0
688,7 RED - 12 BLUE,12 BLUE - 7 RED,-8.0,6.0,8.0
689,7 RED - 12 BLUE,7 RED - 12 BLUE,-8.0,-10.0,4.0
690,7 RED - 13 BLUE,13 BLUE - 7 RED,-18.0,-2.0,20.0
691,7 RED - 13 BLUE,7 RED - 13 BLUE,-12.0,-10.0,28.0
692,7 RED - 2 BLUE,2 BLUE - 7 RED,-12.0,14.0,-2.0
693,7 RED - 2 BLUE,7 RED - 2 BLUE,-14.0,-2.0,-4.0
694,7 RED - 3 BLUE,3 BLUE - 7 RED,-12.0,14.0,-2.0
695,7 RED - 3 BLUE,7 RED - 3 BLUE,-16.0,-10.0,-4.0
696,7 RED - 4 BLUE,4 BLUE - 7 RED,-12.0,22.0,0.0
697,7 RED - 4 BLUE,7 RED - 4 BLUE,-18.0,-10.0,-2.0
698,7 RED - 5 BLUE,5 BLUE - 7 RED,-14.0,6.0,8.0
699,7 RED - 5 BLUE,7 RED - 5 BLUE,-16.0,-10.0,6.0
700,7 RED - 6 BLUE,6 BLUE - 7 RED,-16.0,-2.0,18.0
701,7 RED - 6 BLUE,7 RED - 6 BLUE,-18.0,-10.0,18.0
702,7 RED - 7 BLUE,7 BLUE - 7 RED,-10.0,-2.0,18.0
703,7 RED - 7 BLUE,7 RED - 7 BLUE,-10.0,-2.0,18.0
704,7 RED - 8 BLUE,7 RED - 8 BLUE,-12.0,6.0,-4.0
705,7 RED - 8 BLUE,8 BLUE - 7 RED,0.0,6.0,-14.0
706,7 RED - 9 BLUE,7 RED - 9 BLUE,-6.0,6.0,-4.0
707,7 RED - 9 BLUE,9 BLUE - 7 RED,-12.0,22.0,0.0
708,8 BLUE - 1 BLUE,1 BLUE - 8 BLUE,6.0,-10.0,-8.0
709,8 BLUE - 1 BLUE,8 BLUE - 1 BLUE,-8.0,-10.0,4.0
710,8 BLUE - 1 GREEN,1 GREEN - 8 BLUE,-6.0,-10.0,-8.0
711,8 BLUE - 1 GREEN,8 BLUE - 1 GREEN,-8.0,-2.0,-4.0
712,8 BLUE - 13 BLUE,13 BLUE - 8 BLUE,-12.0,14.0,-2.0
713,8 BLUE - 13 BLUE,8 BLUE - 13 BLUE,-6.0,14.0,-2.0
714,8 BLUE - 2 BLUE,2 BLUE - 8 BLUE,14.0,-2.0,-18.0
715,8 BLUE - 2 BLUE,8 BLUE - 2 BLUE,8.0,6.0,-16.0
716,8 BLUE - 2 GREEN,2 GREEN - 8 BLUE,20.0,-10.0,-20.0
717,8 BLUE - 2 GREEN,8 BLUE - 2 GREEN,-14.0,6.0,-12.0
718,8 BLUE - 3 GREEN,3 GREEN - 8 BLUE,-2.0,-10.0,4.0
719,8 BLUE - 3 GREEN,8 BLUE - 3 GREEN,-8.0,-10.0,4.0
720,8 BLUE - 4 GREEN,4 GREEN - 8 BLUE,4.0,-10.0,-6.0
721,8 BLUE - 4 GREEN,8 BLUE - 4 GREEN,-10.0,-2.0,-4.0
722,8 BLUE - 5 GREEN,5 GREEN - 8 BLUE,-6.0,6.0,-14.0
723,8 BLUE - 5 GREEN,8 BLUE - 5 GREEN,-6.0,6.0,-16.0
724,8 BLUE - 6 GREEN,6 GREEN - 8 BLUE,-10.0,-10.0,-16.0
725,8 BLUE - 6 GREEN,8 BLUE - 6 GREEN,14.0,-10.0,-20.0
726,8 BLUE - 7 GREEN,7 GREEN - 8 BLUE,12.0,-10.0,-18.0
727,8 BLUE - 7 GREEN,8 BLUE - 7 GREEN,0.0,-10.0,-18.0
728,8 BLUE - 8 GREEN,8 BLUE - 8 GREEN,-8.0,-2.0,-14.0
729,8 BLUE - 8 GREEN,8 GREEN - 8 BLUE,8.0,-2.0,-18.0
730,8 BLUE - 9 BLUE,8 BLUE - 9 BLUE,-6.0,-2.0,-6.0
731,8 BLUE - 9 BLUE,9 BLUE - 8 BLUE,-6.0,-2.0,-6.0
732,8 RED - 1 BLUE,1 BLUE - 8 RED,-4.0,14.0,-14.0
733,8 RED - 1 BLUE,8 RED - 1 BLUE,6.0,-2.0,-16.0
734,8 RED - 1 RED,1 RED - 8 RED,-20.0,-10.0,40.0
735,8 RED - 1 RED,8 RED - 1 RED,-20.0,-10.0,40.0
736,8 RED - 10 BLUE,10 BLUE - 8 RED,-16.0,6.0,-10.0
737,8 RED - 10 BLUE,8 RED - 10 BLUE,-18.0,-10.0,18.0
738,8 RED - 10 RED,10 RED - 8 RED,-16.0,6.0,20.0
739,8 RED - 10 RED,8 RED - 10 RED,-16.0,6.0,20.0
740,8 RED - 11 BLUE,11 BLUE - 8 RED,-16.0,-2.0,18.0
741,8 RED - 11 BLUE,8 RED - 11 BLUE,-16.0,-2.0,18.0
742,8 RED - 11 RED,11 RED - 8 RED,-16.0,6.0,20.0
743,8 RED - 11 RED,8 RED - 11 RED,-16.0,6.0,20.0
744,8 RED - 12 BLUE,12 BLUE - 8 RED,-10.0,-2.0,18.0
745,8 RED - 12 BLUE,8 RED - 12 BLUE,-10.0,-2.0,18.0
746,8 RED - 12 RED,12 RED - 8 RED,-20.0,-10.0,40.0
747,8 RED - 12 RED,8 RED - 12 RED,-18.0,-2.0,30.0
748,8 RED - 13 BLUE,13 BLUE - 8 RED,-14.0,6.0,8.0
749,8 RED - 13 BLUE,8 RED - 13 BLUE,-14.0,-2.0,6.0
750,8 RED - 2 BLUE,2 BLUE - 8 RED,-12.0,22.0,-10.0
751,8 RED - 2 BLUE,8 RED - 2 BLUE,-12.0,-10.0,-2.0
752,8 RED - 2 RED,2 RED - 8 RED,-16.0,6.0,20.0
753,8 RED - 2 RED,8 RED - 2 RED,-18.0,-2.0,30.0
754,8 RED - 3 BLUE,3 BLUE - 8 RED,-14.0,6.0,8.0
755,8 RED - 3 BLUE,8 RED - 3 BLUE,-12.0,-10.0,8.0
756,8 RED - 4 BLUE,4 BLUE - 8 RED,-4.0,14.0,-14.0
757,8 RED - 4 BLUE,8 RED - 4 BLUE,-2.0,-2.0,-14.0
758,8 RED - 4 RED,4 RED - 8 RED,-14.0,14.0,10.0
759,8 RED - 4 RED,8 RED - 4 RED,-14.0,14.0,10.0
760,8 RED - 5 BLUE,5 BLUE - 8 RED,-14.0,6.0,8.0
761,8 RED - 5 BLUE,8 RED - 5 BLUE,-12.0,-10.0,8.0
762,8 RED - 5 RED,5 RED - 8 RED,-12.0,22.0,0.0
763,8 RED - 5 RED,8 RED - 5 RED,-12.0,22.0,0.0
764,8 RED - 6 BLUE,6 BLUE - 8 RED,-16.0,-2.0,18.0
765,8 RED - 6 BLUE,8 RED - 6 BLUE,-18.0,-10.0,18.0
766,8 RED - 7 BLUE,7 BLUE - 8 RED,-14.0,14.0,0.0
767,8 RED - 7 BLUE,8 RED - 7 BLUE,-18.0,-2.0,10.0
768,8 RED - 7 RED,7 RED - 8 RED,-18.0,-2.0,30.0
769,8 RED - 7 RED,8 RED - 7 RED,-18.0,-2.0,30.0
770,8 RED - 8 BLUE,8 BLUE - 8 RED,-14.0,14.0,10.0
771,8 RED - 8 BLUE,8 RED - 8 BLUE,-18.0,-2.0,10.0
772,8 RED - 9 BLUE,8 RED - 9 BLUE,-16.0,-10.0,6.0
773,8 RED - 9 BLUE,9 BLUE - 8 RED,-8.0,-2.0,-14.0
774,8 RED - Jester,8 RED - Jester,-10.0,6.0,-16.0
775,8 RED - Jester,Jester - 8 RED,-10.0,6.0,-16.0
776,9 BLUE - 1 BLUE,1 BLUE - 9 BLUE,-8.0,-10.0,4.0
777,9 BLUE - 1 BLUE,9 BLUE - 1 BLUE,-16.0,-10.0,16.0
778,9 BLUE - 1 GREEN,1 GREEN - 9 BLUE,14.0,-10.0,-20.0
779,9 BLUE - 1 GREEN,9 BLUE - 1 GREEN,-6.0,6.0,-14.0
780,9 BLUE - 13 BLUE,13 BLUE - 9 BLUE,-12.0,-10.0,28.0
781,9 BLUE - 13 BLUE,9 BLUE - 13 BLUE,-4.0,-10.0,16.0
782,9 BLUE - 2 GREEN,2 GREEN - 9 BLUE,14.0,-10.0,-20.0
783,9 BLUE - 2 GREEN,9 BLUE - 2 GREEN,12.0,-10.0,-18.0
784,9 BLUE - 3 GREEN,3 GREEN - 9 BLUE,8.0,-2.0,-18.0
785,9 BLUE - 3 GREEN,9 BLUE - 3 GREEN,-4.0,-2.0,-18.0
786,9 BLUE - 4 GREEN,4 GREEN - 9 BLUE,4.0,-10.0,-8.0
787,9 BLUE - 4 GREEN,9 BLUE - 4 GREEN,-16.0,-10.0,-4.0
788,9 BLUE - 5 GREEN,5 GREEN - 9 BLUE,-8.0,-10.0,4.0
789,9 BLUE - 5 GREEN,9 BLUE - 5 GREEN,-10.0,-10.0,6.0
790,9 BLUE - 6 GREEN,6 GREEN - 9 BLUE,-6.0,-2.0,-16.0
791,9 BLUE - 6 GREEN,9 BLUE - 6 GREEN,-6.0,-2.0,-16.0
792,9 BLUE - 7 GREEN,7 GREEN - 9 BLUE,14.0,-2.0,-18.0
793,9 BLUE - 7 GREEN,9 BLUE - 7 GREEN,6.0,-2.0,-16.0
794,9 BLUE - 8 GREEN,8 GREEN - 9 BLUE,-14.0,-2.0,-6.0
795,9 BLUE - 8 GREEN,9 BLUE - 8 GREEN,-8.0,-2.0,-4.0
796,9 BLUE - 9 GREEN,9 BLUE - 9 GREEN,-6.0,14.0,-2.0
797,9 BLUE - 9 GREEN,9 GREEN - 9 BLUE,-12.0,-2.0,-6.0
798,9 RED - 1 BLUE,1 BLUE - 9 RED,-6.0,14.0,-2.0
799,9 RED - 1 BLUE,9 RED - 1 BLUE,-18.0,-10.0,-2.0
800,9 RED - 1 RED,1 RED - 9 RED,-12.0,6.0,-4.0
801,9 RED - 1 RED,9 RED - 1 RED,-12.0,6.0,-4.0
802,9 RED - 10 BLUE,10 BLUE - 9 RED,-10.0,-10.0,6.0
803,9 RED - 10 BLUE,9 RED - 10 BLUE,-10.0,-2.0,18.0
804,9 RED - 10 RED,10 RED - 9 RED,-16.0,6.0,20.0
805,9 RED - 10 RED,9 RED - 10 RED,-16.0,6.0,20.0
806,9 RED - 11 BLUE,11 BLUE - 9 RED,-16.0,6.0,20.0
807,9 RED - 11 BLUE,9 RED - 11 BLUE,-10.0,-2.0,18.0
808,9 RED - 11 RED,11 RED - 9 RED,-18.0,-2.0,30.0
809,9 RED - 11 RED,9 RED - 11 RED,-18.0,-2.0,30.0
810,9 RED - 12 BLUE,12 BLUE - 9 RED,-18.0,-2.0,30.0
811,9 RED - 12 BLUE,9 RED - 12 BLUE,-18.0,-10.0,28.0
812,9 RED - 12 RED,12 RED - 9 RED,-18.0,-2.0,30.0
813,9 RED - 12 RED,9 RED - 12 RED,-18.0,-2.0,30.0
814,9 RED - 13 BLUE,13 BLUE - 9 RED,-20.0,-10.0,40.0
815,9 RED - 13 BLUE,9 RED - 13 BLUE,-20.0,-10.0,40.0
816,9 RED - 2 BLUE,2 BLUE - 9 RED,2.0,6.0,-16.0
817,9 RED - 2 BLUE,9 RED - 2 BLUE,0.0,-2.0,-16.0
818,9 RED - 2 RED,2 RED - 9 RED,-16.0,6.0,20.0
819,9 RED - 2 RED,9 RED - 2 RED,-18.0,-2.0,30.0
820,9 RED - 3 BLUE,3 BLUE - 9 RED,-4.0,22.0,-12.0
821,9 RED - 3 BLUE,9 RED - 3 BLUE,-4.0,22.0,-12.0
822,9 RED - 3 RED,3 RED - 9 RED,-8.0,6.0,8.0
823,9 RED - 3 RED,9 RED - 3 RED,-8.0,6.0,8.0
824,9 RED - 4 BLUE,4 BLUE - 9 RED,-14.0,6.0,-12.0
825,9 RED - 4 BLUE,9 RED - 4 BLUE,-18.0,-10.0,-12.0
826,9 RED - 4 RED,4 RED - 9 RED,-14.0,6.0,8.0
827,9 RED - 4 RED,9 RED - 4 RED,-14.0,6.0,8.0
828,9 RED - 5 BLUE,5 BLUE - 9 RED,-8.0,6.0,-2.0
829,9 RED - 5 BLUE,9 RED - 5 BLUE,-4.0,-10.0,6.0
830,9 RED - 5 RED,5 RED - 9 RED,-20.0,-10.0,30.0
831,9 RED - 5 RED,9 RED - 5 RED,-20.0,-10.0,30.0
