,tested_combination,combination_played_order,score_prediction_0,score_prediction_1,score_prediction_2
249,12 BLUE - 9 GREEN,9 GREEN - 12 BLUE,6.0,-10.0,-8.0
244,12 BLUE - 8 GREEN,12 BLUE - 8 GREEN,-16.0,-2.0,8.0
245,12 BLUE - 8 GREEN,8 GREEN - 12 BLUE,-16.0,-10.0,4.0
242,12 BLUE - 7 GREEN,12 BLUE - 7 GREEN,-6.0,-10.0,-18.0
243,12 BLUE - 7 GREEN,7 GREEN - 12 BLUE,2.0,-10.0,-20.0
240,12 BLUE - 6 GREEN,12 BLUE - 6 GREEN,-6.0,-2.0,-6.0
241,12 BLUE - 6 GREEN,6 GREEN - 12 BLUE,0.0,-2.0,-6.0
238,12 BLUE - 5 GREEN,12 BLUE - 5 GREEN,-14.0,-2.0,6.0
239,12 BLUE - 5 GREEN,5 GREEN - 12 BLUE,-2.0,-2.0,6.0
237,12 BLUE - 4 GREEN,4 GREEN - 12 BLUE,-2.0,-2.0,6.0
236,12 BLUE - 4 GREEN,12 BLUE - 4 GREEN,-10.0,-2.0,8.0
234,12 BLUE - 3 GREEN,12 BLUE - 3 GREEN,-4.0,6.0,-16.0
235,12 BLUE - 3 GREEN,3 GREEN - 12 BLUE,2.0,-2.0,-18.0
233,12 BLUE - 2 GREEN,2 GREEN - 12 BLUE,6.0,-10.0,-8.0
232,12 BLUE - 2 GREEN,12 BLUE - 2 GREEN,-14.0,-2.0,-4.0
225,12 BLUE - 1 GREEN,12 BLUE - 1 GREEN,-6.0,-2.0,-18.0
224,12 BLUE - 1 GREEN,1 GREEN - 12 BLUE,12.0,-10.0,-18.0
141,11 BLUE - 12 BLUE,12 BLUE - 11 BLUE,-16.0,-2.0,18.0
140,11 BLUE - 12 BLUE,11 BLUE - 12 BLUE,-16.0,-2.0,18.0
135,11 BLUE - 10 BLUE,11 BLUE - 10 BLUE,0.0,-10.0,-8.0
134,11 BLUE - 10 BLUE,10 BLUE - 11 BLUE,0.0,-10.0,-8.0
167,11 BLUE - 9 BLUE,9 BLUE - 11 BLUE,-8.0,6.0,8.0
166,11 BLUE - 9 BLUE,11 BLUE - 9 BLUE,-8.0,6.0,8.0
162,11 BLUE - 8 BLUE,11 BLUE - 8 BLUE,-4.0,-10.0,-20.0
163,11 BLUE - 8 BLUE,8 BLUE - 11 BLUE,8.0,-10.0,-20.0
157,11 BLUE - 6 BLUE,6 BLUE - 11 BLUE,14.0,-10.0,-20.0
156,11 BLUE - 6 BLUE,11 BLUE - 6 BLUE,2.0,-10.0,-20.0
152,11 BLUE - 5 BLUE,11 BLUE - 5 BLUE,-2.0,-10.0,4.0
153,11 BLUE - 5 BLUE,5 BLUE - 11 BLUE,-2.0,-10.0,4.0
148,11 BLUE - 4 BLUE,11 BLUE - 4 BLUE,-10.0,-10.0,16.0
149,11 BLUE - 4 BLUE,4 BLUE - 11 BLUE,-10.0,-10.0,16.0
142,11 BLUE - 2 BLUE,11 BLUE - 2 BLUE,-12.0,-2.0,-6.0
143,11 BLUE - 2 BLUE,2 BLUE - 11 BLUE,0.0,-2.0,-6.0
130,11 BLUE - 1 BLUE,1 BLUE - 11 BLUE,8.0,-10.0,-20.0
131,11 BLUE - 1 BLUE,11 BLUE - 1 BLUE,-10.0,-10.0,-20.0
138,11 BLUE - 11 GREEN,11 BLUE - 11 GREEN,-16.0,-2.0,-4.0
139,11 BLUE - 11 GREEN,11 GREEN - 11 BLUE,-16.0,-2.0,-4.0
137,11 BLUE - 10 GREEN,11 BLUE - 10 GREEN,-16.0,6.0,-2.0
136,11 BLUE - 10 GREEN,10 GREEN - 11 BLUE,-18.0,-2.0,-2.0
169,11 BLUE - 9 GREEN,9 GREEN - 11 BLUE,4.0,-10.0,4.0
168,11 BLUE - 9 GREEN,11 BLUE - 9 GREEN,-2.0,-2.0,6.0
164,11 BLUE - 8 GREEN,11 BLUE - 8 GREEN,-12.0,-10.0,-18.0
165,11 BLUE - 8 GREEN,8 GREEN - 11 BLUE,-4.0,-10.0,-20.0
160,11 BLUE - 7 GREEN,11 BLUE - 7 GREEN,-14.0,14.0,10.0
161,11 BLUE - 7 GREEN,7 GREEN - 11 BLUE,-14.0,-2.0,6.0
158,11 BLUE - 6 GREEN,11 BLUE - 6 GREEN,-14.0,-2.0,6.0
159,11 BLUE - 6 GREEN,6 GREEN - 11 BLUE,-14.0,-2.0,6.0
155,11 BLUE - 5 GREEN,5 GREEN - 11 BLUE,-2.0,-2.0,6.0
154,11 BLUE - 5 GREEN,11 BLUE - 5 GREEN,-8.0,-2.0,6.0
151,11 BLUE - 4 GREEN,4 GREEN - 11 BLUE,2.0,14.0,-14.0
150,11 BLUE - 4 GREEN,11 BLUE - 4 GREEN,-4.0,14.0,-14.0
146,11 BLUE - 3 GREEN,11 BLUE - 3 GREEN,0.0,6.0,-14.0
147,11 BLUE - 3 GREEN,3 GREEN - 11 BLUE,2.0,6.0,-16.0
144,11 BLUE - 2 GREEN,11 BLUE - 2 GREEN,-18.0,-10.0,-2.0
145,11 BLUE - 2 GREEN,2 GREEN - 11 BLUE,12.0,-10.0,-8.0
132,11 BLUE - 1 GREEN,1 GREEN - 11 BLUE,6.0,-10.0,-8.0
133,11 BLUE - 1 GREEN,11 BLUE - 1 GREEN,-6.0,6.0,-4.0
58,10 BLUE - 12 BLUE,10 BLUE - 12 BLUE,-16.0,-2.0,18.0
59,10 BLUE - 12 BLUE,12 BLUE - 10 BLUE,-16.0,-2.0,18.0
81,10 BLUE - 9 BLUE,9 BLUE - 10 BLUE,-18.0,-10.0,28.0
80,10 BLUE - 9 BLUE,10 BLUE - 9 BLUE,-18.0,-10.0,28.0
72,10 BLUE - 6 BLUE,10 BLUE - 6 BLUE,-4.0,-10.0,-20.0
73,10 BLUE - 6 BLUE,6 BLUE - 10 BLUE,2.0,-10.0,-20.0
69,10 BLUE - 5 BLUE,5 BLUE - 10 BLUE,2.0,-2.0,-18.0
68,10 BLUE - 5 BLUE,10 BLUE - 5 BLUE,-14.0,-2.0,6.0
61,10 BLUE - 2 BLUE,2 BLUE - 10 BLUE,0.0,-10.0,-8.0
60,10 BLUE - 2 BLUE,10 BLUE - 2 BLUE,-8.0,-10.0,4.0
56,10 BLUE - 10 GREEN,10 BLUE - 10 GREEN,-10.0,-2.0,-16.0
57,10 BLUE - 10 GREEN,10 GREEN - 10 BLUE,-16.0,-2.0,-14.0
82,10 BLUE - 9 GREEN,10 BLUE - 9 GREEN,-8.0,-2.0,6.0
83,10 BLUE - 9 GREEN,9 GREEN - 10 BLUE,-8.0,-2.0,6.0
78,10 BLUE - 8 GREEN,10 BLUE - 8 GREEN,-6.0,6.0,-4.0
79,10 BLUE - 8 GREEN,8 GREEN - 10 BLUE,-2.0,-2.0,-4.0
77,10 BLUE - 7 GREEN,7 GREEN - 10 BLUE,0.0,-2.0,-6.0
76,10 BLUE - 7 GREEN,10 BLUE - 7 GREEN,-16.0,-2.0,-2.0
75,10 BLUE - 6 GREEN,6 GREEN - 10 BLUE,14.0,-10.0,-20.0
74,10 BLUE - 6 GREEN,10 BLUE - 6 GREEN,2.0,-10.0,-20.0
71,10 BLUE - 5 GREEN,5 GREEN - 10 BLUE,2.0,6.0,-16.0
70,10 BLUE - 5 GREEN,10 BLUE - 5 GREEN,-12.0,22.0,-10.0
67,10 BLUE - 4 GREEN,4 GREEN - 10 BLUE,-6.0,-2.0,-6.0
66,10 BLUE - 4 GREEN,10 BLUE - 4 GREEN,-6.0,6.0,-4.0
65,10 BLUE - 3 GREEN,3 GREEN - 10 BLUE,-16.0,6.0,-10.0
64,10 BLUE - 3 GREEN,10 BLUE - 3 GREEN,14.0,-2.0,-18.0
63,10 BLUE - 2 GREEN,2 GREEN - 10 BLUE,-4.0,-2.0,-18.0
62,10 BLUE - 2 GREEN,10 BLUE - 2 GREEN,-4.0,14.0,-14.0
55,10 BLUE - 1 GREEN,10 BLUE - 1 GREEN,-8.0,-2.0,-4.0
54,10 BLUE - 1 GREEN,1 GREEN - 10 BLUE,0.0,-2.0,-6.0
812,9 BLUE - 9 GREEN,9 BLUE - 9 GREEN,-14.0,-2.0,-14.0
813,9 BLUE - 9 GREEN,9 GREEN - 9 BLUE,2.0,6.0,-16.0
811,9 BLUE - 8 GREEN,9 BLUE - 8 GREEN,-6.0,-10.0,-18.0
810,9 BLUE - 8 GREEN,8 GREEN - 9 BLUE,8.0,-2.0,-18.0
809,9 BLUE - 7 GREEN,9 BLUE - 7 GREEN,-16.0,6.0,-2.0
808,9 BLUE - 7 GREEN,7 GREEN - 9 BLUE,-2.0,-2.0,-4.0
807,9 BLUE - 6 GREEN,9 BLUE - 6 GREEN,0.0,-10.0,-20.0
806,9 BLUE - 6 GREEN,6 GREEN - 9 BLUE,0.0,-10.0,-20.0
804,9 BLUE - 5 GREEN,5 GREEN - 9 BLUE,2.0,-10.0,-20.0
805,9 BLUE - 5 GREEN,9 BLUE - 5 GREEN,0.0,-10.0,-18.0
803,9 BLUE - 4 GREEN,9 BLUE - 4 GREEN,-8.0,-10.0,-6.0
802,9 BLUE - 4 GREEN,4 GREEN - 9 BLUE,-2.0,-10.0,-8.0
800,9 BLUE - 3 GREEN,3 GREEN - 9 BLUE,8.0,-2.0,-18.0
801,9 BLUE - 3 GREEN,9 BLUE - 3 GREEN,2.0,-10.0,-20.0
799,9 BLUE - 2 GREEN,9 BLUE - 2 GREEN,-12.0,-2.0,-16.0
798,9 BLUE - 2 GREEN,2 GREEN - 9 BLUE,14.0,-10.0,-20.0
796,9 BLUE - 1 GREEN,1 GREEN - 9 BLUE,6.0,-2.0,-6.0
797,9 BLUE - 1 GREEN,9 BLUE - 1 GREEN,-8.0,6.0,-2.0
738,8 BLUE - 12 BLUE,12 BLUE - 8 BLUE,-18.0,-2.0,30.0
739,8 BLUE - 12 BLUE,8 BLUE - 12 BLUE,-18.0,-2.0,30.0
736,8 BLUE - 10 BLUE,10 BLUE - 8 BLUE,-6.0,-2.0,-6.0
737,8 BLUE - 10 BLUE,8 BLUE - 10 BLUE,-6.0,-2.0,-6.0
762,8 BLUE - 9 BLUE,8 BLUE - 9 BLUE,-8.0,-2.0,6.0
763,8 BLUE - 9 BLUE,9 BLUE - 8 BLUE,-8.0,-2.0,6.0
755,8 BLUE - 6 BLUE,8 BLUE - 6 BLUE,0.0,-2.0,-6.0
754,8 BLUE - 6 BLUE,6 BLUE - 8 BLUE,0.0,-2.0,-6.0
751,8 BLUE - 5 BLUE,8 BLUE - 5 BLUE,6.0,-10.0,-8.0
750,8 BLUE - 5 BLUE,5 BLUE - 8 BLUE,12.0,-10.0,-8.0
747,8 BLUE - 4 BLUE,8 BLUE - 4 BLUE,8.0,-10.0,-20.0
746,8 BLUE - 4 BLUE,4 BLUE - 8 BLUE,14.0,-10.0,-20.0
741,8 BLUE - 2 BLUE,8 BLUE - 2 BLUE,-2.0,-10.0,4.0
740,8 BLUE - 2 BLUE,2 BLUE - 8 BLUE,6.0,-10.0,-8.0
761,8 BLUE - 8 GREEN,8 GREEN - 8 BLUE,-4.0,6.0,-16.0
760,8 BLUE - 8 GREEN,8 BLUE - 8 GREEN,8.0,6.0,-16.0
759,8 BLUE - 7 GREEN,8 BLUE - 7 GREEN,-14.0,-2.0,-6.0
758,8 BLUE - 7 GREEN,7 GREEN - 8 BLUE,-14.0,-10.0,-6.0
757,8 BLUE - 6 GREEN,8 BLUE - 6 GREEN,-2.0,-2.0,-14.0
756,8 BLUE - 6 GREEN,6 GREEN - 8 BLUE,20.0,-10.0,-20.0
753,8 BLUE - 5 GREEN,8 BLUE - 5 GREEN,-2.0,-10.0,-18.0
752,8 BLUE - 5 GREEN,5 GREEN - 8 BLUE,0.0,-10.0,-18.0
749,8 BLUE - 4 GREEN,8 BLUE - 4 GREEN,2.0,-2.0,-18.0
748,8 BLUE - 4 GREEN,4 GREEN - 8 BLUE,-6.0,-2.0,-16.0
744,8 BLUE - 3 GREEN,3 GREEN - 8 BLUE,-4.0,-2.0,-18.0
745,8 BLUE - 3 GREEN,8 BLUE - 3 GREEN,-6.0,6.0,-14.0
742,8 BLUE - 2 GREEN,2 GREEN - 8 BLUE,-18.0,-2.0,10.0
743,8 BLUE - 2 GREEN,8 BLUE - 2 GREEN,-2.0,-2.0,6.0
735,8 BLUE - 1 GREEN,8 BLUE - 1 GREEN,12.0,-10.0,-18.0
734,8 BLUE - 1 GREEN,1 GREEN - 8 BLUE,12.0,-10.0,-18.0
679,7 BLUE - 13 BLUE,7 BLUE - 13 BLUE,-10.0,-10.0,-4.0
678,7 BLUE - 13 BLUE,13 BLUE - 7 BLUE,-18.0,-10.0,8.0
677,7 BLUE - 12 BLUE,7 BLUE - 12 BLUE,0.0,-10.0,-18.0
676,7 BLUE - 12 BLUE,12 BLUE - 7 BLUE,-8.0,-10.0,-6.0
674,7 BLUE - 11 BLUE,11 BLUE - 7 BLUE,-2.0,-10.0,-6.0
675,7 BLUE - 11 BLUE,7 BLUE - 11 BLUE,6.0,-10.0,-18.0
672,7 BLUE - 10 BLUE,10 BLUE - 7 BLUE,-14.0,-2.0,6.0
673,7 BLUE - 10 BLUE,7 BLUE - 10 BLUE,-14.0,-2.0,6.0
705,7 BLUE - 9 BLUE,9 BLUE - 7 BLUE,-12.0,-2.0,-6.0
704,7 BLUE - 9 BLUE,7 BLUE - 9 BLUE,-12.0,-2.0,-6.0
702,7 BLUE - 8 BLUE,7 BLUE - 8 BLUE,-8.0,-10.0,4.0
703,7 BLUE - 8 BLUE,8 BLUE - 7 BLUE,-8.0,-10.0,4.0
697,7 BLUE - 6 BLUE,7 BLUE - 6 BLUE,-2.0,-10.0,4.0
696,7 BLUE - 6 BLUE,6 BLUE - 7 BLUE,-2.0,-10.0,4.0
693,7 BLUE - 5 BLUE,7 BLUE - 5 BLUE,-18.0,-10.0,28.0
692,7 BLUE - 5 BLUE,5 BLUE - 7 BLUE,-18.0,-10.0,28.0
688,7 BLUE - 4 BLUE,4 BLUE - 7 BLUE,6.0,-10.0,-8.0
689,7 BLUE - 4 BLUE,7 BLUE - 4 BLUE,0.0,-10.0,-8.0
685,7 BLUE - 3 BLUE,7 BLUE - 3 BLUE,-2.0,-10.0,4.0
684,7 BLUE - 3 BLUE,3 BLUE - 7 BLUE,6.0,-10.0,-8.0
680,7 BLUE - 2 BLUE,2 BLUE - 7 BLUE,12.0,-10.0,-8.0
681,7 BLUE - 2 BLUE,7 BLUE - 2 BLUE,6.0,-10.0,-8.0
668,7 BLUE - 1 BLUE,1 BLUE - 7 BLUE,4.0,-10.0,4.0
669,7 BLUE - 1 BLUE,7 BLUE - 1 BLUE,4.0,-10.0,4.0
700,7 BLUE - 7 GREEN,7 BLUE - 7 GREEN,0.0,-10.0,-18.0
701,7 BLUE - 7 GREEN,7 GREEN - 7 BLUE,6.0,-2.0,-16.0
699,7 BLUE - 6 GREEN,7 BLUE - 6 GREEN,6.0,-10.0,-18.0
698,7 BLUE - 6 GREEN,6 GREEN - 7 BLUE,2.0,-10.0,-20.0
695,7 BLUE - 5 GREEN,7 BLUE - 5 GREEN,6.0,-2.0,-6.0
694,7 BLUE - 5 GREEN,5 GREEN - 7 BLUE,-2.0,-2.0,-4.0
690,7 BLUE - 4 GREEN,4 GREEN - 7 BLUE,-6.0,14.0,-12.0
691,7 BLUE - 4 GREEN,7 BLUE - 4 GREEN,-4.0,14.0,-14.0
687,7 BLUE - 3 GREEN,7 BLUE - 3 GREEN,0.0,-10.0,-18.0
686,7 BLUE - 3 GREEN,3 GREEN - 7 BLUE,8.0,-10.0,-20.0
683,7 BLUE - 2 GREEN,7 BLUE - 2 GREEN,0.0,-2.0,-16.0
682,7 BLUE - 2 GREEN,2 GREEN - 7 BLUE,2.0,-2.0,-18.0
670,7 BLUE - 1 GREEN,1 GREEN - 7 BLUE,14.0,-2.0,-18.0
671,7 BLUE - 1 GREEN,7 BLUE - 1 GREEN,0.0,-2.0,-16.0
610,6 BLUE - 12 BLUE,12 BLUE - 6 BLUE,-16.0,-2.0,8.0
611,6 BLUE - 12 BLUE,6 BLUE - 12 BLUE,0.0,-2.0,-16.0
625,6 BLUE - 9 BLUE,9 BLUE - 6 BLUE,-10.0,-10.0,16.0
624,6 BLUE - 9 BLUE,6 BLUE - 9 BLUE,-2.0,-10.0,4.0
619,6 BLUE - 5 BLUE,6 BLUE - 5 BLUE,-10.0,-10.0,-20.0
618,6 BLUE - 5 BLUE,5 BLUE - 6 BLUE,-10.0,-10.0,-20.0
622,6 BLUE - 6 GREEN,6 BLUE - 6 GREEN,4.0,-10.0,-6.0
623,6 BLUE - 6 GREEN,6 GREEN - 6 BLUE,0.0,-10.0,-8.0
620,6 BLUE - 5 GREEN,5 GREEN - 6 BLUE,0.0,-10.0,-8.0
621,6 BLUE - 5 GREEN,6 BLUE - 5 GREEN,6.0,-10.0,-8.0
616,6 BLUE - 4 GREEN,4 GREEN - 6 BLUE,6.0,-10.0,-18.0
617,6 BLUE - 4 GREEN,6 BLUE - 4 GREEN,8.0,-10.0,-20.0
615,6 BLUE - 3 GREEN,6 BLUE - 3 GREEN,6.0,-10.0,-20.0
614,6 BLUE - 3 GREEN,3 GREEN - 6 BLUE,-4.0,-10.0,-20.0
613,6 BLUE - 2 GREEN,6 BLUE - 2 GREEN,20.0,-10.0,-20.0
612,6 BLUE - 2 GREEN,2 GREEN - 6 BLUE,14.0,-10.0,-20.0
609,6 BLUE - 1 GREEN,6 BLUE - 1 GREEN,-6.0,-2.0,-16.0
608,6 BLUE - 1 GREEN,1 GREEN - 6 BLUE,8.0,-2.0,-18.0
544,5 BLUE - 12 BLUE,12 BLUE - 5 BLUE,-16.0,-10.0,-4.0
545,5 BLUE - 12 BLUE,5 BLUE - 12 BLUE,-10.0,-10.0,-4.0
555,5 BLUE - 9 BLUE,9 BLUE - 5 BLUE,-12.0,-10.0,-8.0
554,5 BLUE - 9 BLUE,5 BLUE - 9 BLUE,-12.0,-10.0,-8.0
552,5 BLUE - 5 GREEN,5 BLUE - 5 GREEN,14.0,-2.0,-18.0
553,5 BLUE - 5 GREEN,5 GREEN - 5 BLUE,6.0,-10.0,-18.0
550,5 BLUE - 4 GREEN,4 GREEN - 5 BLUE,4.0,-10.0,4.0
551,5 BLUE - 4 GREEN,5 BLUE - 4 GREEN,4.0,-10.0,4.0
548,5 BLUE - 3 GREEN,3 GREEN - 5 BLUE,14.0,-10.0,-20.0
549,5 BLUE - 3 GREEN,5 BLUE - 3 GREEN,8.0,-2.0,-18.0
546,5 BLUE - 2 GREEN,2 GREEN - 5 BLUE,14.0,-2.0,-18.0
547,5 BLUE - 2 GREEN,5 BLUE - 2 GREEN,-4.0,6.0,-16.0
542,5 BLUE - 1 GREEN,1 GREEN - 5 BLUE,12.0,-10.0,-18.0
543,5 BLUE - 1 GREEN,5 BLUE - 1 GREEN,0.0,-10.0,-18.0
488,4 BLUE - 12 BLUE,12 BLUE - 4 BLUE,-6.0,-2.0,-6.0
489,4 BLUE - 12 BLUE,4 BLUE - 12 BLUE,6.0,-10.0,-8.0
487,4 BLUE - 10 BLUE,4 BLUE - 10 BLUE,0.0,-10.0,-8.0
486,4 BLUE - 10 BLUE,10 BLUE - 4 BLUE,-8.0,-2.0,6.0
502,4 BLUE - 9 BLUE,4 BLUE - 9 BLUE,0.0,-10.0,-8.0
503,4 BLUE - 9 BLUE,9 BLUE - 4 BLUE,-6.0,6.0,-4.0
500,4 BLUE - 6 BLUE,4 BLUE - 6 BLUE,-12.0,-2.0,-6.0
501,4 BLUE - 6 BLUE,6 BLUE - 4 BLUE,-12.0,6.0,-4.0
498,4 BLUE - 5 BLUE,4 BLUE - 5 BLUE,-2.0,-10.0,4.0
499,4 BLUE - 5 BLUE,5 BLUE - 4 BLUE,-2.0,-10.0,4.0
491,4 BLUE - 2 BLUE,4 BLUE - 2 BLUE,12.0,-10.0,-8.0
490,4 BLUE - 2 BLUE,2 BLUE - 4 BLUE,12.0,-10.0,-8.0
496,4 BLUE - 4 GREEN,4 BLUE - 4 GREEN,14.0,-10.0,-20.0
497,4 BLUE - 4 GREEN,4 GREEN - 4 BLUE,-6.0,-2.0,-16.0
495,4 BLUE - 3 GREEN,4 BLUE - 3 GREEN,6.0,-10.0,-18.0
494,4 BLUE - 3 GREEN,3 GREEN - 4 BLUE,20.0,-10.0,-20.0
493,4 BLUE - 2 GREEN,4 BLUE - 2 GREEN,8.0,-10.0,-20.0
492,4 BLUE - 2 GREEN,2 GREEN - 4 BLUE,20.0,-10.0,-20.0
484,4 BLUE - 1 GREEN,1 GREEN - 4 BLUE,6.0,-10.0,-8.0
485,4 BLUE - 1 GREEN,4 BLUE - 1 GREEN,-2.0,-10.0,-6.0
422,3 BLUE - 13 BLUE,13 BLUE - 3 BLUE,-6.0,-10.0,-8.0
423,3 BLUE - 13 BLUE,3 BLUE - 13 BLUE,0.0,-10.0,-8.0
420,3 BLUE - 12 BLUE,12 BLUE - 3 BLUE,-8.0,6.0,8.0
421,3 BLUE - 12 BLUE,3 BLUE - 12 BLUE,6.0,-2.0,-6.0
418,3 BLUE - 11 BLUE,11 BLUE - 3 BLUE,-12.0,6.0,-4.0
419,3 BLUE - 11 BLUE,3 BLUE - 11 BLUE,0.0,-10.0,-8.0
416,3 BLUE - 10 BLUE,10 BLUE - 3 BLUE,-10.0,-2.0,18.0
417,3 BLUE - 10 BLUE,3 BLUE - 10 BLUE,-10.0,-2.0,18.0
438,3 BLUE - 9 BLUE,3 BLUE - 9 BLUE,14.0,-10.0,-20.0
439,3 BLUE - 9 BLUE,9 BLUE - 3 BLUE,0.0,-10.0,-8.0
436,3 BLUE - 8 BLUE,3 BLUE - 8 BLUE,-6.0,-10.0,-8.0
437,3 BLUE - 8 BLUE,8 BLUE - 3 BLUE,-6.0,-2.0,-6.0
435,3 BLUE - 6 BLUE,6 BLUE - 3 BLUE,-6.0,-2.0,-6.0
434,3 BLUE - 6 BLUE,3 BLUE - 6 BLUE,-6.0,-2.0,-6.0
433,3 BLUE - 5 BLUE,5 BLUE - 3 BLUE,-6.0,-2.0,-6.0
432,3 BLUE - 5 BLUE,3 BLUE - 5 BLUE,12.0,-10.0,-8.0
431,3 BLUE - 4 BLUE,4 BLUE - 3 BLUE,14.0,-10.0,-20.0
430,3 BLUE - 4 BLUE,3 BLUE - 4 BLUE,14.0,-10.0,-20.0
425,3 BLUE - 2 BLUE,3 BLUE - 2 BLUE,0.0,-2.0,-6.0
424,3 BLUE - 2 BLUE,2 BLUE - 3 BLUE,0.0,-2.0,-6.0
413,3 BLUE - 1 BLUE,3 BLUE - 1 BLUE,14.0,-2.0,-18.0
412,3 BLUE - 1 BLUE,1 BLUE - 3 BLUE,14.0,-2.0,-18.0
428,3 BLUE - 3 GREEN,3 BLUE - 3 GREEN,0.0,-2.0,-6.0
429,3 BLUE - 3 GREEN,3 GREEN - 3 BLUE,0.0,-10.0,-8.0
426,3 BLUE - 2 GREEN,2 GREEN - 3 BLUE,8.0,-10.0,-20.0
427,3 BLUE - 2 GREEN,3 BLUE - 2 GREEN,8.0,-10.0,-20.0
415,3 BLUE - 1 GREEN,3 BLUE - 1 GREEN,14.0,-2.0,-18.0
414,3 BLUE - 1 GREEN,1 GREEN - 3 BLUE,-6.0,-2.0,-16.0
372,2 BLUE - 12 BLUE,12 BLUE - 2 BLUE,-6.0,-2.0,-6.0
373,2 BLUE - 12 BLUE,2 BLUE - 12 BLUE,14.0,-10.0,-20.0
381,2 BLUE - 9 BLUE,9 BLUE - 2 BLUE,8.0,-10.0,-20.0
380,2 BLUE - 9 BLUE,2 BLUE - 9 BLUE,20.0,-10.0,-20.0
379,2 BLUE - 6 BLUE,6 BLUE - 2 BLUE,0.0,-2.0,-6.0
378,2 BLUE - 6 BLUE,2 BLUE - 6 BLUE,6.0,-10.0,-8.0
377,2 BLUE - 5 BLUE,5 BLUE - 2 BLUE,-4.0,-10.0,16.0
376,2 BLUE - 5 BLUE,2 BLUE - 5 BLUE,-4.0,-10.0,16.0
375,2 BLUE - 2 GREEN,2 GREEN - 2 BLUE,14.0,-2.0,-18.0
374,2 BLUE - 2 GREEN,2 BLUE - 2 GREEN,8.0,-2.0,-18.0
370,2 BLUE - 1 GREEN,1 GREEN - 2 BLUE,6.0,-10.0,-18.0
371,2 BLUE - 1 GREEN,2 BLUE - 1 GREEN,2.0,-2.0,-18.0
5,1 BLUE - 12 BLUE,12 BLUE - 1 BLUE,-10.0,6.0,-16.0
4,1 BLUE - 12 BLUE,1 BLUE - 12 BLUE,-4.0,-2.0,-18.0
2,1 BLUE - 10 BLUE,1 BLUE - 10 BLUE,14.0,-10.0,-20.0
3,1 BLUE - 10 BLUE,10 BLUE - 1 BLUE,14.0,-10.0,-20.0
16,1 BLUE - 9 BLUE,1 BLUE - 9 BLUE,14.0,-10.0,-20.0
17,1 BLUE - 9 BLUE,9 BLUE - 1 BLUE,-16.0,-2.0,18.0
14,1 BLUE - 8 BLUE,1 BLUE - 8 BLUE,8.0,-2.0,-18.0
15,1 BLUE - 8 BLUE,8 BLUE - 1 BLUE,-6.0,-2.0,-6.0
12,1 BLUE - 6 BLUE,1 BLUE - 6 BLUE,14.0,-10.0,-20.0
13,1 BLUE - 6 BLUE,6 BLUE - 1 BLUE,2.0,-10.0,-20.0
10,1 BLUE - 5 BLUE,1 BLUE - 5 BLUE,14.0,-10.0,-20.0
11,1 BLUE - 5 BLUE,5 BLUE - 1 BLUE,14.0,-10.0,-20.0
9,1 BLUE - 4 BLUE,4 BLUE - 1 BLUE,-2.0,-10.0,4.0
8,1 BLUE - 4 BLUE,1 BLUE - 4 BLUE,4.0,-10.0,4.0
6,1 BLUE - 2 BLUE,1 BLUE - 2 BLUE,-2.0,-2.0,6.0
7,1 BLUE - 2 BLUE,2 BLUE - 1 BLUE,-2.0,-2.0,6.0
1,1 BLUE - 1 GREEN,1 GREEN - 1 BLUE,14.0,-10.0,-20.0
0,1 BLUE - 1 GREEN,1 BLUE - 1 GREEN,14.0,-10.0,-20.0
856,Jester - 13 RED,13 RED - Jester,-10.0,22.0,-12.0
857,Jester - 13 RED,Jester - 13 RED,-10.0,22.0,-12.0
852,Jester - 12 RED,12 RED - Jester,-10.0,22.0,-12.0
853,Jester - 12 RED,Jester - 12 RED,-10.0,22.0,-12.0
846,Jester - 10 RED,10 RED - Jester,-10.0,22.0,-12.0
847,Jester - 10 RED,Jester - 10 RED,-10.0,22.0,-12.0
887,Jester - 9 RED,Jester - 9 RED,-10.0,22.0,-12.0
886,Jester - 9 RED,9 RED - Jester,-10.0,22.0,-12.0
882,Jester - 8 RED,8 RED - Jester,-10.0,30.0,-10.0
883,Jester - 8 RED,Jester - 8 RED,-10.0,30.0,-10.0
879,Jester - 7 RED,Jester - 7 RED,-10.0,14.0,-14.0
878,Jester - 7 RED,7 RED - Jester,-4.0,14.0,-14.0
874,Jester - 6 RED,6 RED - Jester,-10.0,22.0,-12.0
875,Jester - 6 RED,Jester - 6 RED,-10.0,22.0,-12.0
868,Jester - 4 RED,4 RED - Jester,-10.0,22.0,-12.0
869,Jester - 4 RED,Jester - 4 RED,-10.0,22.0,-12.0
865,Jester - 3 RED,Jester - 3 RED,-4.0,22.0,-12.0
864,Jester - 3 RED,3 RED - Jester,-4.0,22.0,-12.0
861,Jester - 2 RED,Jester - 2 RED,-4.0,6.0,-16.0
860,Jester - 2 RED,2 RED - Jester,2.0,6.0,-16.0
843,Jester - 1 RED,Jester - 1 RED,-10.0,22.0,-12.0
842,Jester - 1 RED,1 RED - Jester,-4.0,22.0,-12.0
854,Jester - 13 BLUE,13 BLUE - Jester,-4.0,14.0,-14.0
855,Jester - 13 BLUE,Jester - 13 BLUE,2.0,-10.0,-20.0
