,trial_number,tested_combination,combination_played_order,number_of_turns_won
75,1,8 RED - 3 RED,8 RED - 3 RED,"{0: 2, 1: 0, 2: 0}"
76,1,8 RED - 3 RED,3 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
77,1,8 RED - 3 RED,3 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
78,1,8 RED - 3 RED,3 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
79,1,8 RED - 3 RED,3 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
80,0,8 RED - 1 RED,8 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
81,0,8 RED - 1 RED,8 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
82,0,8 RED - 1 RED,8 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
83,0,8 RED - 1 RED,8 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
84,0,8 RED - 1 RED,1 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
85,0,8 RED - 1 RED,1 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
86,0,8 RED - 1 RED,1 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
87,0,8 RED - 1 RED,1 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
88,1,8 RED - 1 RED,8 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
89,1,8 RED - 1 RED,8 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
90,1,8 RED - 1 RED,8 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
91,1,8 RED - 1 RED,8 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
92,1,8 RED - 1 RED,1 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
93,1,8 RED - 1 RED,1 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
94,1,8 RED - 1 RED,1 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
95,1,8 RED - 1 RED,1 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
96,0,8 RED - 12 RED,8 RED - 12 RED,"{0: 2, 1: 0, 2: 0}"
97,0,8 RED - 12 RED,8 RED - 12 RED,"{0: 2, 1: 0, 2: 0}"
98,0,8 RED - 12 RED,8 RED - 12 RED,"{0: 2, 1: 0, 2: 0}"
99,0,8 RED - 12 RED,8 RED - 12 RED,"{0: 2, 1: 0, 2: 0}"
100,0,8 RED - 12 RED,12 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
101,0,8 RED - 12 RED,12 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
102,0,8 RED - 12 RED,12 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
103,0,8 RED - 12 RED,12 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
104,1,8 RED - 12 RED,8 RED - 12 RED,"{0: 2, 1: 0, 2: 0}"
105,1,8 RED - 12 RED,8 RED - 12 RED,"{0: 2, 1: 0, 2: 0}"
106,1,8 RED - 12 RED,8 RED - 12 RED,"{0: 2, 1: 0, 2: 0}"
107,1,8 RED - 12 RED,8 RED - 12 RED,"{0: 2, 1: 0, 2: 0}"
108,1,8 RED - 12 RED,12 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
109,1,8 RED - 12 RED,12 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
110,1,8 RED - 12 RED,12 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
111,1,8 RED - 12 RED,12 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
112,0,8 RED - 7 RED,8 RED - 7 RED,"{0: 2, 1: 0, 2: 0}"
113,0,8 RED - 7 RED,8 RED - 7 RED,"{0: 2, 1: 0, 2: 0}"
114,0,8 RED - 7 RED,8 RED - 7 RED,"{0: 2, 1: 0, 2: 0}"
115,0,8 RED - 7 RED,8 RED - 7 RED,"{0: 2, 1: 0, 2: 0}"
116,0,8 RED - 7 RED,7 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
117,0,8 RED - 7 RED,7 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
118,0,8 RED - 7 RED,7 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
119,0,8 RED - 7 RED,7 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
120,1,8 RED - 7 RED,8 RED - 7 RED,"{0: 1, 1: 1, 2: 0}"
121,1,8 RED - 7 RED,8 RED - 7 RED,"{0: 1, 1: 1, 2: 0}"
122,1,8 RED - 7 RED,8 RED - 7 RED,"{0: 1, 1: 1, 2: 0}"
123,1,8 RED - 7 RED,8 RED - 7 RED,"{0: 1, 1: 1, 2: 0}"
124,1,8 RED - 7 RED,7 RED - 8 RED,"{0: 1, 1: 1, 2: 0}"
125,1,8 RED - 7 RED,7 RED - 8 RED,"{0: 1, 1: 1, 2: 0}"
126,1,8 RED - 7 RED,7 RED - 8 RED,"{0: 1, 1: 1, 2: 0}"
127,1,8 RED - 7 RED,7 RED - 8 RED,"{0: 1, 1: 1, 2: 0}"
128,0,8 RED - 13 RED,8 RED - 13 RED,"{0: 1, 1: 0, 2: 1}"
129,0,8 RED - 13 RED,8 RED - 13 RED,"{0: 1, 1: 0, 2: 1}"
130,0,8 RED - 13 RED,8 RED - 13 RED,"{0: 1, 1: 0, 2: 1}"
131,0,8 RED - 13 RED,8 RED - 13 RED,"{0: 1, 1: 0, 2: 1}"
132,0,8 RED - 13 RED,13 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
133,0,8 RED - 13 RED,13 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
134,0,8 RED - 13 RED,13 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
135,0,8 RED - 13 RED,13 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
136,1,8 RED - 13 RED,8 RED - 13 RED,"{0: 2, 1: 0, 2: 0}"
137,1,8 RED - 13 RED,8 RED - 13 RED,"{0: 2, 1: 0, 2: 0}"
138,1,8 RED - 13 RED,8 RED - 13 RED,"{0: 2, 1: 0, 2: 0}"
139,1,8 RED - 13 RED,8 RED - 13 RED,"{0: 2, 1: 0, 2: 0}"
140,1,8 RED - 13 RED,13 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
141,1,8 RED - 13 RED,13 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
142,1,8 RED - 13 RED,13 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
143,1,8 RED - 13 RED,13 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
144,0,8 RED - 2 RED,8 RED - 2 RED,"{0: 2, 1: 0, 2: 0}"
145,0,8 RED - 2 RED,8 RED - 2 RED,"{0: 2, 1: 0, 2: 0}"
146,0,8 RED - 2 RED,8 RED - 2 RED,"{0: 2, 1: 0, 2: 0}"
147,0,8 RED - 2 RED,8 RED - 2 RED,"{0: 2, 1: 0, 2: 0}"
148,0,8 RED - 2 RED,2 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
149,0,8 RED - 2 RED,2 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
150,0,8 RED - 2 RED,2 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
151,0,8 RED - 2 RED,2 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
152,1,8 RED - 2 RED,8 RED - 2 RED,"{0: 2, 1: 0, 2: 0}"
153,1,8 RED - 2 RED,8 RED - 2 RED,"{0: 2, 1: 0, 2: 0}"
154,1,8 RED - 2 RED,8 RED - 2 RED,"{0: 2, 1: 0, 2: 0}"
155,1,8 RED - 2 RED,8 RED - 2 RED,"{0: 2, 1: 0, 2: 0}"
156,1,8 RED - 2 RED,2 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
157,1,8 RED - 2 RED,2 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
158,1,8 RED - 2 RED,2 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
159,1,8 RED - 2 RED,2 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
160,0,8 RED - 5 RED,8 RED - 5 RED,"{0: 1, 1: 0, 2: 1}"
161,0,8 RED - 5 RED,8 RED - 5 RED,"{0: 1, 1: 0, 2: 1}"
162,0,8 RED - 5 RED,8 RED - 5 RED,"{0: 1, 1: 0, 2: 1}"
163,0,8 RED - 5 RED,8 RED - 5 RED,"{0: 1, 1: 0, 2: 1}"
164,0,8 RED - 5 RED,5 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
165,0,8 RED - 5 RED,5 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
166,0,8 RED - 5 RED,5 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
167,0,8 RED - 5 RED,5 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
168,1,8 RED - 5 RED,8 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
169,1,8 RED - 5 RED,8 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
170,1,8 RED - 5 RED,8 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
171,1,8 RED - 5 RED,8 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
172,1,8 RED - 5 RED,5 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
173,1,8 RED - 5 RED,5 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
174,1,8 RED - 5 RED,5 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
175,1,8 RED - 5 RED,5 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
176,0,8 RED - 11 RED,8 RED - 11 RED,"{0: 1, 1: 0, 2: 1}"
177,0,8 RED - 11 RED,8 RED - 11 RED,"{0: 1, 1: 0, 2: 1}"
178,0,8 RED - 11 RED,8 RED - 11 RED,"{0: 1, 1: 0, 2: 1}"
179,0,8 RED - 11 RED,8 RED - 11 RED,"{0: 1, 1: 0, 2: 1}"
180,0,8 RED - 11 RED,11 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
181,0,8 RED - 11 RED,11 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
182,0,8 RED - 11 RED,11 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
183,0,8 RED - 11 RED,11 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
184,1,8 RED - 11 RED,8 RED - 11 RED,"{0: 2, 1: 0, 2: 0}"
185,1,8 RED - 11 RED,8 RED - 11 RED,"{0: 2, 1: 0, 2: 0}"
186,1,8 RED - 11 RED,8 RED - 11 RED,"{0: 2, 1: 0, 2: 0}"
187,1,8 RED - 11 RED,8 RED - 11 RED,"{0: 2, 1: 0, 2: 0}"
188,1,8 RED - 11 RED,11 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
189,1,8 RED - 11 RED,11 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
190,1,8 RED - 11 RED,11 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
191,1,8 RED - 11 RED,11 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
192,0,8 RED - 6 RED,8 RED - 6 RED,"{0: 2, 1: 0, 2: 0}"
193,0,8 RED - 6 RED,8 RED - 6 RED,"{0: 2, 1: 0, 2: 0}"
194,0,8 RED - 6 RED,8 RED - 6 RED,"{0: 2, 1: 0, 2: 0}"
195,0,8 RED - 6 RED,8 RED - 6 RED,"{0: 2, 1: 0, 2: 0}"
196,0,8 RED - 6 RED,6 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
197,0,8 RED - 6 RED,6 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
198,0,8 RED - 6 RED,6 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
199,0,8 RED - 6 RED,6 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
200,1,8 RED - 6 RED,8 RED - 6 RED,"{0: 2, 1: 0, 2: 0}"
201,1,8 RED - 6 RED,8 RED - 6 RED,"{0: 2, 1: 0, 2: 0}"
202,1,8 RED - 6 RED,8 RED - 6 RED,"{0: 2, 1: 0, 2: 0}"
203,1,8 RED - 6 RED,8 RED - 6 RED,"{0: 2, 1: 0, 2: 0}"
204,1,8 RED - 6 RED,6 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
205,1,8 RED - 6 RED,6 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
206,1,8 RED - 6 RED,6 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
207,1,8 RED - 6 RED,6 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
208,0,8 RED - 9 RED,8 RED - 9 RED,"{0: 2, 1: 0, 2: 0}"
209,0,8 RED - 9 RED,8 RED - 9 RED,"{0: 2, 1: 0, 2: 0}"
210,0,8 RED - 9 RED,8 RED - 9 RED,"{0: 2, 1: 0, 2: 0}"
211,0,8 RED - 9 RED,8 RED - 9 RED,"{0: 2, 1: 0, 2: 0}"
212,0,8 RED - 9 RED,9 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
213,0,8 RED - 9 RED,9 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
214,0,8 RED - 9 RED,9 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
215,0,8 RED - 9 RED,9 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
216,1,8 RED - 9 RED,8 RED - 9 RED,"{0: 2, 1: 0, 2: 0}"
217,1,8 RED - 9 RED,8 RED - 9 RED,"{0: 2, 1: 0, 2: 0}"
218,1,8 RED - 9 RED,8 RED - 9 RED,"{0: 2, 1: 0, 2: 0}"
219,1,8 RED - 9 RED,8 RED - 9 RED,"{0: 2, 1: 0, 2: 0}"
220,1,8 RED - 9 RED,9 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
221,1,8 RED - 9 RED,9 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
222,1,8 RED - 9 RED,9 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
223,1,8 RED - 9 RED,9 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
224,0,8 RED - Magician,8 RED - Magician,"{0: 2, 1: 0, 2: 0}"
225,0,8 RED - Magician,8 RED - Magician,"{0: 2, 1: 0, 2: 0}"
226,0,8 RED - Magician,8 RED - Magician,"{0: 2, 1: 0, 2: 0}"
227,0,8 RED - Magician,8 RED - Magician,"{0: 2, 1: 0, 2: 0}"
228,0,8 RED - Magician,Magician - 8 RED,"{0: 2, 1: 0, 2: 0}"
229,0,8 RED - Magician,Magician - 8 RED,"{0: 2, 1: 0, 2: 0}"
230,0,8 RED - Magician,Magician - 8 RED,"{0: 2, 1: 0, 2: 0}"
231,0,8 RED - Magician,Magician - 8 RED,"{0: 2, 1: 0, 2: 0}"
232,1,8 RED - Magician,8 RED - Magician,"{0: 2, 1: 0, 2: 0}"
233,1,8 RED - Magician,8 RED - Magician,"{0: 2, 1: 0, 2: 0}"
234,1,8 RED - Magician,8 RED - Magician,"{0: 2, 1: 0, 2: 0}"
235,1,8 RED - Magician,8 RED - Magician,"{0: 2, 1: 0, 2: 0}"
236,1,8 RED - Magician,Magician - 8 RED,"{0: 2, 1: 0, 2: 0}"
237,1,8 RED - Magician,Magician - 8 RED,"{0: 2, 1: 0, 2: 0}"
238,1,8 RED - Magician,Magician - 8 RED,"{0: 2, 1: 0, 2: 0}"
239,1,8 RED - Magician,Magician - 8 RED,"{0: 2, 1: 0, 2: 0}"
240,0,8 RED - 4 RED,8 RED - 4 RED,"{0: 0, 1: 0, 2: 2}"
241,0,8 RED - 4 RED,8 RED - 4 RED,"{0: 1, 1: 0, 2: 1}"
242,0,8 RED - 4 RED,8 RED - 4 RED,"{0: 0, 1: 0, 2: 2}"
243,0,8 RED - 4 RED,8 RED - 4 RED,"{0: 1, 1: 0, 2: 1}"
244,0,8 RED - 4 RED,4 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
245,0,8 RED - 4 RED,4 RED - 8 RED,"{0: 0, 1: 0, 2: 2}"
246,0,8 RED - 4 RED,4 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
247,0,8 RED - 4 RED,4 RED - 8 RED,"{0: 0, 1: 0, 2: 2}"
248,1,8 RED - 4 RED,8 RED - 4 RED,"{0: 1, 1: 1, 2: 0}"
249,1,8 RED - 4 RED,8 RED - 4 RED,"{0: 1, 1: 1, 2: 0}"
250,1,8 RED - 4 RED,8 RED - 4 RED,"{0: 1, 1: 1, 2: 0}"
251,1,8 RED - 4 RED,8 RED - 4 RED,"{0: 1, 1: 1, 2: 0}"
252,1,8 RED - 4 RED,4 RED - 8 RED,"{0: 1, 1: 1, 2: 0}"
253,1,8 RED - 4 RED,4 RED - 8 RED,"{0: 1, 1: 1, 2: 0}"
254,1,8 RED - 4 RED,4 RED - 8 RED,"{0: 1, 1: 1, 2: 0}"
255,1,8 RED - 4 RED,4 RED - 8 RED,"{0: 1, 1: 1, 2: 0}"
256,0,10 RED - Jester,10 RED - Jester,"{0: 0, 1: 1, 2: 1}"
257,0,10 RED - Jester,10 RED - Jester,"{0: 0, 1: 1, 2: 1}"
258,0,10 RED - Jester,10 RED - Jester,"{0: 1, 1: 1, 2: 0}"
259,0,10 RED - Jester,10 RED - Jester,"{0: 1, 1: 1, 2: 0}"
260,0,10 RED - Jester,Jester - 10 RED,"{0: 1, 1: 1, 2: 0}"
261,0,10 RED - Jester,Jester - 10 RED,"{0: 1, 1: 1, 2: 0}"
262,0,10 RED - Jester,Jester - 10 RED,"{0: 0, 1: 1, 2: 1}"
263,0,10 RED - Jester,Jester - 10 RED,"{0: 0, 1: 1, 2: 1}"
264,1,10 RED - Jester,10 RED - Jester,"{0: 1, 1: 1, 2: 0}"
265,1,10 RED - Jester,10 RED - Jester,"{0: 1, 1: 1, 2: 0}"
266,1,10 RED - Jester,10 RED - Jester,"{0: 1, 1: 0, 2: 1}"
267,1,10 RED - Jester,10 RED - Jester,"{0: 1, 1: 1, 2: 0}"
268,1,10 RED - Jester,Jester - 10 RED,"{0: 1, 1: 1, 2: 0}"
269,1,10 RED - Jester,Jester - 10 RED,"{0: 1, 1: 0, 2: 1}"
270,1,10 RED - Jester,Jester - 10 RED,"{0: 1, 1: 1, 2: 0}"
271,1,10 RED - Jester,Jester - 10 RED,"{0: 1, 1: 1, 2: 0}"
272,0,10 RED - 3 RED,10 RED - 3 RED,"{0: 0, 1: 0, 2: 2}"
273,0,10 RED - 3 RED,10 RED - 3 RED,"{0: 1, 1: 0, 2: 1}"
274,0,10 RED - 3 RED,10 RED - 3 RED,"{0: 0, 1: 0, 2: 2}"
275,0,10 RED - 3 RED,10 RED - 3 RED,"{0: 1, 1: 0, 2: 1}"
276,0,10 RED - 3 RED,3 RED - 10 RED,"{0: 1, 1: 0, 2: 1}"
277,0,10 RED - 3 RED,3 RED - 10 RED,"{0: 0, 1: 0, 2: 2}"
278,0,10 RED - 3 RED,3 RED - 10 RED,"{0: 1, 1: 0, 2: 1}"
279,0,10 RED - 3 RED,3 RED - 10 RED,"{0: 0, 1: 0, 2: 2}"
280,1,10 RED - 3 RED,10 RED - 3 RED,"{0: 2, 1: 0, 2: 0}"
281,1,10 RED - 3 RED,10 RED - 3 RED,"{0: 2, 1: 0, 2: 0}"
282,1,10 RED - 3 RED,10 RED - 3 RED,"{0: 2, 1: 0, 2: 0}"
283,1,10 RED - 3 RED,10 RED - 3 RED,"{0: 2, 1: 0, 2: 0}"
284,1,10 RED - 3 RED,3 RED - 10 RED,"{0: 2, 1: 0, 2: 0}"
285,1,10 RED - 3 RED,3 RED - 10 RED,"{0: 2, 1: 0, 2: 0}"
286,1,10 RED - 3 RED,3 RED - 10 RED,"{0: 2, 1: 0, 2: 0}"
287,1,10 RED - 3 RED,3 RED - 10 RED,"{0: 2, 1: 0, 2: 0}"
288,0,10 RED - 1 RED,10 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
289,0,10 RED - 1 RED,10 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
290,0,10 RED - 1 RED,10 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
291,0,10 RED - 1 RED,10 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
292,0,10 RED - 1 RED,1 RED - 10 RED,"{0: 2, 1: 0, 2: 0}"
293,0,10 RED - 1 RED,1 RED - 10 RED,"{0: 2, 1: 0, 2: 0}"
294,0,10 RED - 1 RED,1 RED - 10 RED,"{0: 2, 1: 0, 2: 0}"
295,0,10 RED - 1 RED,1 RED - 10 RED,"{0: 2, 1: 0, 2: 0}"
296,1,10 RED - 1 RED,10 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
297,1,10 RED - 1 RED,10 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
298,1,10 RED - 1 RED,10 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
299,1,10 RED - 1 RED,10 RED - 1 RED,"{0: 2, 1: 0, 2: 0}"
300,1,10 RED - 1 RED,1 RED - 10 RED,"{0: 2, 1: 0, 2: 0}"
301,1,10 RED - 1 RED,1 RED - 10 RED,"{0: 2, 1: 0, 2: 0}"
302,1,10 RED - 1 RED,1 RED - 10 RED,"{0: 2, 1: 0, 2: 0}"
303,1,10 RED - 1 RED,1 RED - 10 RED,"{0: 2, 1: 0, 2: 0}"
