,trial_number,tested_combination,combination_played_order,number_of_turns_won
77,1,Magician - 8 RED,8 RED - Magician,"{0: 1, 1: 0, 2: 1}"
78,1,Magician - 8 RED,8 RED - Magician,"{0: 1, 1: 0, 2: 1}"
79,1,Magician - 8 RED,8 RED - Magician,"{0: 1, 1: 0, 2: 1}"
80,0,Magician - 11 RED,Magician - 11 RED,"{0: 2, 1: 0, 2: 0}"
81,0,Magician - 11 RED,Magician - 11 RED,"{0: 2, 1: 0, 2: 0}"
82,0,Magician - 11 RED,Magician - 11 RED,"{0: 2, 1: 0, 2: 0}"
83,0,Magician - 11 RED,Magician - 11 RED,"{0: 2, 1: 0, 2: 0}"
84,0,Magician - 11 RED,11 RED - Magician,"{0: 2, 1: 0, 2: 0}"
85,0,Magician - 11 RED,11 RED - Magician,"{0: 2, 1: 0, 2: 0}"
86,0,Magician - 11 RED,11 RED - Magician,"{0: 2, 1: 0, 2: 0}"
87,0,Magician - 11 RED,11 RED - Magician,"{0: 2, 1: 0, 2: 0}"
88,1,Magician - 11 RED,Magician - 11 RED,"{0: 2, 1: 0, 2: 0}"
89,1,Magician - 11 RED,Magician - 11 RED,"{0: 2, 1: 0, 2: 0}"
90,1,Magician - 11 RED,Magician - 11 RED,"{0: 2, 1: 0, 2: 0}"
91,1,Magician - 11 RED,Magician - 11 RED,"{0: 2, 1: 0, 2: 0}"
92,1,Magician - 11 RED,11 RED - Magician,"{0: 2, 1: 0, 2: 0}"
93,1,Magician - 11 RED,11 RED - Magician,"{0: 2, 1: 0, 2: 0}"
94,1,Magician - 11 RED,11 RED - Magician,"{0: 2, 1: 0, 2: 0}"
95,1,Magician - 11 RED,11 RED - Magician,"{0: 2, 1: 0, 2: 0}"
96,0,Magician - 2 RED,Magician - 2 RED,"{0: 1, 1: 0, 2: 1}"
97,0,Magician - 2 RED,Magician - 2 RED,"{0: 2, 1: 0, 2: 0}"
98,0,Magician - 2 RED,Magician - 2 RED,"{0: 1, 1: 0, 2: 1}"
99,0,Magician - 2 RED,Magician - 2 RED,"{0: 2, 1: 0, 2: 0}"
100,0,Magician - 2 RED,2 RED - Magician,"{0: 1, 1: 0, 2: 1}"
101,0,Magician - 2 RED,2 RED - Magician,"{0: 1, 1: 0, 2: 1}"
102,0,Magician - 2 RED,2 RED - Magician,"{0: 1, 1: 0, 2: 1}"
103,0,Magician - 2 RED,2 RED - Magician,"{0: 1, 1: 0, 2: 1}"
104,1,Magician - 2 RED,Magician - 2 RED,"{0: 2, 1: 0, 2: 0}"
105,1,Magician - 2 RED,Magician - 2 RED,"{0: 2, 1: 0, 2: 0}"
106,1,Magician - 2 RED,Magician - 2 RED,"{0: 2, 1: 0, 2: 0}"
107,1,Magician - 2 RED,Magician - 2 RED,"{0: 2, 1: 0, 2: 0}"
108,1,Magician - 2 RED,2 RED - Magician,"{0: 2, 1: 0, 2: 0}"
109,1,Magician - 2 RED,2 RED - Magician,"{0: 2, 1: 0, 2: 0}"
110,1,Magician - 2 RED,2 RED - Magician,"{0: 2, 1: 0, 2: 0}"
111,1,Magician - 2 RED,2 RED - Magician,"{0: 2, 1: 0, 2: 0}"
112,0,Magician - 13 RED,Magician - 13 RED,"{0: 2, 1: 0, 2: 0}"
113,0,Magician - 13 RED,Magician - 13 RED,"{0: 2, 1: 0, 2: 0}"
114,0,Magician - 13 RED,Magician - 13 RED,"{0: 2, 1: 0, 2: 0}"
115,0,Magician - 13 RED,Magician - 13 RED,"{0: 2, 1: 0, 2: 0}"
116,0,Magician - 13 RED,13 RED - Magician,"{0: 2, 1: 0, 2: 0}"
117,0,Magician - 13 RED,13 RED - Magician,"{0: 2, 1: 0, 2: 0}"
118,0,Magician - 13 RED,13 RED - Magician,"{0: 2, 1: 0, 2: 0}"
119,0,Magician - 13 RED,13 RED - Magician,"{0: 2, 1: 0, 2: 0}"
120,1,Magician - 13 RED,Magician - 13 RED,"{0: 2, 1: 0, 2: 0}"
121,1,Magician - 13 RED,Magician - 13 RED,"{0: 2, 1: 0, 2: 0}"
122,1,Magician - 13 RED,Magician - 13 RED,"{0: 2, 1: 0, 2: 0}"
123,1,Magician - 13 RED,Magician - 13 RED,"{0: 2, 1: 0, 2: 0}"
124,1,Magician - 13 RED,13 RED - Magician,"{0: 2, 1: 0, 2: 0}"
125,1,Magician - 13 RED,13 RED - Magician,"{0: 2, 1: 0, 2: 0}"
126,1,Magician - 13 RED,13 RED - Magician,"{0: 2, 1: 0, 2: 0}"
127,1,Magician - 13 RED,13 RED - Magician,"{0: 2, 1: 0, 2: 0}"
128,0,Magician - 1 RED,Magician - 1 RED,"{0: 2, 1: 0, 2: 0}"
129,0,Magician - 1 RED,Magician - 1 RED,"{0: 2, 1: 0, 2: 0}"
130,0,Magician - 1 RED,Magician - 1 RED,"{0: 2, 1: 0, 2: 0}"
131,0,Magician - 1 RED,Magician - 1 RED,"{0: 2, 1: 0, 2: 0}"
132,0,Magician - 1 RED,1 RED - Magician,"{0: 2, 1: 0, 2: 0}"
133,0,Magician - 1 RED,1 RED - Magician,"{0: 2, 1: 0, 2: 0}"
134,0,Magician - 1 RED,1 RED - Magician,"{0: 2, 1: 0, 2: 0}"
135,0,Magician - 1 RED,1 RED - Magician,"{0: 2, 1: 0, 2: 0}"
136,1,Magician - 1 RED,Magician - 1 RED,"{0: 2, 1: 0, 2: 0}"
137,1,Magician - 1 RED,Magician - 1 RED,"{0: 2, 1: 0, 2: 0}"
138,1,Magician - 1 RED,Magician - 1 RED,"{0: 1, 1: 1, 2: 0}"
139,1,Magician - 1 RED,Magician - 1 RED,"{0: 1, 1: 1, 2: 0}"
140,1,Magician - 1 RED,1 RED - Magician,"{0: 1, 1: 1, 2: 0}"
141,1,Magician - 1 RED,1 RED - Magician,"{0: 1, 1: 1, 2: 0}"
142,1,Magician - 1 RED,1 RED - Magician,"{0: 1, 1: 1, 2: 0}"
143,1,Magician - 1 RED,1 RED - Magician,"{0: 1, 1: 1, 2: 0}"
144,0,Magician - 12 RED,Magician - 12 RED,"{0: 2, 1: 0, 2: 0}"
145,0,Magician - 12 RED,Magician - 12 RED,"{0: 2, 1: 0, 2: 0}"
146,0,Magician - 12 RED,Magician - 12 RED,"{0: 2, 1: 0, 2: 0}"
147,0,Magician - 12 RED,Magician - 12 RED,"{0: 2, 1: 0, 2: 0}"
148,0,Magician - 12 RED,12 RED - Magician,"{0: 2, 1: 0, 2: 0}"
149,0,Magician - 12 RED,12 RED - Magician,"{0: 2, 1: 0, 2: 0}"
150,0,Magician - 12 RED,12 RED - Magician,"{0: 2, 1: 0, 2: 0}"
151,0,Magician - 12 RED,12 RED - Magician,"{0: 2, 1: 0, 2: 0}"
152,1,Magician - 12 RED,Magician - 12 RED,"{0: 2, 1: 0, 2: 0}"
153,1,Magician - 12 RED,Magician - 12 RED,"{0: 2, 1: 0, 2: 0}"
154,1,Magician - 12 RED,Magician - 12 RED,"{0: 2, 1: 0, 2: 0}"
155,1,Magician - 12 RED,Magician - 12 RED,"{0: 2, 1: 0, 2: 0}"
156,1,Magician - 12 RED,12 RED - Magician,"{0: 2, 1: 0, 2: 0}"
157,1,Magician - 12 RED,12 RED - Magician,"{0: 2, 1: 0, 2: 0}"
158,1,Magician - 12 RED,12 RED - Magician,"{0: 2, 1: 0, 2: 0}"
159,1,Magician - 12 RED,12 RED - Magician,"{0: 2, 1: 0, 2: 0}"
160,0,Magician - 7 RED,Magician - 7 RED,"{0: 2, 1: 0, 2: 0}"
161,0,Magician - 7 RED,Magician - 7 RED,"{0: 2, 1: 0, 2: 0}"
162,0,Magician - 7 RED,Magician - 7 RED,"{0: 2, 1: 0, 2: 0}"
163,0,Magician - 7 RED,Magician - 7 RED,"{0: 2, 1: 0, 2: 0}"
164,0,Magician - 7 RED,7 RED - Magician,"{0: 2, 1: 0, 2: 0}"
165,0,Magician - 7 RED,7 RED - Magician,"{0: 2, 1: 0, 2: 0}"
166,0,Magician - 7 RED,7 RED - Magician,"{0: 2, 1: 0, 2: 0}"
167,0,Magician - 7 RED,7 RED - Magician,"{0: 2, 1: 0, 2: 0}"
168,1,Magician - 7 RED,Magician - 7 RED,"{0: 2, 1: 0, 2: 0}"
169,1,Magician - 7 RED,Magician - 7 RED,"{0: 2, 1: 0, 2: 0}"
170,1,Magician - 7 RED,Magician - 7 RED,"{0: 2, 1: 0, 2: 0}"
171,1,Magician - 7 RED,Magician - 7 RED,"{0: 2, 1: 0, 2: 0}"
172,1,Magician - 7 RED,7 RED - Magician,"{0: 2, 1: 0, 2: 0}"
173,1,Magician - 7 RED,7 RED - Magician,"{0: 2, 1: 0, 2: 0}"
174,1,Magician - 7 RED,7 RED - Magician,"{0: 2, 1: 0, 2: 0}"
175,1,Magician - 7 RED,7 RED - Magician,"{0: 2, 1: 0, 2: 0}"
176,0,Magician - 3 RED,Magician - 3 RED,"{0: 2, 1: 0, 2: 0}"
177,0,Magician - 3 RED,Magician - 3 RED,"{0: 2, 1: 0, 2: 0}"
178,0,Magician - 3 RED,Magician - 3 RED,"{0: 2, 1: 0, 2: 0}"
179,0,Magician - 3 RED,Magician - 3 RED,"{0: 2, 1: 0, 2: 0}"
180,0,Magician - 3 RED,3 RED - Magician,"{0: 2, 1: 0, 2: 0}"
181,0,Magician - 3 RED,3 RED - Magician,"{0: 2, 1: 0, 2: 0}"
182,0,Magician - 3 RED,3 RED - Magician,"{0: 2, 1: 0, 2: 0}"
183,0,Magician - 3 RED,3 RED - Magician,"{0: 2, 1: 0, 2: 0}"
184,1,Magician - 3 RED,Magician - 3 RED,"{0: 1, 1: 1, 2: 0}"
185,1,Magician - 3 RED,Magician - 3 RED,"{0: 1, 1: 1, 2: 0}"
186,1,Magician - 3 RED,Magician - 3 RED,"{0: 2, 1: 0, 2: 0}"
187,1,Magician - 3 RED,Magician - 3 RED,"{0: 2, 1: 0, 2: 0}"
188,1,Magician - 3 RED,3 RED - Magician,"{0: 1, 1: 1, 2: 0}"
189,1,Magician - 3 RED,3 RED - Magician,"{0: 1, 1: 1, 2: 0}"
190,1,Magician - 3 RED,3 RED - Magician,"{0: 1, 1: 1, 2: 0}"
191,1,Magician - 3 RED,3 RED - Magician,"{0: 1, 1: 1, 2: 0}"
192,0,Magician - 6 RED,Magician - 6 RED,"{0: 1, 1: 1, 2: 0}"
193,0,Magician - 6 RED,Magician - 6 RED,"{0: 1, 1: 1, 2: 0}"
194,0,Magician - 6 RED,Magician - 6 RED,"{0: 2, 1: 0, 2: 0}"
195,0,Magician - 6 RED,Magician - 6 RED,"{0: 2, 1: 0, 2: 0}"
196,0,Magician - 6 RED,6 RED - Magician,"{0: 1, 1: 1, 2: 0}"
197,0,Magician - 6 RED,6 RED - Magician,"{0: 1, 1: 1, 2: 0}"
198,0,Magician - 6 RED,6 RED - Magician,"{0: 1, 1: 1, 2: 0}"
199,0,Magician - 6 RED,6 RED - Magician,"{0: 1, 1: 1, 2: 0}"
200,1,Magician - 6 RED,Magician - 6 RED,"{0: 2, 1: 0, 2: 0}"
201,1,Magician - 6 RED,Magician - 6 RED,"{0: 2, 1: 0, 2: 0}"
202,1,Magician - 6 RED,Magician - 6 RED,"{0: 2, 1: 0, 2: 0}"
203,1,Magician - 6 RED,Magician - 6 RED,"{0: 2, 1: 0, 2: 0}"
204,1,Magician - 6 RED,6 RED - Magician,"{0: 2, 1: 0, 2: 0}"
205,1,Magician - 6 RED,6 RED - Magician,"{0: 2, 1: 0, 2: 0}"
206,1,Magician - 6 RED,6 RED - Magician,"{0: 2, 1: 0, 2: 0}"
207,1,Magician - 6 RED,6 RED - Magician,"{0: 2, 1: 0, 2: 0}"
208,0,Magician - 10 RED,Magician - 10 RED,"{0: 2, 1: 0, 2: 0}"
209,0,Magician - 10 RED,Magician - 10 RED,"{0: 2, 1: 0, 2: 0}"
210,0,Magician - 10 RED,Magician - 10 RED,"{0: 2, 1: 0, 2: 0}"
211,0,Magician - 10 RED,Magician - 10 RED,"{0: 2, 1: 0, 2: 0}"
212,0,Magician - 10 RED,10 RED - Magician,"{0: 2, 1: 0, 2: 0}"
213,0,Magician - 10 RED,10 RED - Magician,"{0: 2, 1: 0, 2: 0}"
214,0,Magician - 10 RED,10 RED - Magician,"{0: 2, 1: 0, 2: 0}"
215,0,Magician - 10 RED,10 RED - Magician,"{0: 2, 1: 0, 2: 0}"
216,1,Magician - 10 RED,Magician - 10 RED,"{0: 2, 1: 0, 2: 0}"
217,1,Magician - 10 RED,Magician - 10 RED,"{0: 2, 1: 0, 2: 0}"
218,1,Magician - 10 RED,Magician - 10 RED,"{0: 2, 1: 0, 2: 0}"
219,1,Magician - 10 RED,Magician - 10 RED,"{0: 2, 1: 0, 2: 0}"
220,1,Magician - 10 RED,10 RED - Magician,"{0: 2, 1: 0, 2: 0}"
221,1,Magician - 10 RED,10 RED - Magician,"{0: 2, 1: 0, 2: 0}"
222,1,Magician - 10 RED,10 RED - Magician,"{0: 2, 1: 0, 2: 0}"
223,1,Magician - 10 RED,10 RED - Magician,"{0: 2, 1: 0, 2: 0}"
224,0,Magician - 4 RED,Magician - 4 RED,"{0: 2, 1: 0, 2: 0}"
225,0,Magician - 4 RED,Magician - 4 RED,"{0: 1, 1: 0, 2: 1}"
226,0,Magician - 4 RED,Magician - 4 RED,"{0: 1, 1: 0, 2: 1}"
227,0,Magician - 4 RED,Magician - 4 RED,"{0: 1, 1: 0, 2: 1}"
228,0,Magician - 4 RED,4 RED - Magician,"{0: 1, 1: 0, 2: 1}"
229,0,Magician - 4 RED,4 RED - Magician,"{0: 1, 1: 0, 2: 1}"
230,0,Magician - 4 RED,4 RED - Magician,"{0: 1, 1: 0, 2: 1}"
231,0,Magician - 4 RED,4 RED - Magician,"{0: 1, 1: 0, 2: 1}"
232,1,Magician - 4 RED,Magician - 4 RED,"{0: 2, 1: 0, 2: 0}"
233,1,Magician - 4 RED,Magician - 4 RED,"{0: 2, 1: 0, 2: 0}"
234,1,Magician - 4 RED,Magician - 4 RED,"{0: 2, 1: 0, 2: 0}"
235,1,Magician - 4 RED,Magician - 4 RED,"{0: 2, 1: 0, 2: 0}"
236,1,Magician - 4 RED,4 RED - Magician,"{0: 2, 1: 0, 2: 0}"
237,1,Magician - 4 RED,4 RED - Magician,"{0: 2, 1: 0, 2: 0}"
238,1,Magician - 4 RED,4 RED - Magician,"{0: 2, 1: 0, 2: 0}"
239,1,Magician - 4 RED,4 RED - Magician,"{0: 2, 1: 0, 2: 0}"
240,0,Magician - 9 RED,Magician - 9 RED,"{0: 2, 1: 0, 2: 0}"
241,0,Magician - 9 RED,Magician - 9 RED,"{0: 2, 1: 0, 2: 0}"
242,0,Magician - 9 RED,Magician - 9 RED,"{0: 2, 1: 0, 2: 0}"
243,0,Magician - 9 RED,Magician - 9 RED,"{0: 2, 1: 0, 2: 0}"
244,0,Magician - 9 RED,9 RED - Magician,"{0: 2, 1: 0, 2: 0}"
245,0,Magician - 9 RED,9 RED - Magician,"{0: 2, 1: 0, 2: 0}"
246,0,Magician - 9 RED,9 RED - Magician,"{0: 2, 1: 0, 2: 0}"
247,0,Magician - 9 RED,9 RED - Magician,"{0: 2, 1: 0, 2: 0}"
248,1,Magician - 9 RED,Magician - 9 RED,"{0: 2, 1: 0, 2: 0}"
249,1,Magician - 9 RED,Magician - 9 RED,"{0: 2, 1: 0, 2: 0}"
250,1,Magician - 9 RED,Magician - 9 RED,"{0: 2, 1: 0, 2: 0}"
251,1,Magician - 9 RED,Magician - 9 RED,"{0: 2, 1: 0, 2: 0}"
252,1,Magician - 9 RED,9 RED - Magician,"{0: 2, 1: 0, 2: 0}"
253,1,Magician - 9 RED,9 RED - Magician,"{0: 2, 1: 0, 2: 0}"
254,1,Magician - 9 RED,9 RED - Magician,"{0: 2, 1: 0, 2: 0}"
255,1,Magician - 9 RED,9 RED - Magician,"{0: 2, 1: 0, 2: 0}"
256,0,5 RED - Jester,5 RED - Jester,"{0: 1, 1: 1, 2: 0}"
257,0,5 RED - Jester,5 RED - Jester,"{0: 1, 1: 1, 2: 0}"
258,0,5 RED - Jester,5 RED - Jester,"{0: 1, 1: 1, 2: 0}"
259,0,5 RED - Jester,5 RED - Jester,"{0: 1, 1: 1, 2: 0}"
260,0,5 RED - Jester,Jester - 5 RED,"{0: 1, 1: 1, 2: 0}"
261,0,5 RED - Jester,Jester - 5 RED,"{0: 1, 1: 1, 2: 0}"
262,0,5 RED - Jester,Jester - 5 RED,"{0: 1, 1: 1, 2: 0}"
263,0,5 RED - Jester,Jester - 5 RED,"{0: 1, 1: 1, 2: 0}"
264,1,5 RED - Jester,5 RED - Jester,"{0: 1, 1: 1, 2: 0}"
265,1,5 RED - Jester,5 RED - Jester,"{0: 1, 1: 1, 2: 0}"
266,1,5 RED - Jester,5 RED - Jester,"{0: 1, 1: 0, 2: 1}"
267,1,5 RED - Jester,5 RED - Jester,"{0: 1, 1: 0, 2: 1}"
268,1,5 RED - Jester,Jester - 5 RED,"{0: 1, 1: 0, 2: 1}"
269,1,5 RED - Jester,Jester - 5 RED,"{0: 1, 1: 0, 2: 1}"
270,1,5 RED - Jester,Jester - 5 RED,"{0: 1, 1: 1, 2: 0}"
271,1,5 RED - Jester,Jester - 5 RED,"{0: 1, 1: 1, 2: 0}"
272,0,5 RED - 8 RED,5 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
273,0,5 RED - 8 RED,5 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
274,0,5 RED - 8 RED,5 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
275,0,5 RED - 8 RED,5 RED - 8 RED,"{0: 2, 1: 0, 2: 0}"
276,0,5 RED - 8 RED,8 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
277,0,5 RED - 8 RED,8 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
278,0,5 RED - 8 RED,8 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
279,0,5 RED - 8 RED,8 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
280,1,5 RED - 8 RED,5 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
281,1,5 RED - 8 RED,5 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
282,1,5 RED - 8 RED,5 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
283,1,5 RED - 8 RED,5 RED - 8 RED,"{0: 1, 1: 0, 2: 1}"
284,1,5 RED - 8 RED,8 RED - 5 RED,"{0: 1, 1: 0, 2: 1}"
285,1,5 RED - 8 RED,8 RED - 5 RED,"{0: 1, 1: 0, 2: 1}"
286,1,5 RED - 8 RED,8 RED - 5 RED,"{0: 1, 1: 0, 2: 1}"
287,1,5 RED - 8 RED,8 RED - 5 RED,"{0: 1, 1: 0, 2: 1}"
288,0,5 RED - 11 RED,5 RED - 11 RED,"{0: 1, 1: 1, 2: 0}"
289,0,5 RED - 11 RED,5 RED - 11 RED,"{0: 1, 1: 1, 2: 0}"
290,0,5 RED - 11 RED,5 RED - 11 RED,"{0: 1, 1: 1, 2: 0}"
291,0,5 RED - 11 RED,5 RED - 11 RED,"{0: 1, 1: 1, 2: 0}"
292,0,5 RED - 11 RED,11 RED - 5 RED,"{0: 1, 1: 1, 2: 0}"
293,0,5 RED - 11 RED,11 RED - 5 RED,"{0: 1, 1: 1, 2: 0}"
294,0,5 RED - 11 RED,11 RED - 5 RED,"{0: 1, 1: 1, 2: 0}"
295,0,5 RED - 11 RED,11 RED - 5 RED,"{0: 1, 1: 1, 2: 0}"
296,1,5 RED - 11 RED,5 RED - 11 RED,"{0: 1, 1: 1, 2: 0}"
297,1,5 RED - 11 RED,5 RED - 11 RED,"{0: 1, 1: 1, 2: 0}"
298,1,5 RED - 11 RED,5 RED - 11 RED,"{0: 1, 1: 1, 2: 0}"
299,1,5 RED - 11 RED,5 RED - 11 RED,"{0: 1, 1: 1, 2: 0}"
300,1,5 RED - 11 RED,11 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
301,1,5 RED - 11 RED,11 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
302,1,5 RED - 11 RED,11 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
303,1,5 RED - 11 RED,11 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
304,0,5 RED - 2 RED,5 RED - 2 RED,"{0: 2, 1: 0, 2: 0}"
305,0,5 RED - 2 RED,5 RED - 2 RED,"{0: 2, 1: 0, 2: 0}"
306,0,5 RED - 2 RED,5 RED - 2 RED,"{0: 2, 1: 0, 2: 0}"
307,0,5 RED - 2 RED,5 RED - 2 RED,"{0: 2, 1: 0, 2: 0}"
308,0,5 RED - 2 RED,2 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
309,0,5 RED - 2 RED,2 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
310,0,5 RED - 2 RED,2 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
311,0,5 RED - 2 RED,2 RED - 5 RED,"{0: 2, 1: 0, 2: 0}"
312,1,5 RED - 2 RED,5 RED - 2 RED,"{0: 2, 1: 0, 2: 0}"
313,1,5 RED - 2 RED,5 RED - 2 RED,"{0: 2, 1: 0, 2: 0}"
314,1,5 RED - 2 RED,5 RED - 2 RED,"{0: 2, 1: 0, 2: 0}"
